window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse,lag_strength,delta_strength
17,C2,Muribaculaceae,0.284352096548097,-0.0284059603721892,C2→Muribaculaceae,antagonism,other,m2,0.3353846799755659,-0.051032583427468914
8,C2,Paenibacillaceae,-0.04882629451892327,0.1995469674494212,C2→Paenibacillaceae,antagonism,C-focal,m2,0.06586503156320743,-0.1146913260821307
9,C2,Paenibacillaceae,-0.2203357958447956,0.17780157521004783,C2→Paenibacillaceae,antagonism,C-focal,m2,-0.04882629451892327,-0.17150950132587234
11,C3,C1,-0.2150842514049858,-0.12507409999569238,C3→C1,competition,C-C,m2,-0.32408852326507004,0.10900427186008424
4,C3,C2,0.05035784974899592,-0.3050001427471536,C3→C2,antagonism,C-C,m2,-0.4032094230755585,0.45356727282455445
2,C3,C4,-0.8426583553300626,-0.5852366644725762,C3→C4,competition,C-C,m2,-0.3885168634654504,-0.4541414918646122
4,C3,C4,-0.37951666188821465,-0.432459060467515,C3→C4,competition,C-C,m2,-0.6399198772647087,0.260403215376494
4,C3,C5,0.01850374017478366,-0.3529494892625639,C3→C5,antagonism,C-C,m2,-0.2755549613422758,0.2940587015170595
9,C3,Muribaculaceae,0.40335702283388897,-0.05271427162493156,C3→Muribaculaceae,antagonism,other,m2,0.27220007672350327,0.1311569461103857
15,C3,Muribaculaceae,0.26850372929018645,0.00966382512903312,C3→Muribaculaceae,mutualism,other,m2,0.2879499896878469,-0.019446260397660453
16,C3,Muribaculaceae,0.24756071461150467,0.01680012018748388,C3→Muribaculaceae,mutualism,other,m2,0.26850372929018645,-0.020943014678681787
17,C3,Muribaculaceae,0.21495082639671068,0.02447859449762885,C3→Muribaculaceae,mutualism,other,m2,0.24756071461150467,-0.03260988821479399
9,C3,Paenibacillaceae,-0.33186703416973545,0.21835632933433008,C3→Paenibacillaceae,antagonism,C-focal,m2,-0.05915755532339242,-0.27270947884634306
10,C3,Paenibacillaceae,-0.5150762770304627,0.2116657663005795,C3→Paenibacillaceae,antagonism,C-focal,m2,-0.33186703416973545,-0.1832092428607272
11,C3,Paenibacillaceae,-0.2933985945958589,0.20023059945346147,C3→Paenibacillaceae,antagonism,C-focal,m2,-0.5150762770304627,0.22167768243460378
4,C4,C1,-0.2483790248132898,-0.10287268103475145,C4→C1,competition,C-C,m2,-0.06235375573106307,-0.18602526908222672
16,C4,C2,-0.3180067314519252,-0.03691816467278778,C4→C2,competition,C-C,m2,-0.33848625520444453,0.020479523752519324
2,C4,C4,-1.1055320442701626,-1.1055320442701626,C4→C4,competition,C-C,m2,-0.5980115142669993,-0.5075205300031633
14,C4,Muribaculaceae,0.3810996957079627,-0.1463570937642213,C4→Muribaculaceae,antagonism,other,m2,0.4096584114651089,-0.02855871575714619
15,C4,Muribaculaceae,0.35546630139054636,-0.1467802973595436,C4→Muribaculaceae,antagonism,other,m2,0.3810996957079627,-0.025633394317416347
16,C4,Muribaculaceae,0.33144025425019463,-0.1404521137967095,C4→Muribaculaceae,antagonism,other,m2,0.35546630139054636,-0.024026047140351725
17,C4,Muribaculaceae,0.28991211015630886,-0.12712665981749177,C4→Muribaculaceae,antagonism,other,m2,0.33144025425019463,-0.04152814409388578
8,C4,Paenibacillaceae,0.03937592161081978,-0.09167627235241378,C4→Paenibacillaceae,antagonism,C-focal,m2,0.12768744376794045,-0.08831152215712067
9,C4,Paenibacillaceae,-0.20065028071490135,-0.07986133635401066,C4→Paenibacillaceae,competition,C-focal,m2,0.03937592161081978,-0.24002620232572114
12,C5,C1,-0.29146197123906803,-0.05166497752755351,C5→C1,competition,C-C,m2,-0.39782938717742095,0.10636741593835292
3,C5,C2,-0.3216337151421123,-0.28782919428746817,C5→C2,competition,C-C,m2,-0.7120586293124388,0.3904249141703265
2,C5,C4,-1.303396941123868,-0.5235312409496259,C5→C4,competition,C-C,m2,-0.5031313284824911,-0.8002656126413769
3,C5,C4,-0.7045049945057483,-0.38304699875918913,C5→C4,competition,C-C,m2,-1.303396941123868,0.5988919466181196
12,C5,Muribaculaceae,0.24425464356628115,-0.04529373544612943,C5→Muribaculaceae,antagonism,other,m2,0.3703104292494854,-0.12605578568320422
16,C5,Muribaculaceae,0.1745856626612695,0.02429017768496627,C5→Muribaculaceae,mutualism,other,m2,0.19310003375388937,-0.018514371092619886
17,C5,Muribaculaceae,0.145038819936875,0.02678566875633851,C5→Muribaculaceae,mutualism,other,m2,0.1745856626612695,-0.02954684272439448
9,C5,Paenibacillaceae,-0.2959982303231914,0.1762235066672651,C5→Paenibacillaceae,antagonism,C-focal,m2,-0.04045887639085683,-0.25553935393233457
11,C5,Paenibacillaceae,-0.419539363968059,0.1561145905902596,C5→Paenibacillaceae,antagonism,C-focal,m2,-0.24005034415225435,-0.17948901981580467
12,C5,Paenibacillaceae,-0.2204480935980328,0.1508058071492374,C5→Paenibacillaceae,antagonism,C-focal,m2,-0.419539363968059,0.19909127037002622
15,C5,Paenibacillaceae,-0.21775327682642795,0.10324530008401954,C5→Paenibacillaceae,antagonism,C-focal,m2,-0.1974228123293479,-0.020330464497080036
10,Muribaculaceae,C1,0.23095863382617096,0.07483130924534102,Muribaculaceae→C1,mutualism,other,m2,0.058290666632636,0.17266796719353497
11,Muribaculaceae,C1,0.07641744869389736,0.07480195940579852,Muribaculaceae→C1,mutualism,other,m2,0.23095863382617096,-0.1545411851322736
6,Muribaculaceae,C2,-0.2405654141644727,0.28429498063240294,Muribaculaceae→C2,antagonism,other,m2,-0.01352938290251844,-0.22703603126195426
6,Muribaculaceae,C3,-0.17582704972783952,0.16484785445644098,Muribaculaceae→C3,antagonism,other,m2,0.03567700161825923,-0.21150405134609876
10,Muribaculaceae,C3,-0.14763823740866938,0.4238353713728517,Muribaculaceae→C3,antagonism,other,m2,-0.05271427162493156,-0.09492396578373782
10,Muribaculaceae,C4,-0.23178510322057364,0.4896413276698115,Muribaculaceae→C4,antagonism,other,m2,-0.08734281418351203,-0.1444422890370616
6,Muribaculaceae,C5,-0.15099497903243728,0.2177399506678054,Muribaculaceae→C5,antagonism,other,m2,0.01868461137088596,-0.16967959040332323
6,Muribaculaceae,Muribaculaceae,0.23685754821993513,0.23685754821993513,Muribaculaceae→Muribaculaceae,mutualism,species-species,m2,-5.293647388453933e-4,0.23738691295878053
7,Muribaculaceae,Muribaculaceae,0.0859603775795347,0.0859603775795347,Muribaculaceae→Muribaculaceae,mutualism,species-species,m2,0.23685754821993513,-0.15089717064040042
8,Muribaculaceae,Muribaculaceae,-0.00128140400004184,-0.00128140400004184,Muribaculaceae→Muribaculaceae,competition,species-species,m2,0.0859603775795347,-0.08724178157957654
10,Muribaculaceae,Muribaculaceae,-0.1756699356620637,-0.1756699356620637,Muribaculaceae→Muribaculaceae,competition,species-species,m2,-0.05737666545574598,-0.11829327020631772
16,Muribaculaceae,Muribaculaceae,-0.15071227078982952,-0.15071227078982952,Muribaculaceae→Muribaculaceae,competition,species-species,m2,-0.17183548862405543,0.02112321783422591
10,Muribaculaceae,Paenibacillaceae,0.6233175498544955,-0.4968262047169067,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2,0.2051630985282263,0.41815445132626916
11,Muribaculaceae,Paenibacillaceae,0.2727049819792824,-0.44465807741772634,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2,0.6233175498544955,-0.3506125678752131
14,Muribaculaceae,Paenibacillaceae,0.40736250887266173,-0.3057910104357482,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2,0.34008126312807946,0.06728124574458227
15,Muribaculaceae,Paenibacillaceae,0.4558615233879437,-0.28541458622118654,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2,0.40736250887266173,0.04849901451528199
7,Paenibacillaceae,C1,0.1888334472635897,-0.04072880365594504,Paenibacillaceae→C1,antagonism,C-focal,m2,0.03882758130480818,0.15000586595878151
8,Paenibacillaceae,C1,0.44798280263467977,-0.07630155887865742,Paenibacillaceae→C1,antagonism,C-focal,m2,0.1888334472635897,0.2591493553710901
14,Paenibacillaceae,C1,0.1869427649573623,-0.2503474824254731,Paenibacillaceae→C1,antagonism,C-focal,m2,0.21237051873437487,-0.025427753777012563
15,Paenibacillaceae,C1,0.16573350792435437,-0.2501614544846258,Paenibacillaceae→C1,antagonism,C-focal,m2,0.1869427649573623,-0.02120925703300794
16,Paenibacillaceae,C1,0.1472876620767657,-0.2460509984016551,Paenibacillaceae→C1,antagonism,C-focal,m2,0.16573350792435437,-0.018445845847588682
17,Paenibacillaceae,C1,0.1163937057186363,-0.22597155892881893,Paenibacillaceae→C1,antagonism,C-focal,m2,0.1472876620767657,-0.030893956358129387
8,Paenibacillaceae,C3,0.24432466977458017,-0.05915755532339242,Paenibacillaceae→C3,antagonism,C-focal,m2,0.1022178733047881,0.14210679646979207
7,Paenibacillaceae,Muribaculaceae,-0.2724438851970184,0.06249880231357643,Paenibacillaceae→Muribaculaceae,antagonism,species-species,m2,0.00327887856081773,-0.2757227637578361
8,Paenibacillaceae,Muribaculaceae,-0.6413026533747164,0.12071681960325772,Paenibacillaceae→Muribaculaceae,antagonism,species-species,m2,-0.2724438851970184,-0.36885876817769797
8,Paenibacillaceae,Paenibacillaceae,0.3096760622959464,0.3096760622959464,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m2,-0.00545108328505656,0.31512714558100297
10,Paenibacillaceae,Paenibacillaceae,0.18450838576495385,0.18450838576495385,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m2,0.273638851352799,-0.08913046558784513
12,Paenibacillaceae,Paenibacillaceae,0.08242935198636858,0.08242935198636858,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m2,0.13180727468395537,-0.049377922697586785
13,Paenibacillaceae,Paenibacillaceae,0.0444958138438296,0.0444958138438296,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m2,0.08242935198636858,-0.03793353814253898
14,Paenibacillaceae,Paenibacillaceae,0.01601647575125968,0.01601647575125968,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m2,0.0444958138438296,-0.028479338092569917
15,Paenibacillaceae,Paenibacillaceae,-0.00628352768153919,-0.00628352768153919,Paenibacillaceae→Paenibacillaceae,competition,species-species,m2,0.01601647575125968,-0.022300003432798872
16,Paenibacillaceae,Paenibacillaceae,-0.0244785641178527,-0.0244785641178527,Paenibacillaceae→Paenibacillaceae,competition,species-species,m2,-0.00628352768153919,-0.01819503643631351
17,Paenibacillaceae,Paenibacillaceae,-0.05057521042189607,-0.05057521042189607,Paenibacillaceae→Paenibacillaceae,competition,species-species,m2,-0.0244785641178527,-0.026096646304043368
