window,rank,R,I,C
1,1,-1.5755584111740242,0,1.5755584111740242
1,2,-8.615571259814216e-17,0,8.615571259814216e-17
1,3,6.177923230076235e-17,0,6.177923230076235e-17
1,4,1.5238610465886706e-17,3.124744371743403e-17,3.476518355776709e-17
1,5,1.5238610465886706e-17,-3.124744371743403e-17,3.476518355776709e-17
1,6,-3.0766573062300936e-19,0,3.0766573062300936e-19
1,7,2.283442039288739e-20,0,2.283442039288739e-20
1,8,-5.3758346609278e-28,0,5.3758346609278e-28
2,1,-2.7057698783161515,0,2.7057698783161515
2,2,-0.011747908858877606,0,0.011747908858877606
2,3,-2.733227746017848e-16,0,2.733227746017848e-16
2,4,9.362384664030487e-18,2.4079504895817234e-17,2.5835572426887687e-17
2,5,9.362384664030487e-18,-2.4079504895817234e-17,2.5835572426887687e-17
2,6,2.3498311046799475e-17,0,2.3498311046799475e-17
2,7,1.888404894221023e-18,0,1.888404894221023e-18
2,8,-4.485965745820617e-23,0,4.485965745820617e-23
3,1,-1.8439332639318242,0,1.8439332639318242
3,2,0.026853567812523182,0.09594142939108138,0.09962867046119624
3,3,0.026853567812523182,-0.09594142939108138,0.09962867046119624
3,4,-1.0221259582397075e-16,0,1.0221259582397075e-16
3,5,4.928397090944284e-17,0,4.928397090944284e-17
3,6,1.249662613680123e-17,0,1.249662613680123e-17
3,7,-2.2775686179130537e-18,0,2.2775686179130537e-18
3,8,-7.100736122662692e-23,0,7.100736122662692e-23
4,1,-1.5367877808386794,0,1.5367877808386794
4,2,0.09931090246924759,0.31343983392840274,0.3287965706060833
4,3,0.09931090246924759,-0.31343983392840274,0.3287965706060833
4,4,-0.004815989883793785,0,0.004815989883793785
4,5,5.149303766942528e-17,0,5.149303766942528e-17
4,6,6.1807725677911076e-18,3.599625137173018e-18,7.152569514721752e-18
4,7,6.1807725677911076e-18,-3.599625137173018e-18,7.152569514721752e-18
4,8,-3.8214510413193855e-24,0,3.8214510413193855e-24
5,1,-1.667916826899722,0,1.667916826899722
5,2,-0.054920218943083944,0.2742166874555585,0.2796623359121777
5,3,-0.054920218943083944,-0.2742166874555585,0.2796623359121777
5,4,-0.02112608122093839,0,0.02112608122093839
5,5,-0.004535010605419925,0,0.004535010605419925
5,6,5.033474501408523e-17,0,5.033474501408523e-17
5,7,-1.0925625561513591e-17,0,1.0925625561513591e-17
5,8,1.159436807080461e-21,0,1.159436807080461e-21
6,1,-1.6414962814385048,0,1.6414962814385048
6,2,-0.044389020726692076,0.1920817146926088,0.19714403435135303
6,3,-0.044389020726692076,-0.1920817146926088,0.19714403435135303
