window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse
1,C4,C4,-0.5980115142669993,-0.5980115142669993,C4→C4,competition,C-C,m2
2,C4,C4,-1.1055320442701626,-1.1055320442701626,C4→C4,competition,C-C,m2
2,C5,C4,-1.303396941123868,-0.5235312409496259,C5→C4,competition,C-C,m2
3,C4,C2,-0.6182431556119925,-0.402079593927272,C4→C2,competition,C-C,m2
3,C3,C4,-0.6399198772647087,-0.40393957743040065,C3→C4,competition,C-C,m2
3,C4,C4,-0.901397632413804,-0.901397632413804,C4→C4,competition,C-C,m2
3,C5,C4,-0.7045049945057483,-0.38304699875918913,C5→C4,competition,C-C,m2
4,C1,C2,0.26833533401126464,-0.20890917827644323,C1→C2,antagonism,C-C,m2
4,C4,C2,-0.7685647212065566,-0.3496719418376437,C4→C2,competition,C-C,m2
4,C4,C3,-0.432459060467515,-0.37951666188821465,C4→C3,competition,C-C,m2
4,C3,C4,-0.37951666188821465,-0.432459060467515,C3→C4,competition,C-C,m2
4,C4,C4,-0.7510635026785041,-0.7510635026785041,C4→C4,competition,C-C,m2
4,C5,C4,-0.5312085196024362,-0.48848131399894695,C5→C4,competition,C-C,m2
4,C4,C5,-0.48848131399894695,-0.5312085196024362,C4→C5,competition,C-C,m2
4,C4,Muribaculaceae,0.24538327872002688,-0.07801439679626546,C4→Muribaculaceae,antagonism,other,m2
5,C4,C2,-0.7387855907068768,-0.30928971825295976,C4→C2,competition,C-C,m2
6,C4,C2,-0.7492955662756776,-0.27323050357012235,C4→C2,competition,C-C,m2
7,C4,C2,-0.6810237946382083,-0.2212095280466831,C4→C2,competition,C-C,m2
7,C2,Muribaculaceae,0.40441269833790794,-0.1653846888740454,C2→Muribaculaceae,antagonism,other,m2
7,C4,Muribaculaceae,0.4308958902156013,-0.06850615302870966,C4→Muribaculaceae,antagonism,other,m2
8,Paenibacillaceae,C1,0.44798280263467977,-0.07630155887865742,Paenibacillaceae→C1,antagonism,C-focal,m2
8,C4,C2,-0.6151922984023149,-0.1741709441223806,C4→C2,competition,C-C,m2
8,C2,Muribaculaceae,0.47987244907491544,-0.12616623714577388,C2→Muribaculaceae,antagonism,other,m2
8,C4,Muribaculaceae,0.46092535489551745,-0.07145156533356706,C4→Muribaculaceae,antagonism,other,m2
8,Paenibacillaceae,Muribaculaceae,-0.6413026533747164,0.12071681960325772,Paenibacillaceae→Muribaculaceae,antagonism,species-species,m2
9,C2,Muribaculaceae,0.528328512583458,-0.109783173247417,C2→Muribaculaceae,antagonism,other,m2
9,C4,Muribaculaceae,0.5456997164161941,-0.08734281418351203,C4→Muribaculaceae,antagonism,other,m2
10,C2,Muribaculaceae,0.4954334628852006,-0.12738974107625814,C2→Muribaculaceae,antagonism,other,m2
10,C4,Muribaculaceae,0.4896413276698115,-0.23178510322057364,C4→Muribaculaceae,antagonism,other,m2
10,Muribaculaceae,Paenibacillaceae,0.6233175498544955,-0.4968262047169067,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2
11,C2,Muribaculaceae,0.4472820546920031,-0.11040366887137831,C2→Muribaculaceae,antagonism,other,m2
11,C4,Muribaculaceae,0.4411452134430706,-0.1370051652712838,C4→Muribaculaceae,antagonism,other,m2
12,C2,Muribaculaceae,0.4303436864859555,-0.09638044540385168,C2→Muribaculaceae,antagonism,other,m2
12,C4,Muribaculaceae,0.4337504133149293,-0.13279027920044786,C4→Muribaculaceae,antagonism,other,m2
13,C2,Muribaculaceae,0.41242013920127985,-0.08020438674524864,C2→Muribaculaceae,antagonism,other,m2
13,C4,Muribaculaceae,0.4096584114651089,-0.13826328289926218,C4→Muribaculaceae,antagonism,other,m2
13,Muribaculaceae,Paenibacillaceae,0.34008126312807946,-0.3382688734747272,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2
14,C2,Muribaculaceae,0.38989087170527315,-0.06195228590987715,C2→Muribaculaceae,antagonism,other,m2
14,C4,Muribaculaceae,0.3810996957079627,-0.1463570937642213,C4→Muribaculaceae,antagonism,other,m2
14,Muribaculaceae,Paenibacillaceae,0.40736250887266173,-0.3057910104357482,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2
15,C2,Muribaculaceae,0.3635664497629242,-0.04642287278798642,C2→Muribaculaceae,antagonism,other,m2
15,C4,Muribaculaceae,0.35546630139054636,-0.1467802973595436,C4→Muribaculaceae,antagonism,other,m2
15,Muribaculaceae,Paenibacillaceae,0.4558615233879437,-0.28541458622118654,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2
16,C2,Muribaculaceae,0.3353846799755659,-0.03763059979270031,C2→Muribaculaceae,antagonism,other,m2
16,C4,Muribaculaceae,0.33144025425019463,-0.1404521137967095,C4→Muribaculaceae,antagonism,other,m2
16,Muribaculaceae,Paenibacillaceae,0.4645809762482824,-0.2729510427487475,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2
17,Muribaculaceae,Paenibacillaceae,0.4536742544481471,-0.25835560539530045,Muribaculaceae→Paenibacillaceae,antagonism,species-species,m2
