window,kpca1,kpca2
1,-0.966950418391754,-0.10084066912938398
2,1.8787830490032043,1.0558311533932587
3,0.9151924596586357,-1.6325595301708828
4,-0.9464822109688649,-0.14481750895487708
5,-0.8805428793012215,0.8223865548618852
