window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse
1,C1,C1,-0.00733750257149657,-0.00733750257149657,C1→C1,competition,C-C,m7
1,C3,C1,-0.01757221046403406,9.834209304222072e-4,C3→C1,antagonism,C-C,m7
1,C4,C1,0.01542047455328172,0.0061984653663117,C4→C1,mutualism,C-C,m7
1,C5,C1,0.03283635300994949,0.00179740619392304,C5→C1,mutualism,C-C,m7
1,Lactobacillaceae,C1,0.02143326955670776,0.02701727368457317,Lactobacillaceae→C1,mutualism,other,m7
1,Paenibacillaceae,C1,-0.0058888562026132,-0.00645400643142012,Paenibacillaceae→C1,competition,C-focal,m7
1,Lactobacillaceae,C3,-0.01096513758259448,0.06481529044188476,Lactobacillaceae→C3,antagonism,other,m7
1,C1,C4,0.0061984653663117,0.01542047455328172,C1→C4,mutualism,C-C,m7
1,C3,C4,0.01473581783845608,-0.00245805700358672,C3→C4,antagonism,C-C,m7
1,C4,C4,-0.01285062486369185,-0.01285062486369185,C4→C4,competition,C-C,m7
1,C5,C4,-0.02734002492543868,-0.00315566941487694,C5→C4,competition,C-C,m7
1,Lactobacillaceae,C4,-0.01446514489809543,-0.05696266119776979,Lactobacillaceae→C4,competition,other,m7
1,C5,C5,-0.00663460021161763,-0.00663460021161763,C5→C5,competition,C-C,m7
1,Lactobacillaceae,C5,0.00760814818520627,-0.12132134445675516,Lactobacillaceae→C5,antagonism,other,m7
1,C5,C6,-0.00708658350058316,9.033753215939088e-4,C5→C6,antagonism,C-C,m7
1,Lactobacillaceae,C6,-0.00689584867807087,0.01479566217810068,Lactobacillaceae→C6,antagonism,other,m7
1,C1,Lactobacillaceae,0.02701727368457317,0.02143326955670776,C1→Lactobacillaceae,mutualism,other,m7
1,C2,Lactobacillaceae,-0.01386096901933701,4.0594716333515615e-4,C2→Lactobacillaceae,antagonism,other,m7
1,C3,Lactobacillaceae,0.06481529044188476,-0.01096513758259448,C3→Lactobacillaceae,antagonism,other,m7
1,C4,Lactobacillaceae,-0.05696266119776979,-0.01446514489809543,C4→Lactobacillaceae,competition,other,m7
1,C5,Lactobacillaceae,-0.12132134445675516,0.00760814818520627,C5→Lactobacillaceae,antagonism,other,m7
1,C6,Lactobacillaceae,0.01479566217810068,-0.00689584867807087,C6→Lactobacillaceae,antagonism,other,m7
1,Lactobacillaceae,Lactobacillaceae,-0.09093902652117856,-0.09093902652117856,Lactobacillaceae→Lactobacillaceae,competition,species-species,m7
1,Paenibacillaceae,Lactobacillaceae,0.0246711472609477,0.02172391888563877,Paenibacillaceae→Lactobacillaceae,mutualism,species-species,m7
1,C1,Paenibacillaceae,-0.00645400643142012,-0.0058888562026132,C1→Paenibacillaceae,competition,C-focal,m7
1,C3,Paenibacillaceae,-0.01548336468920425,0.00297125362967899,C3→Paenibacillaceae,antagonism,C-focal,m7
1,C4,Paenibacillaceae,0.01360749370989021,0.00399299223892968,C4→Paenibacillaceae,mutualism,C-focal,m7
1,C5,Paenibacillaceae,0.02898178204559296,-0.00202449835304191,C5→Paenibacillaceae,antagonism,C-focal,m7
1,Lactobacillaceae,Paenibacillaceae,0.02172391888563877,0.0246711472609477,Lactobacillaceae→Paenibacillaceae,mutualism,species-species,m7
1,Paenibacillaceae,Paenibacillaceae,-0.00589355332265031,-0.00589355332265031,Paenibacillaceae→Paenibacillaceae,competition,species-species,m7
2,C3,C1,-0.04904617680223578,0.05737386184790098,C3→C1,antagonism,C-C,m7
2,C5,C1,0.0683924846582595,-0.1070711655776735,C5→C1,antagonism,C-C,m7
2,Lactobacillaceae,C1,0.05144196573711205,0.07804183946514241,Lactobacillaceae→C1,mutualism,other,m7
2,C1,C3,0.05737386184790098,-0.04904617680223578,C1→C3,antagonism,C-C,m7
2,C3,C3,0.07801231914780853,0.07801231914780853,C3→C3,mutualism,C-C,m7
2,Lactobacillaceae,C3,-0.07597301843161235,0.14385426560757947,Lactobacillaceae→C3,antagonism,other,m7
2,Paenibacillaceae,C3,0.04550147823840271,0.00901922134456674,Paenibacillaceae→C3,mutualism,C-focal,m7
2,C1,C5,-0.1070711655776735,0.0683924846582595,C1→C5,antagonism,C-C,m7
2,C3,C5,-0.14505261158648733,-0.03607227251945373,C3→C5,competition,C-C,m7
2,C4,C5,0.04267170096331542,-0.0233018153246656,C4→C5,antagonism,C-C,m7
2,C5,C5,0.06582108802662144,0.06582108802662144,C5→C5,mutualism,C-C,m7
2,Lactobacillaceae,C5,0.133260309478221,-0.1888425776570653,Lactobacillaceae→C5,antagonism,other,m7
2,Paenibacillaceae,C5,-0.08672820513306732,0.0370557293850399,Paenibacillaceae→C5,antagonism,C-focal,m7
