window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse,lag_strength,delta_strength
4,C10,C1,0.45599253133766793,-0.14267222694955903,C10→C1,antagonism,C-C,m3,-0.03489142567304412,0.490883957010712
6,C10,C1,0.22282902746113123,-0.12712984697785612,C10→C1,antagonism,C-C,m3,0.29864769970168487,-0.07581867224055364
7,C10,C1,0.14545356320752614,-0.13493879919151372,C10→C1,antagonism,C-C,m3,0.22282902746113123,-0.07737546425360509
10,C10,C1,-0.02094667960888067,-0.10680957039285208,C10→C1,competition,C-C,m3,0.08590784750869739,-0.10685452711757806
12,C10,C1,-0.00638413710961374,-0.05041018534626366,C10→C1,competition,C-C,m3,-0.07098201784159058,0.06459788073197684
2,C10,C10,0.03361081281866187,0.03361081281866187,C10→C10,mutualism,C-C,m3,-0.00929920656142614,0.04291001938008801
12,C10,C10,-0.0493067061761104,-0.0493067061761104,C10→C10,competition,C-C,m3,0.01768536090916379,-0.06699206708527419
2,C10,C11,-0.04269056051681522,0.00770133324862699,C10→C11,antagonism,C-C,m3,-0.00744988000158879,-0.03524068051522643
12,C10,C11,0.07197746885259432,-0.07624988271034835,C10→C11,antagonism,C-C,m3,0.10801700000025868,-0.036039531147664366
2,C10,C12,-0.05767236411816842,0.02712100648982601,C10→C12,antagonism,C-C,m3,-0.0165147712386045,-0.04115759287956393
4,C10,C12,-0.3853044451949141,0.15732389528996996,C10→C12,antagonism,C-C,m3,-0.02161274070338873,-0.3636917044915253
2,C10,C13,-0.12231496841906211,-0.00797574611038683,C10→C13,competition,C-C,m3,-0.00987508782116274,-0.11243988059789937
4,C10,C13,0.21964745724595547,0.03414848736069012,C10→C13,mutualism,C-C,m3,-0.1388938221664716,0.3585412794124271
4,C10,C2,0.630243236966434,-0.20623477279366015,C10→C2,antagonism,C-C,m3,-0.0575976756678053,0.6878409126342393
6,C10,C2,0.35881496022054676,-0.2799073634122816,C10→C2,antagonism,C-C,m3,0.4484755770751826,-0.08966061685463583
7,C10,C2,0.2866847007960364,-0.2659547413745072,C10→C2,antagonism,C-C,m3,0.35881496022054676,-0.07213025942451035
