window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse
1,C3,C3,-0.02027327830499913,-0.02027327830499913,C3→C3,competition,C-C,m3
1,C4,C3,-0.02104046872295331,-0.01872221097424813,C4→C3,competition,C-C,m3
1,C7,C3,-0.01405638560517628,-0.01470014625931139,C7→C3,competition,C-C,m3
1,C8,C3,0.02084900877261034,0.01933104516216605,C8→C3,mutualism,C-C,m3
1,C9,C3,0.01217293208287352,0.01124747733561475,C9→C3,mutualism,C-C,m3
1,C10,C3,-0.01495902176858957,-0.01260278951069682,C10→C3,competition,C-C,m3
1,C12,C3,-0.02252670877349794,-0.02238171443580912,C12→C3,competition,C-C,m3
1,Paenibacillaceae,C3,0.03262077565581151,0.03295393745827155,Paenibacillaceae→C3,mutualism,C-focal,m3
1,C3,C4,-0.01872221097424813,-0.02104046872295331,C3→C4,competition,C-C,m3
1,C4,C4,-0.01943070521214443,-0.01943070521214443,C4→C4,competition,C-C,m3
1,C8,C4,0.01925389347358331,0.02006257917429452,C8→C4,mutualism,C-C,m3
1,C9,C4,0.01124160578284734,0.01167310937737055,C9→C4,mutualism,C-C,m3
1,C10,C4,-0.01381453740763988,-0.01307970987881094,C10→C4,competition,C-C,m3
1,C12,C4,-0.02080323605624635,-0.02322869323194716,C12→C4,competition,C-C,m3
1,Paenibacillaceae,C4,0.03012502639107566,0.03420099502200129,Paenibacillaceae→C4,mutualism,C-focal,m3
1,Paenibacillaceae,C5,-0.01337767089188133,-0.01466111775012687,Paenibacillaceae→C5,competition,C-focal,m3
1,C3,C7,-0.01470014625931139,-0.01405638560517628,C3→C7,competition,C-C,m3
1,C4,C7,-0.0152564357346987,-0.01298096010306341,C4→C7,competition,C-C,m3
1,C8,C7,0.01511760819874225,0.01340309252714592,C8→C7,mutualism,C-C,m3
1,C12,C7,-0.01633410782062202,-0.01551826023801467,C12→C7,competition,C-C,m3
1,Paenibacillaceae,C7,0.02365331181362847,0.02284846314215028,Paenibacillaceae→C7,mutualism,C-focal,m3
1,C3,C8,0.01933104516216605,0.02084900877261034,C3→C8,mutualism,C-C,m3
1,C4,C8,0.02006257917429452,0.01925389347358331,C4→C8,mutualism,C-C,m3
1,C7,C8,0.01340309252714592,0.01511760819874225,C7→C8,mutualism,C-C,m3
1,C8,C8,-0.01988001763238971,-0.01988001763238971,C8→C8,competition,C-C,m3
1,C10,C8,0.01426377722635631,0.01296068968791729,C10→C8,mutualism,C-C,m3
1,C12,C8,0.02147974383344162,0.0230173213033423,C12→C8,mutualism,C-C,m3
1,Paenibacillaceae,C8,-0.03110467275891353,-0.03388977948327856,Paenibacillaceae→C8,competition,C-focal,m3
1,C3,C9,0.01124747733561475,0.01217293208287352,C3→C9,mutualism,C-C,m3
1,C4,C9,0.01167310937737055,0.01124160578284734,C4→C9,mutualism,C-C,m3
1,C12,C9,0.01249766527959292,0.01343892613846234,C12→C9,mutualism,C-C,m3
1,Paenibacillaceae,C9,-0.01809778514057296,-0.01978693512256889,Paenibacillaceae→C9,competition,C-focal,m3
1,C8,C10,0.01296068968791729,0.01426377722635631,C8→C10,mutualism,C-C,m3
1,C12,C10,-0.01400362411890513,-0.0165147712386045,C12→C10,competition,C-C,m3
1,Paenibacillaceae,C10,0.02027855401977491,0.0243156859183187,Paenibacillaceae→C10,mutualism,C-focal,m3
1,Paenibacillaceae,C11,0.01624577248124817,0.0155851232492435,Paenibacillaceae→C11,mutualism,C-focal,m3
1,C3,C12,-0.02238171443580912,-0.02252670877349794,C3→C12,competition,C-C,m3
1,C4,C12,-0.02322869323194716,-0.02080323605624635,C4→C12,competition,C-C,m3
1,C7,C12,-0.01551826023801467,-0.01633410782062202,C7→C12,competition,C-C,m3
1,C8,C12,0.0230173213033423,0.02147974383344162,C8→C12,mutualism,C-C,m3
1,C9,C12,0.01343892613846234,0.01249766527959292,C9→C12,mutualism,C-C,m3
1,C10,C12,-0.0165147712386045,-0.01400362411890513,C10→C12,competition,C-C,m3
1,C12,C12,-0.02486950336111851,-0.02486950336111851,C12→C12,competition,C-C,m3
1,Paenibacillaceae,C12,0.03601336076084605,0.03661685795925248,Paenibacillaceae→C12,mutualism,C-focal,m3
1,C3,C13,-0.013383255053824,-0.01044694975006751,C3→C13,competition,C-C,m3
1,C4,C13,-0.01388971014627931,-0.00964767485137826,C4→C13,competition,C-C,m3
1,C8,C13,0.01376331927305775,0.00996141099565707,C8→C13,mutualism,C-C,m3
1,C12,C13,-0.01487084054701683,-0.01153344035007901,C12→C13,competition,C-C,m3
1,Paenibacillaceae,C13,0.021534364303954,0.01698137437439204,Paenibacillaceae→C13,mutualism,C-focal,m3
1,C3,Paenibacillaceae,0.03295393745827155,0.03262077565581151,C3→Paenibacillaceae,mutualism,C-focal,m3
1,C4,Paenibacillaceae,0.03420099502200129,0.03012502639107566,C4→Paenibacillaceae,mutualism,C-focal,m3
1,C5,Paenibacillaceae,-0.01466111775012687,-0.01337767089188133,C5→Paenibacillaceae,competition,C-focal,m3
1,C7,Paenibacillaceae,0.02284846314215028,0.02365331181362847,C7→Paenibacillaceae,mutualism,C-focal,m3
1,C8,Paenibacillaceae,-0.03388977948327856,-0.03110467275891353,C8→Paenibacillaceae,competition,C-focal,m3
1,C9,Paenibacillaceae,-0.01978693512256889,-0.01809778514057296,C9→Paenibacillaceae,competition,C-focal,m3
1,C10,Paenibacillaceae,0.0243156859183187,0.02027855401977491,C10→Paenibacillaceae,mutualism,C-focal,m3
1,C11,Paenibacillaceae,0.0155851232492435,0.01624577248124817,C11→Paenibacillaceae,mutualism,C-focal,m3
1,C12,Paenibacillaceae,0.03661685795925248,0.03601336076084605,C12→Paenibacillaceae,mutualism,C-focal,m3
1,C13,Paenibacillaceae,0.01698137437439204,0.021534364303954,C13→Paenibacillaceae,mutualism,C-focal,m3
1,Paenibacillaceae,Paenibacillaceae,-0.05302462604367456,-0.05302462604367456,Paenibacillaceae→Paenibacillaceae,competition,species-species,m3
2,C4,C1,-0.01905127958307103,-0.00236252323767869,C4→C1,competition,C-C,m3
2,C4,C2,-0.02179653638761797,-0.00675412825080551,C4→C2,competition,C-C,m3
2,C10,C2,-0.0191486084682052,-0.00859457816994822,C10→C2,competition,C-C,m3
2,C3,C3,-0.03613571749217078,-0.03613571749217078,C3→C3,competition,C-C,m3
2,C4,C3,-0.06634640995967156,0.01093890784403906,C4→C3,antagonism,C-C,m3
2,C5,C3,0.02485986303766044,0.00133413898319968,C5→C3,mutualism,C-C,m3
2,C8,C3,0.05608785180025623,0.00544269677634101,C8→C3,mutualism,C-C,m3
2,C9,C3,0.03312530595480461,0.00235919746089839,C9→C3,mutualism,C-C,m3
2,C10,C3,-0.05605520328287827,0.02257217841489248,C10→C3,antagonism,C-C,m3
2,C12,C3,-0.04197900175503346,-0.03712251393991095,C12→C3,competition,C-C,m3
2,Paenibacillaceae,C3,0.05394328394404215,0.06510599491910189,Paenibacillaceae→C3,mutualism,C-focal,m3
2,C3,C7,-0.03850649614097514,-0.01699019731692803,C3→C7,competition,C-C,m3
2,C4,C7,-0.06920438499881224,0.00369133532233459,C4→C7,antagonism,C-C,m3
2,C5,C7,0.02611389362136947,0.0010691411073864,C5→C7,mutualism,C-C,m3
2,C8,C7,0.05938267056420514,0.00350971195232942,C8→C7,mutualism,C-C,m3
2,C9,C7,0.03341209749314323,0.00168884043127672,C9→C7,mutualism,C-C,m3
2,C10,C7,-0.0593492365139477,0.00913725321601195,C10→C7,antagonism,C-C,m3
2,C12,C7,-0.04497871657751556,-0.01754497458334458,C12→C7,competition,C-C,m3
2,Paenibacillaceae,C7,0.05686316847115731,0.03040271223762148,Paenibacillaceae→C7,mutualism,C-focal,m3
2,C3,C10,0.02257217841489248,-0.05605520328287827,C3→C10,antagonism,C-C,m3
2,C4,C10,0.0359719601507595,0.01558743652190602,C4→C10,mutualism,C-C,m3
2,C8,C10,-0.03362624193406663,0.00934748516944066,C8→C10,antagonism,C-C,m3
2,C10,C10,0.03361081281866187,0.03361081281866187,C10→C10,mutualism,C-C,m3
2,C12,C10,0.02712100648982601,-0.05767236411816842,C12→C10,antagonism,C-C,m3
2,Paenibacillaceae,C10,-0.03142931535414273,0.10079655239331882,Paenibacillaceae→C10,antagonism,C-focal,m3
2,C3,C11,-0.02771560375518338,-0.01075916657456317,C3→C11,competition,C-C,m3
2,C4,C11,-0.04970600795833675,0.00422180099581497,C4→C11,antagonism,C-C,m3
2,C8,C11,0.04271453001899161,9.887786979318855e-4,C8→C11,mutualism,C-C,m3
2,C9,C11,0.0239165280311504,3.172784725294514e-4,C9→C11,mutualism,C-C,m3
2,C10,C11,-0.04269056051681522,0.00770133324862699,C10→C11,antagonism,C-C,m3
2,C12,C11,-0.03239130069229386,-0.01099263468345198,C12→C11,competition,C-C,m3
2,Paenibacillaceae,C11,0.04088465408212885,0.01952352722966367,Paenibacillaceae→C11,mutualism,C-focal,m3
2,C3,C12,-0.03712251393991095,-0.04197900175503346,C3→C12,competition,C-C,m3
2,C4,C12,-0.0684948884791015,0.013592105454833,C4→C12,antagonism,C-C,m3
2,C5,C12,0.02562364187243344,0.00128074197118072,C5→C12,mutualism,C-C,m3
2,C8,C12,0.05770620971880468,0.00574375174076637,C8→C12,mutualism,C-C,m3
2,C9,C12,0.03445478641335564,0.00238766014541129,C9→C12,mutualism,C-C,m3
2,C10,C12,-0.05767236411816842,0.02712100648982601,C10→C12,antagonism,C-C,m3
2,C12,C12,-0.04307005671093776,-0.04307005671093776,C12→C12,competition,C-C,m3
2,Paenibacillaceae,C12,0.0555558344899817,0.07576097384416114,Paenibacillaceae→C12,mutualism,C-focal,m3
2,C3,C13,-0.07997771698669455,0.01797913150788118,C3→C13,antagonism,C-C,m3
2,C4,C13,-0.14002351862694246,-0.0022401333433913,C4→C13,competition,C-C,m3
2,C5,C13,0.05330191778077827,-0.00163840949272152,C5→C13,antagonism,C-C,m3
2,C7,C13,-0.03576474799533479,0.01826940311287662,C7→C13,antagonism,C-C,m3
2,C8,C13,0.1223810410107412,-0.0048049125124422,C8→C13,antagonism,C-C,m3
2,C9,C13,0.0647103237370018,-0.00245223717599848,C9→C13,antagonism,C-C,m3
2,C10,C13,-0.12231496841906211,-0.00797574611038683,C10→C13,competition,C-C,m3
2,C11,C13,-0.0250348612188874,0.01308729416585869,C11→C13,antagonism,C-C,m3
2,C12,C13,-0.09403051862874418,0.0186704031949775,C12→C13,antagonism,C-C,m3
2,C13,C13,0.03573624455335444,0.03573624455335444,C13→C13,mutualism,C-C,m3
2,Paenibacillaceae,C13,0.1165661725844495,-0.03193290432921165,Paenibacillaceae→C13,antagonism,C-focal,m3
2,C3,Paenibacillaceae,0.06510599491910189,0.05394328394404215,C3→Paenibacillaceae,mutualism,C-focal,m3
2,C4,Paenibacillaceae,0.1187632034773208,-0.01409973219211569,C4→Paenibacillaceae,antagonism,C-focal,m3
2,C5,Paenibacillaceae,-0.04459511376275305,-0.00267021149040588,C5→Paenibacillaceae,competition,C-focal,m3
2,C7,Paenibacillaceae,0.03040271223762148,0.05686316847115731,C7→Paenibacillaceae,mutualism,C-focal,m3
2,C8,Paenibacillaceae,-0.10085467347301567,-0.00958490573480156,C8→Paenibacillaceae,competition,C-focal,m3
2,C9,Paenibacillaceae,-0.05870581383324436,-0.00441195843545874,C9→Paenibacillaceae,competition,C-focal,m3
2,C10,Paenibacillaceae,0.10079655239331882,-0.03142931535414273,C10→Paenibacillaceae,antagonism,C-focal,m3
2,C12,Paenibacillaceae,0.07576097384416114,0.0555558344899817,C12→Paenibacillaceae,mutualism,C-focal,m3
2,C13,Paenibacillaceae,-0.03193290432921165,0.1165661725844495,C13→Paenibacillaceae,antagonism,C-focal,m3
2,Paenibacillaceae,Paenibacillaceae,-0.09686956746799352,-0.09686956746799352,Paenibacillaceae→Paenibacillaceae,competition,species-species,m3
3,C2,C1,0.1276614745177321,0.13149065615382988,C2→C1,mutualism,C-C,m3
3,C9,C1,-0.10929644429766296,-0.05467678917936919,C9→C1,competition,C-C,m3
3,C12,C1,-0.07999389833801314,-0.05038416093133761,C12→C1,competition,C-C,m3
3,C1,C2,0.13149065615382988,0.1276614745177321,C1→C2,mutualism,C-C,m3
3,C2,C2,0.2357208722730375,0.2357208722730375,C2→C2,mutualism,C-C,m3
3,C4,C2,0.07942348232550075,-0.13631552921203452,C4→C2,antagonism,C-C,m3
3,C8,C2,0.07153203960997384,0.17222747609173225,C8→C2,mutualism,C-C,m3
3,C9,C2,-0.20692013676520649,-0.0954924864303262,C9→C2,competition,C-C,m3
3,C12,C2,-0.14236734069084886,-0.08308513270359659,C12→C2,competition,C-C,m3
3,C13,C2,-0.09310938811103604,0.23529011303983616,C13→C2,antagonism,C-C,m3
3,C2,C4,-0.13631552921203452,0.07942348232550075,C2→C4,antagonism,C-C,m3
3,C9,C4,0.1213071498367946,-0.03783202724194925,C9→C4,antagonism,C-C,m3
3,C12,C4,0.07662080945390416,-0.07981152392407849,C12→C4,antagonism,C-C,m3
3,C2,C7,0.1052546327283601,0.02317479246738941,C2→C7,mutualism,C-C,m3
3,C12,C7,-0.08499450313934552,-0.02124020121076901,C12→C7,competition,C-C,m3
3,C1,C8,0.09634702346533729,0.04261428776095115,C1→C8,mutualism,C-C,m3
3,C2,C8,0.17222747609173225,0.07153203960997384,C2→C8,mutualism,C-C,m3
3,C4,C8,0.07399370322150357,-0.04484609653978921,C4→C8,antagonism,C-C,m3
3,C9,C8,-0.16360927224764876,-0.02637265375810412,C9→C8,competition,C-C,m3
3,C12,C8,-0.08911345453146725,0.01601877107202226,C12→C8,antagonism,C-C,m3
3,C2,C9,-0.0954924864303262,-0.20692013676520649,C2→C9,competition,C-C,m3
3,C9,C9,0.08332208370433229,0.08332208370433229,C9→C9,mutualism,C-C,m3
3,C1,C10,-0.14561545947500448,-0.03489142567304412,C1→C10,competition,C-C,m3
3,C2,C10,-0.26564549582555075,-0.0575976756678053,C2→C10,competition,C-C,m3
3,C3,C10,0.08756820566977995,-0.03052616934219684,C3→C10,antagonism,C-C,m3
3,C8,C10,-0.08882693857417359,-0.03388558468454532,C8→C10,competition,C-C,m3
3,C9,C10,0.23102656984050185,0.0140483847380835,C9→C10,mutualism,C-C,m3
3,C10,C10,0.0834038230521274,0.0834038230521274,C10→C10,mutualism,C-C,m3
3,C12,C10,0.15912295648065655,-0.02161274070338873,C12→C10,antagonism,C-C,m3
3,C13,C10,0.09262843595344893,-0.1388938221664716,C13→C10,antagonism,C-C,m3
3,C2,C12,-0.08308513270359659,-0.14236734069084886,C2→C12,competition,C-C,m3
3,C4,C12,-0.07981152392407849,0.07662080945390416,C4→C12,antagonism,C-C,m3
3,C9,C12,0.10149494477190246,0.06048156701701687,C9→C12,mutualism,C-C,m3
3,C1,C13,0.1223584139858539,-0.04917097128339404,C1→C13,antagonism,C-C,m3
3,C2,C13,0.23529011303983616,-0.09310938811103604,C2→C13,antagonism,C-C,m3
3,C3,C13,-0.1162973171286892,0.02712617877413127,C3→C13,antagonism,C-C,m3
3,C8,C13,0.13813969917057903,-0.06756753867911967,C8→C13,antagonism,C-C,m3
3,C9,C13,-0.16502752566274498,0.0447144358251565,C9→C13,antagonism,C-C,m3
3,C10,C13,-0.1388938221664716,0.09262843595344893,C10→C13,antagonism,C-C,m3
3,C12,C13,-0.17953406535235925,0.04849222455224732,C12→C13,antagonism,C-C,m3
3,Paenibacillaceae,C13,0.08539627991544105,0.00135197000111151,Paenibacillaceae→C13,mutualism,C-focal,m3
3,C8,Paenibacillaceae,-0.08063488690102327,0.00388535526081607,C8→Paenibacillaceae,antagonism,C-focal,m3
3,C10,Paenibacillaceae,0.07857693760861875,-0.03582346940461493,C10→Paenibacillaceae,antagonism,C-focal,m3
3,C12,Paenibacillaceae,0.08116613902277439,0.02849270454840504,C12→Paenibacillaceae,mutualism,C-focal,m3
4,C3,C1,0.405945619042298,0.02970425167799648,C3→C1,mutualism,C-C,m3
4,C9,C1,0.3254984009594199,-0.10067895086392892,C9→C1,antagonism,C-C,m3
4,C10,C1,0.45599253133766793,-0.14267222694955903,C10→C1,antagonism,C-C,m3
4,C12,C1,-0.19783642979344288,-0.12792312947980988,C12→C1,competition,C-C,m3
4,Ruminococcaceae,C1,0.42755547500704366,0.07210434469568827,Ruminococcaceae→C1,mutualism,other,m3
4,C1,C2,0.26887820630791637,0.04275767378054334,C1→C2,mutualism,C-C,m3
4,C3,C2,0.5617956573112974,-0.0631879488164403,C3→C2,antagonism,C-C,m3
4,C9,C2,0.413144180830742,-0.06630860527199071,C9→C2,antagonism,C-C,m3
4,C10,C2,0.630243236966434,-0.20623477279366015,C10→C2,antagonism,C-C,m3
4,C12,C2,-0.3045301315574245,-0.02080407451811642,C12→C2,competition,C-C,m3
4,Ruminococcaceae,C2,0.6052661274551283,-0.04797437378643048,Ruminococcaceae→C2,antagonism,other,m3
4,C9,C3,0.23124717612351464,-0.17309624449746563,C9→C3,antagonism,C-C,m3
4,C3,C8,0.22740422555357376,0.0049774179134713,C3→C8,mutualism,C-C,m3
4,C10,C8,0.25943378268835365,-0.06911768813979545,C10→C8,antagonism,C-C,m3
4,Ruminococcaceae,C8,0.2563645188846504,-0.01931124020128963,Ruminococcaceae→C8,antagonism,other,m3
4,C3,C9,-0.17309624449746563,0.23124717612351464,C3→C9,antagonism,C-C,m3
4,C10,C9,-0.18972686414016565,0.09665758387080343,C10→C9,antagonism,C-C,m3
4,Ruminococcaceae,C9,-0.19466986522807017,0.27589404657748534,Ruminococcaceae→C9,antagonism,other,m3
4,C2,C10,-0.20623477279366015,0.630243236966434,C2→C10,antagonism,C-C,m3
4,C3,C12,-0.33453420699356995,-0.05920774945200902,C3→C12,competition,C-C,m3
4,C9,C12,-0.2363094789657011,0.11389028581007732,C9→C12,antagonism,C-C,m3
4,C10,C12,-0.3853044451949141,0.15732389528996996,C10→C12,antagonism,C-C,m3
4,Ruminococcaceae,C12,-0.32655000485496966,-0.0846077749947109,Ruminococcaceae→C12,competition,other,m3
4,C10,C13,0.21964745724595547,0.03414848736069012,C10→C13,mutualism,C-C,m3
4,C12,C13,-0.22461167403182183,-0.0421146914648965,C12→C13,competition,C-C,m3
4,Ruminococcaceae,C13,0.28420419773566863,0.05915559557771756,Ruminococcaceae→C13,mutualism,other,m3
4,C3,Ruminococcaceae,0.2858185762318416,0.1834049296926485,C3→Ruminococcaceae,mutualism,other,m3
4,C9,Ruminococcaceae,0.27589404657748534,-0.19466986522807017,C9→Ruminococcaceae,antagonism,other,m3
4,C10,Ruminococcaceae,0.32483311896624334,-0.10051940019957964,C10→Ruminococcaceae,antagonism,other,m3
4,Ruminococcaceae,Ruminococcaceae,0.2752484195550651,0.2752484195550651,Ruminococcaceae→Ruminococcaceae,mutualism,species-species,m3
5,C4,C1,0.4270060180020162,-0.05329431357573488,C4→C1,antagonism,C-C,m3
5,C9,C1,0.19915799050626096,-0.07908734042214285,C9→C1,antagonism,C-C,m3
5,C10,C1,0.29864769970168487,-0.11318518431219592,C10→C1,antagonism,C-C,m3
5,C12,C1,0.2347181916341708,-0.10888006499192128,C12→C1,antagonism,C-C,m3
5,C1,C2,0.2152797271954641,-0.17053756367716685,C1→C2,antagonism,C-C,m3
