window,rank,R,I,C
12,2,-0.11067115350760247,-0.8253012846911958,0.8326886061017297
12,3,-0.06430013428942108,0.3094789368823145,0.3160881516973472
12,4,-0.06430013428942108,-0.3094789368823145,0.3160881516973472
12,5,-0.02417202327079241,0.18336372576806748,0.18495010850645852
12,6,-0.02417202327079241,-0.18336372576806748,0.18495010850645852
12,7,-0.0703868576259596,0.022670523633490692,0.07394770022302091
12,8,-0.0703868576259596,-0.022670523633490692,0.07394770022302091
12,9,-0.02585034520008905,0,0.02585034520008905
12,10,-0.0035789775090972653,0,0.0035789775090972653
12,11,0.0027745865454385414,0,0.0027745865454385414
12,12,-3.836656634395213e-4,0,3.836656634395213e-4
12,13,4.438717430708417e-17,0,4.438717430708417e-17
12,14,-3.628065735330316e-17,0,3.628065735330316e-17
12,15,1.8709655222972983e-17,0,1.8709655222972983e-17
12,16,3.713830041598394e-18,0,3.713830041598394e-18
13,1,-0.10086942211411168,0.8159571141712982,0.8221682628783404
13,2,-0.10086942211411168,-0.8159571141712982,0.8221682628783404
13,3,-0.07380260522852283,0.30225404196537875,0.31113394289747004
13,4,-0.07380260522852283,-0.30225404196537875,0.31113394289747004
13,5,-0.03989331105713557,0.18711264434265712,0.19131810667054772
13,6,-0.03989331105713557,-0.18711264434265712,0.19131810667054772
13,7,-0.06700826330619575,0.026626621259396133,0.07210467606891932
13,8,-0.06700826330619575,-0.026626621259396133,0.07210467606891932
13,9,-0.018050099015227833,0.00674799003126803,0.01927022168843995
13,10,-0.018050099015227833,-0.00674799003126803,0.01927022168843995
13,11,-0.003679672326727504,0,0.003679672326727504
13,12,-5.920670611351206e-4,0,5.920670611351206e-4
13,13,4.3208481680115184e-5,0,4.3208481680115184e-5
13,14,1.6905666900451591e-9,0,1.6905666900451591e-9
13,15,-2.5036943872053303e-17,0,2.5036943872053303e-17
13,16,8.257924740078756e-18,0,8.257924740078756e-18
14,1,-0.12429180118858188,0.7964491861979811,0.8060891749912836
14,2,-0.12429180118858188,-0.7964491861979811,0.8060891749912836
14,3,-0.08904271107246954,0.27026452416664004,0.2845549462198042
14,4,-0.08904271107246954,-0.27026452416664004,0.2845549462198042
14,5,-0.04838659350540991,0.17396857842895752,0.18057222574817566
14,6,-0.04838659350540991,-0.17396857842895752,0.18057222574817566
14,7,-0.06678591286119251,0.030411834066181778,0.0733841795482635
14,8,-0.06678591286119251,-0.030411834066181778,0.0733841795482635
14,9,-0.021771193284895463,0.008616995993533801,0.023414471529395124
14,10,-0.021771193284895463,-0.008616995993533801,0.023414471529395124
14,11,-0.0034986683346348007,0,0.0034986683346348007
14,12,-6.107188022659101e-4,0,6.107188022659101e-4
14,13,1.585200436959133e-4,0,1.585200436959133e-4
14,14,5.991213876209665e-7,0,5.991213876209665e-7
14,15,-6.813424163607011e-18,0,6.813424163607011e-18
14,16,3.443069523277008e-18,0,3.443069523277008e-18
15,1,-0.14939699471763512,0.7624535076234209,0.776952259355695
15,2,-0.14939699471763512,-0.7624535076234209,0.776952259355695
15,3,-0.09994320193065723,0.23156715236482964,0.25221417419825626
15,4,-0.09994320193065723,-0.23156715236482964,0.25221417419825626
15,5,-0.046551158101241365,0.1583786721886649,0.16507820608672527
15,6,-0.046551158101241365,-0.1583786721886649,0.16507820608672527
15,7,-0.0626136811502119,0.03121080945688788,0.06996132999117843
15,8,-0.0626136811502119,-0.03121080945688788,0.06996132999117843
15,9,-0.03046171854923326,0,0.03046171854923326
15,10,-0.01618659735168969,0,0.01618659735168969
15,11,-0.005297218346301561,0,0.005297218346301561
15,12,-0.001135726742795036,0,0.001135726742795036
15,13,-4.2640714806851357e-4,0,4.2640714806851357e-4
15,14,-6.054624239264302e-6,0,6.054624239264302e-6
15,15,-4.516937620751401e-18,6.020968511685847e-18,7.526937444171555e-18
15,16,-4.516937620751401e-18,-6.020968511685847e-18,7.526937444171555e-18
16,1,-0.16249406604690053,0.7239654109673627,0.7419772488274804
16,2,-0.16249406604690053,-0.7239654109673627,0.7419772488274804
16,3,-0.11416481319216355,0.20748844262197783,0.23682284178874172
16,4,-0.11416481319216355,-0.20748844262197783,0.23682284178874172
16,5,-0.04454840999342048,0.14470756784995317,0.15140951431792748
16,6,-0.04454840999342048,-0.14470756784995317,0.15140951431792748
16,7,-0.05278206758827037,0.03099659974310691,0.061210586131216854
16,8,-0.05278206758827037,-0.03099659974310691,0.061210586131216854
16,9,-0.04617680212312803,0,0.04617680212312803
16,10,-0.01064858009871144,0.00946871308468762,0.014249518784815432
16,11,-0.01064858009871144,-0.00946871308468762,0.014249518784815432
16,12,-0.0018024531702543476,0,0.0018024531702543476
16,13,-5.101997082956756e-4,0,5.101997082956756e-4
16,14,-1.7098848746067024e-5,0,1.7098848746067024e-5
16,15,-9.871394064433654e-18,0,9.871394064433654e-18
16,16,3.947515628724593e-18,0,3.947515628724593e-18
17,1,-0.18175429222011064,0.64123480962518975,0.6664958393084587
17,2,-0.18175429222011064,-0.64123480962518975,0.6664958393084587
17,3,-0.13645025315056197,0.20163390705516782,0.2434643794463258
17,4,-0.13645025315056197,-0.20163390705516782,0.2434643794463258
17,5,-0.04164104376796577,0.13192960291741757,0.13834520827275917
17,6,-0.04164104376796577,-0.13192960291741757,0.13834520827275917
17,7,-0.034632073952229114,0.03269178179091424,0.04762492144767714
17,8,-0.034632073952229114,-0.03269178179091424,0.04762492144767714
17,9,-0.035378640529733565,0,0.035378640529733565
17,10,-0.02412380200722041,0.005439752751405963,0.024729511383769803
17,11,-0.02412380200722041,-0.005439752751405963,0.024729511383769803
17,12,-0.0016460736841162249,0,0.0016460736841162249
17,13,-4.549811334390496e-4,0,4.549811334390496e-4
17,14,7.964269328150713e-5,0,7.964269328150713e-5
17,15,-2.1772079408736193e-17,0,2.1772079408736193e-17
17,16,6.392675671993014e-18,0,6.392675671993014e-18
