window,rank,R,I,C
1,1,-0.11021463814278869,0,0.11021463814278869
1,2,-1.3877787807814457e-17,0,1.3877787807814457e-17
1,3,9.019668489082948e-18,0,9.019668489082948e-18
1,4,-2.5589905616205465e-18,0,2.5589905616205465e-18
1,5,5.0136926467656043e-20,0,5.0136926467656043e-20
2,1,0.023048416630081683,0.031233208518709026,0.038816785332211425
2,2,0.023048416630081683,-0.031233208518709026,0.038816785332211425
2,3,9.566037332186657e-18,0,9.566037332186657e-18
2,4,4.981491688091167e-19,0,4.981491688091167e-19
2,5,8.558614930492225e-20,0,8.558614930492225e-20
3,1,-0.034488369294991716,0.1760321613669524,0.1793788433794479
3,2,-0.034488369294991716,-0.1760321613669524,0.1793788433794479
3,3,-3.9904506395024777e-4,0,3.9904506395024777e-4
3,4,-5.33675076649694e-18,0,5.33675076649694e-18
3,5,2.996429082962411e-19,0,2.996429082962411e-19
4,1,-0.10070382583750215,0.13968992420877185,0.17220492287900016
4,2,-0.10070382583750215,-0.13968992420877185,0.17220492287900016
4,3,-0.0012442656891955778,0,0.0012442656891955778
4,4,-1.1104595651323019e-4,0,1.1104595651323019e-4
4,5,2.0112252339965426e-18,0,2.0112252339965426e-18
5,1,-0.08259237807673514,0.11061440275878959,0.13804726369636625
5,2,-0.08259237807673514,-0.11061440275878959,0.13804726369636625
5,3,0.0026673191134205646,0,0.0026673191134205646
5,4,9.971063598454785e-4,0,9.971063598454785e-4
5,5,-2.734819528168077e-4,0,2.734819528168077e-4
6,1,-0.06799062666010419,0.07885306741836448,0.10411787336917137
6,2,-0.06799062666010419,-0.07885306741836448,0.10411787336917137
6,3,-0.003092590194160169,0.007335203706863063,0.00796048538282643
6,4,-0.003092590194160169,-0.007335203706863063,0.00796048538282643
6,5,-1.5088740363611807e-4,0,1.5088740363611807e-4
7,1,-0.06446182123597705,0.07844604776018309,0.10153378160125814
7,2,-0.06446182123597705,-0.07844604776018309,0.10153378160125814
7,3,-0.003573873233922855,0,0.003573873233922855
7,4,0.0017982809176022394,0,0.0017982809176022394
7,5,-1.150811544156209e-4,0,1.150811544156209e-4
8,1,-0.0803079028458931,0.033137222630532426,0.08687597356675134
8,2,-0.0803079028458931,-0.033137222630532426,0.08687597356675134
8,3,-0.014330817368529716,0,0.014330817368529716
8,4,-0.0026195357434084096,0,0.0026195357434084096
8,5,-7.930649119145322e-5,0,7.930649119145322e-5
