window,kpca1,kpca2
1,-1.947523934349317,-0.32609821591538757
2,-1.8334340319147353,0.5081172757697903
3,-0.1379041046578663,2.098729788939615
4,1.1672918178604044,1.2858057952244837
5,1.5216438035918842,0.19928550981059506
6,0.9205944675140079,-1.1411904406548121
7,0.8665369952786819,-1.1449459453718238
8,-0.5572050133230604,-1.4797037678024607
