ID,8,17,11,7,10,15,9,18,3,16,2,5,4,12,13,6,mean,points
72,4.9301220075456815e-5,3.1998043141894965e-6,1.390930703832335e-5,9.551298139936976e-5,2.843051379353761e-5,1.1269084285116557e-5,4.29607044573572e-5,3.202032906651775e-6,6.180429607842471e-7,3.708069612332446e-6,2.77607126508066e-7,5.697790785973276e-4,2.9826850827199244e-4,4.7561973251146245e-6,3.3726994816835438e-6,1.8262095966842823e-4,8.194917570713586e-5,16
124,4.3246684276716503e-7,0,0,1.3943500934214563e-6,4.512779967228192e-7,0,8.182991325210896e-7,0,3.034590937450653e-4,0,2.367988789113803e-4,1.408103636427641e-5,1.1938225111513875e-4,3.963497770928854e-7,0,6.286435788930404e-7,4.2365165472329956e-5,10
182,3.1007872626405734e-4,1.3865818694821152e-5,1.037848294397973e-4,2.3459940321816003e-4,2.3646967028275725e-4,5.234671409860594e-5,2.4139824409372143e-4,1.4088944789267811e-5,6.891179012744355e-5,2.07651898290617e-5,8.57806020909924e-5,1.8028755487832477e-4,1.066581240370362e-4,9.274584783973518e-5,3.9797853883865814e-5,3.080353536575898e-4,1.3185091670157737e-4,16
208,1.816360739622093e-5,7.110676253754437e-7,4.993084577859665e-6,2.405253911152012e-5,1.3989617898407395e-5,0,1.4320234819119068e-5,3.202032906651775e-7,2.4103675470585636e-5,2.224841767399468e-6,1.9154891729056556e-5,6.537624026271191e-6,5.314194250266365e-5,5.94524665639328e-6,2.023619689010126e-6,2.0430916314023813e-5,1.3132069554660719e-5,15
209,2.3353209509426912e-5,0,8.559573562045139e-6,2.649265177500767e-5,1.17332279147933e-5,2.9081507832558855e-6,1.350193568659798e-5,3.202032906651775e-7,1.8850310303919537e-5,0,1.8599677476040422e-5,1.6344060065677978e-5,0,1.0701443981507905e-5,5.39631917069367e-6,4.8091233785317586e-5,1.2803249831559323e-5,13
215,4.886875323268965e-5,0,6.063031273115307e-6,7.878078027831227e-5,1.9856231855804044e-5,3.635188479069857e-7,2.0048328746766695e-5,2.2414230346562428e-6,1.0105002408822439e-4,2.5956487286327124e-6,1.0160420830195216e-4,3.027422818319428e-4,1.5119256881039516e-4,5.94524665639328e-6,1.6863497408417719e-6,1.5810386009159965e-4,6.257139096995207e-5,15
250,1.124413791194629e-5,0,2.4965422889298324e-6,1.3943500934214563e-5,9.476837931179203e-6,7.270376958139714e-7,1.2683636554076889e-5,1.6010164533258875e-6,3.862768504901544e-5,1.854034806166223e-6,3.747696207858891e-5,1.232090681874186e-5,1.1227170951266968e-6,3.963497770928853e-6,1.3490797926734176e-6,1.7602020209005132e-5,1.0405600836858324e-5,15
527,4.843628638992249e-5,1.3865818694821152e-5,1.344566347037924e-4,7.459772999804791e-5,3.880990771816245e-5,1.6721867003721344e-5,3.6414311397188485e-5,5.12325265064284e-6,2.5957804352938377e-5,9.270174030831115e-6,7.217785289209716e-6,2.3485157078989585e-4,2.8442166409876316e-5,6.817216165997628e-5,5.76731611367886e-5,1.3515836946200368e-4,5.8448062605488685e-5,16
638,3.5462281106907534e-5,4.266405752252662e-6,9.98616915571933e-6,5.7168353830279704e-5,2.256389983614096e-5,3.9987073269768425e-6,2.9049619204498682e-5,1.921219743991065e-6,1.2360859215684941e-5,2.5956487286327124e-6,3.608892644604858e-6,4.2997450326629755e-5,1.2349888046393664e-5,8.323345318950592e-6,1.6188957512081008e-5,6.129274894207144e-5,2.0258402918238485e-5,16
