window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse
1,C3,C2,-0.00984992134297814,-5.4322853435179304e-05,C3→C2,competition,C-C,m6
1,C3,C4,-0.00759802279749818,-6.740437839806845e-5,C3→C4,competition,C-C,m6
1,C1,C5,-0.01978796891896797,-0.00202640544450849,C1→C5,competition,C-C,m6
1,C3,C5,-0.04154180038021699,5.0875262889958056e-5,C3→C5,antagonism,C-C,m6
1,C4,C5,0.00854225672446856,-0.00292790736256465,C4→C5,antagonism,C-C,m6
1,C5,C5,-0.01624264662264657,-0.01624264662264657,C5→C5,competition,C-C,m6
1,C6,C5,0.0172756262324893,9.674154276799565e-4,C6→C5,mutualism,C-C,m6
1,Paenibacillaceae,C5,-0.00970107810476279,-0.00773078595329241,Paenibacillaceae→C5,competition,C-focal,m6
1,C3,Lactobacillaceae,0.01290735465436348,-0.00143411665093208,C3→Lactobacillaceae,antagonism,other,m6
1,C1,Paenibacillaceae,-0.00941853051892113,-1.562728891357725e-4,C1→Paenibacillaceae,competition,C-focal,m6
1,C3,Paenibacillaceae,-0.01977348166002528,0.0024490512309125,C3→Paenibacillaceae,antagonism,C-focal,m6
1,C5,Paenibacillaceae,-0.00773078595329241,-0.00970107810476279,C5→Paenibacillaceae,competition,C-focal,m6
1,C6,Paenibacillaceae,0.0082228640204873,-3.803691047903939e-4,C6→Paenibacillaceae,antagonism,C-focal,m6
2,C1,C3,0.07002119551096019,0.02174654429141964,C1→C3,mutualism,C-C,m6
2,C3,C3,0.09478038337069376,0.09478038337069376,C3→C3,mutualism,C-C,m6
2,C5,C3,0.07609772527436885,-0.10787399815689318,C5→C3,antagonism,C-C,m6
2,C6,C3,-0.05115938915517416,-0.02822548158367882,C6→C3,competition,C-C,m6
2,C1,C5,-0.06075687149187735,0.02220715117100323,C1→C5,antagonism,C-C,m6
2,C3,C5,-0.10787399815689318,0.07609772527436885,C3→C5,antagonism,C-C,m6
2,C5,C5,-0.0568277828344918,-0.0568277828344918,C5→C5,competition,C-C,m6
