window,rank,R,I,C
1,1,-0.017988890487251732,0,0.017988890487251732
1,2,-0.005358681181287423,0,0.005358681181287423
1,3,5.16285648582516e-5,0,5.16285648582516e-5
1,4,-1.7220209434607076e-18,6.237096619482053e-20,1.7231501000032995e-18
1,5,-1.7220209434607076e-18,-6.237096619482053e-20,1.7231501000032995e-18
1,6,1.2552416612997598e-18,0,1.2552416612997598e-18
1,7,4.154034523392925e-19,0,4.154034523392925e-19
1,8,-8.61944757097275e-20,0,8.61944757097275e-20
1,9,1.7530514939196648e-23,0,1.7530514939196648e-23
2,1,0.041426609047305926,0.04803019087895033,0.06342762153058187
2,2,0.041426609047305926,-0.04803019087895033,0.06342762153058187
2,3,-4.3561831584610136e-4,4.8146054199730236e-4,6.492823504461906e-4
2,4,-4.3561831584610136e-4,-4.8146054199730236e-4,6.492823504461906e-4
2,5,3.0362294548483025e-5,0,3.0362294548483025e-5
2,6,2.9252001797558344e-18,3.050841019123329e-18,4.2266330590209794e-18
2,7,2.9252001797558344e-18,-3.050841019123329e-18,4.2266330590209794e-18
2,8,-3.684611470679077e-18,0,3.684611470679077e-18
2,9,-1.322268674160091e-21,0,1.322268674160091e-21
3,1,0.1615394267022196,0.23185631981864827,0.28258156241893967
3,2,0.1615394267022196,-0.23185631981864827,0.28258156241893967
3,3,-0.007087498032253436,0,0.007087498032253436
3,4,-7.548190085613675e-4,3.884530307803711e-4,8.489095904794702e-4
3,5,-7.548190085613675e-4,-3.884530307803711e-4,8.489095904794702e-4
3,6,5.446923720066981e-7,0,5.446923720066981e-7
3,7,-1.6679350652553693e-11,0,1.6679350652553693e-11
3,8,3.3347690781435457e-16,0,3.3347690781435457e-16
3,9,-1.2122743340062846e-18,0,1.2122743340062846e-18
4,1,0.16015305964316112,0.6149351555611247,0.6354480687342204
4,2,0.16015305964316112,-0.6149351555611247,0.6354480687342204
4,3,7.033234719887191e-4,0.0059148259434778335,0.00595649476184515
4,4,7.033234719887191e-4,-0.0059148259434778335,0.00595649476184515
4,5,-3.762212819827026e-4,0,3.762212819827026e-4
4,6,-6.770243329875531e-5,0,6.770243329875531e-5
4,7,-8.586753226735996e-9,0,8.586753226735996e-9
4,8,-1.1086414256291681e-11,0,1.1086414256291681e-11
4,9,-4.190610713010385e-15,0,4.190610713010385e-15
5,1,0.02623624365027387,0.5635577085135204,0.5641680878123881
5,2,0.02623624365027387,-0.5635577085135204,0.5641680878123881
