window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse,lag_strength,delta_strength
3,C1,C1,0.14468236114488844,0.14468236114488844,C1→C1,mutualism,C-C,m6,0.01909372580183573,0.1255886353430527
5,C1,C1,0.01488864081465085,0.01488864081465085,C1→C1,mutualism,C-C,m6,0.11942245828034202,-0.10453381746569117
6,C1,C1,-0.0328956651557288,-0.0328956651557288,C1→C1,competition,C-C,m6,0.01488864081465085,-0.04778430597037965
3,C1,C2,-0.09196505433134708,9.801595965181834e-4,C1→C2,antagonism,C-C,m6,-0.02765090213216652,-0.06431415219918056
2,C1,C3,0.07002119551096019,0.02174654429141964,C1→C3,mutualism,C-C,m6,1.5169062837672907e-4,0.06986950488258345
3,C1,C3,0.2299440908306852,6.842553790596819e-5,C1→C3,mutualism,C-C,m6,0.07002119551096019,0.15992289531972503
3,C1,C4,-0.12192938144518194,-0.02105176396610671,C1→C4,competition,C-C,m6,-0.02745749133143533,-0.0944718901137466
2,C1,C5,-0.06075687149187735,0.02220715117100323,C1→C5,antagonism,C-C,m6,-0.01978796891896797,-0.040968902572909374
5,C1,C5,-0.12460309738218003,0.2946559425880268,C1→C5,antagonism,C-C,m6,-0.01796756339339591,-0.10663553398878413
3,C1,C6,-0.11282362195022928,-0.06401764672133643,C1→C6,competition,C-C,m6,-0.02230056460240331,-0.09052305734782598
6,C1,Lactobacillaceae,-0.05065952726648968,0.30518597544453074,C1→Lactobacillaceae,antagonism,other,m6,0.01219248143016859,-0.06285200869665827
6,C1,Paenibacillaceae,-0.06594684071957783,0.2096230754479032,C1→Paenibacillaceae,antagonism,C-focal,m6,-0.01312330811636535,-0.052823532603212486
4,C2,C1,0.1997767499443031,-0.07642031812008677,C2→C1,antagonism,C-C,m6,9.801595965181834e-4,0.19879659034778493
4,C2,C3,0.11407545435251112,-8.073164685716405e-5,C2→C3,antagonism,C-C,m6,-0.01954323866944882,0.13361869302195994
4,C2,C5,0.21987445480042497,-0.16003142453224448,C2→C5,antagonism,C-C,m6,0.02405406602012965,0.1958203887802953
8,C2,Lactobacillaceae,0.09793593995093168,0.02441670708050951,C2→Lactobacillaceae,mutualism,other,m6,0.0500905940961123,0.04784534585481938
4,C3,C1,-0.18197875807337785,0.1842517024333037,C3→C1,antagonism,C-C,m6,6.842553790596819e-5,-0.18204718361128383
2,C3,C3,0.09478038337069376,0.09478038337069376,C3→C3,mutualism,C-C,m6,5.170892301513006e-4,0.09426329414054246
4,C3,C3,-0.07120736458867709,-0.07120736458867709,C3→C3,competition,C-C,m6,0.05741411033171445,-0.12862147492039155
2,C3,C5,-0.10787399815689318,0.07609772527436885,C3→C5,antagonism,C-C,m6,-0.04154180038021699,-0.06633219777667619
4,C3,C5,-0.2553202350029629,0.4895045664096792,C3→C5,antagonism,C-C,m6,-0.08641923785018994,-0.16890099715277296
13,C3,C5,-0.2308750148031859,0.2643000996111276,C3→C5,antagonism,C-C,m6,-0.2539343036844858,0.023059288881299878
15,C3,C5,-0.1856615780855582,0.23499477358417187,C3→C5,antagonism,C-C,m6,-0.21410935541654905,0.028447777330990853
6,C3,Lactobacillaceae,-0.1251983164073518,0.03874418078705864,C3→Lactobacillaceae,antagonism,other,m6,-0.04515734676403215,-0.08004096964331964
7,C3,Lactobacillaceae,-0.2228259879866399,0.04109015767461297,C3→Lactobacillaceae,antagonism,other,m6,-0.1251983164073518,-0.09762767157928812
6,C3,Paenibacillaceae,-0.16023317643047996,0.09473281335169688,C3→Paenibacillaceae,antagonism,C-focal,m6,-0.0977470170229212,-0.062486159407558764
14,C3,Paenibacillaceae,-0.27805923126315196,0.12533250690603862,C3→Paenibacillaceae,antagonism,C-focal,m6,-0.29893929273452485,0.02088006147137289
4,C4,C1,0.3507909071726276,-0.10444087607398554,C4→C1,antagonism,C-C,m6,-0.02105176396610671,0.3718426711387343
5,C4,C1,0.22887439122762407,-0.11854265606728089,C4→C1,antagonism,C-C,m6,0.3507909071726276,-0.12191651594500355
6,C4,C1,0.17821130113987774,-0.11079183118432982,C4→C1,antagonism,C-C,m6,0.22887439122762407,-0.05066309008774633
4,C4,C3,0.18795440903283625,-0.00673137115830492,C4→C3,antagonism,C-C,m6,-0.06834377489064693,0.2562981839234832
4,C4,C5,0.39926456046450615,-0.20038911179898253,C4→C5,antagonism,C-C,m6,0.04146675209340612,0.35779780837110003
5,C4,C5,0.24927788984961016,-0.20986410498179417,C4→C5,antagonism,C-C,m6,0.39926456046450615,-0.14998667061489598
6,C4,C5,0.19311391025920663,-0.18996048201542629,C4→C5,antagonism,C-C,m6,0.24927788984961016,-0.056163979590403534
4,C4,C6,-0.17991513190515288,0.04099517308227154,C4→C6,antagonism,C-C,m6,0.02313500367827492,-0.2030501355834278
11,C4,Paenibacillaceae,-0.09512533605260648,0.04899992491739527,C4→Paenibacillaceae,antagonism,C-focal,m6,-0.06590794193981554,-0.029217394112790937
3,C5,C1,0.2558502468277752,-0.02734716655461329,C5→C1,antagonism,C-C,m6,0.02220715117100323,0.23364309565677197
4,C5,C1,0.5152173861106598,-0.01796756339339591,C5→C1,antagonism,C-C,m6,0.2558502468277752,0.25936713928288463
5,C5,C1,0.2946559425880268,-0.12460309738218003,C5→C1,antagonism,C-C,m6,0.5152173861106598,-0.22056144352263302
6,C5,C1,0.18752153124104923,-0.1562091635730834,C5→C1,antagonism,C-C,m6,0.2946559425880268,-0.10713441134697757
9,C5,C1,0.03046981123915296,-0.16482765028328622,C5→C1,antagonism,C-C,m6,0.08525342172369545,-0.054783610484542486
3,C5,C2,-0.14739523706534183,0.02405406602012965,C5→C2,antagonism,C-C,m6,-0.02808015419757324,-0.1193150828677686
2,C5,C3,0.07609772527436885,-0.10787399815689318,C5→C3,antagonism,C-C,m6,5.0875262889958056e-5,0.0760468500114789
3,C5,C3,0.3634768165417452,-0.08641923785018994,C5→C3,antagonism,C-C,m6,0.07609772527436885,0.2873790912673763
5,C5,C3,0.3563994213674587,-0.3452541776075387,C5→C3,antagonism,C-C,m6,0.4895045664096792,-0.13310514504222049
6,C5,C3,0.28948823925451306,-0.3622997310372183,C5→C3,antagonism,C-C,m6,0.3563994213674587,-0.06691118211294567
14,C5,C3,0.2366247572429904,-0.21410935541654905,C5→C3,antagonism,C-C,m6,0.2643000996111276,-0.027675342368137207
3,C5,C4,-0.20393521430104553,0.04146675209340612,C5→C4,antagonism,C-C,m6,-0.0284485650951062,-0.17548664920593932
2,C5,C5,-0.0568277828344918,-0.0568277828344918,C5→C5,competition,C-C,m6,-0.01624264662264657,-0.04058513621184523
3,C5,C5,0.00705182191651032,0.00705182191651032,C5→C5,mutualism,C-C,m6,-0.0568277828344918,0.06387960475100213
4,C5,C5,0.31911221490741276,0.31911221490741276,C5→C5,mutualism,C-C,m6,0.00705182191651032,0.31206039299090244
5,C5,C5,0.09596707530849452,0.09596707530849452,C5→C5,mutualism,C-C,m6,0.31911221490741276,-0.22314513959891824
6,C5,C5,0.01292635515345049,0.01292635515345049,C5→C5,mutualism,C-C,m6,0.09596707530849452,-0.08304072015504403
3,C5,C6,-0.19129194312894732,0.03225932719617588,C5→C6,antagonism,C-C,m6,-0.02493269349117683,-0.1663592496377705
4,C5,C6,-0.32023986498301493,0.0876566657146799,C5→C6,antagonism,C-C,m6,-0.19129194312894732,-0.12894792185406762
5,C5,C6,-0.1972703021467152,0.0800185323579681,C5→C6,antagonism,C-C,m6,-0.32023986498301493,0.12296956283629973
6,C5,C6,-0.12826765171352342,0.0806521230020203,C5→C6,antagonism,C-C,m6,-0.1972703021467152,0.06900265043319179
9,C5,C6,-0.00888994245970755,0.07009114448963066,C5→C6,antagonism,C-C,m6,-0.05495983895485066,0.04606989649514311
12,C5,C6,0.07221949952937953,0.05263333372071827,C5→C6,mutualism,C-C,m6,0.03429728326411013,0.037922216265269405
3,C5,Lactobacillaceae,0.0914677158734086,0.00142201943596802,C5→Lactobacillaceae,mutualism,other,m6,0.01897562506802415,0.07249209080538445
6,C5,Lactobacillaceae,-0.02041099333410645,0.38052764881422774,C5→Lactobacillaceae,antagonism,other,m6,0.0655642152308827,-0.08597520856498915
7,C5,Lactobacillaceae,-0.09353118985483122,0.2653325591576188,C5→Lactobacillaceae,antagonism,other,m6,-0.02041099333410645,-0.07312019652072477
9,C5,Lactobacillaceae,-0.19217922947974347,0.11024318351480968,C5→Lactobacillaceae,antagonism,other,m6,-0.13370925805438644,-0.05846997142535704
