series1,series2,dist,pair_id
C2,C1,0.19295010210080313,C2_C1
C3,C1,0.5114748216482062,C3_C1
C4,C1,0.5114748216482062,C4_C1
C5,C1,0.5114748216482062,C5_C1
C6,C1,0.5114748216482062,C6_C1
Enterobacteriaceae,C1,0.5114748216482062,Enterobacteriaceae_C1
Lactobacillaceae,C1,0.19295010210080313,Lactobacillaceae_C1
Paenibacillaceae,C1,0.19295010210080313,Paenibacillaceae_C1
C3,C2,0.5114748216482062,C3_C2
C4,C2,0.5114748216482062,C4_C2
C5,C2,0.5114748216482062,C5_C2
C6,C2,0.5114748216482062,C6_C2
Enterobacteriaceae,C2,0.5114748216482062,Enterobacteriaceae_C2
Lactobacillaceae,C2,0.15125099277531456,Lactobacillaceae_C2
Paenibacillaceae,C2,0.039378479461389615,Paenibacillaceae_C2
C4,C3,0.2712582596538648,C4_C3
C5,C3,0.47712968665738464,C5_C3
C6,C3,0.13957607205939726,C6_C3
Enterobacteriaceae,C3,0.47712968665738464,Enterobacteriaceae_C3
Lactobacillaceae,C3,0.5114748216482062,Lactobacillaceae_C3
Paenibacillaceae,C3,0.5114748216482062,Paenibacillaceae_C3
C5,C4,0.47712968665738464,C5_C4
C6,C4,0.2712582596538648,C6_C4
Enterobacteriaceae,C4,0.47712968665738464,Enterobacteriaceae_C4
Lactobacillaceae,C4,0.5114748216482062,Lactobacillaceae_C4
Paenibacillaceae,C4,0.5114748216482062,Paenibacillaceae_C4
C6,C5,0.47712968665738464,C6_C5
Enterobacteriaceae,C5,0.35827513592237126,Enterobacteriaceae_C5
Lactobacillaceae,C5,0.5114748216482062,Lactobacillaceae_C5
Paenibacillaceae,C5,0.5114748216482062,Paenibacillaceae_C5
Enterobacteriaceae,C6,0.47712968665738464,Enterobacteriaceae_C6
Lactobacillaceae,C6,0.5114748216482062,Lactobacillaceae_C6
Paenibacillaceae,C6,0.5114748216482062,Paenibacillaceae_C6
Lactobacillaceae,Enterobacteriaceae,0.5114748216482062,Lactobacillaceae_Enterobacteriaceae
Paenibacillaceae,Enterobacteriaceae,0.5114748216482062,Paenibacillaceae_Enterobacteriaceae
Paenibacillaceae,Lactobacillaceae,0.15125099277531456,Paenibacillaceae_Lactobacillaceae
