series1,series2,sbd,cogroup1,cogroup2,same_cogroup,pair_type,relationship,overlap
m4.Paenibacillaceae,m1.Ruminococcaceae,0.3071693558081686,1,6,FALSE,species-species,between co-clusters,0
m5.C1,m1.Ruminococcaceae,0.4431460941325497,1,6,FALSE,clone-species,between co-clusters,0
m5.C2,m1.Ruminococcaceae,0.35786937817753484,2,6,FALSE,clone-species,between co-clusters,0
m5.C3,m1.Ruminococcaceae,0.2964085066283282,1,6,FALSE,clone-species,between co-clusters,0
m5.C4,m1.Ruminococcaceae,0.4205229848741142,2,6,FALSE,clone-species,between co-clusters,0
m5.C5,m1.Ruminococcaceae,0.39053861021062886,2,6,FALSE,clone-species,between co-clusters,0
m5.C6,m1.Ruminococcaceae,0.42846653409986457,5,6,FALSE,clone-species,between co-clusters,0
m5.C7,m1.Ruminococcaceae,0.5685095768945876,5,6,FALSE,clone-species,between co-clusters,0
m5.C8,m1.Ruminococcaceae,0.6396204888937632,5,6,FALSE,clone-species,between co-clusters,0
m5.C9,m1.Ruminococcaceae,0.50089522012485,5,6,FALSE,clone-species,between co-clusters,0
m5.Enterobacteriaceae,m1.Ruminococcaceae,0.6190291931395258,3,6,FALSE,species-species,between co-clusters,0
m5.Lactobacillaceae,m1.Ruminococcaceae,0.27254495335938844,2,6,FALSE,species-species,between co-clusters,0
m5.Paenibacillaceae,m1.Ruminococcaceae,0.29368936324098893,1,6,FALSE,species-species,between co-clusters,0
m6.C1,m1.Ruminococcaceae,0.4678520555590472,1,6,FALSE,clone-species,between co-clusters,0
m6.C2,m1.Ruminococcaceae,0.35454544958902956,1,6,FALSE,clone-species,between co-clusters,0
m6.C3,m1.Ruminococcaceae,0.536799017899462,5,6,FALSE,clone-species,between co-clusters,0
m6.C4,m1.Ruminococcaceae,0.6229117147836247,5,6,FALSE,clone-species,between co-clusters,0
m6.C5,m1.Ruminococcaceae,0.3296836803487534,2,6,FALSE,clone-species,between co-clusters,0
m6.C6,m1.Ruminococcaceae,0.5295613954923655,5,6,FALSE,clone-species,between co-clusters,0
m6.Enterobacteriaceae,m1.Ruminococcaceae,0.6096988113636961,3,6,FALSE,species-species,between co-clusters,0
m6.Lactobacillaceae,m1.Ruminococcaceae,0.222982320849351,1,6,FALSE,species-species,between co-clusters,0
m6.Paenibacillaceae,m1.Ruminococcaceae,0.33805179710505207,1,6,FALSE,species-species,between co-clusters,0
m7.C1,m1.Ruminococcaceae,0.4747087847897128,1,6,FALSE,clone-species,between co-clusters,0
m7.C2,m1.Ruminococcaceae,0.4271433686742422,1,6,FALSE,clone-species,between co-clusters,0
m7.C3,m1.Ruminococcaceae,0.3854087418179788,3,6,FALSE,clone-species,between co-clusters,0
m7.C4,m1.Ruminococcaceae,0.4495371967108237,3,6,FALSE,clone-species,between co-clusters,0
m7.C5,m1.Ruminococcaceae,0.4054085372749051,3,6,FALSE,clone-species,between co-clusters,0
m7.C6,m1.Ruminococcaceae,0.5465995886858313,5,6,FALSE,clone-species,between co-clusters,0
m7.C7,m1.Ruminococcaceae,0.5126806378064823,5,6,FALSE,clone-species,between co-clusters,0
m7.Enterobacteriaceae,m1.Ruminococcaceae,0.6214674918963355,3,6,FALSE,species-species,between co-clusters,0
m7.Lactobacillaceae,m1.Ruminococcaceae,0.3229602279431242,1,6,FALSE,species-species,between co-clusters,0
m7.Paenibacillaceae,m1.Ruminococcaceae,0.3134447998122091,1,6,FALSE,species-species,between co-clusters,0
m8.C1,m1.Ruminococcaceae,0.3638546373128051,1,6,FALSE,clone-species,between co-clusters,0
m8.C2,m1.Ruminococcaceae,0.5024520732023362,1,6,FALSE,clone-species,between co-clusters,0
m8.C3,m1.Ruminococcaceae,0.4262050335486429,3,6,FALSE,clone-species,between co-clusters,0
m8.C4,m1.Ruminococcaceae,0.5243969101515948,5,6,FALSE,clone-species,between co-clusters,0
m8.C5,m1.Ruminococcaceae,0.5283496314914264,5,6,FALSE,clone-species,between co-clusters,0
m8.C6,m1.Ruminococcaceae,0.5915914839749266,5,6,FALSE,clone-species,between co-clusters,0
m8.C7,m1.Ruminococcaceae,0.5649491447702055,5,6,FALSE,clone-species,between co-clusters,0
m8.Enterobacteriaceae,m1.Ruminococcaceae,0.5972137233941326,3,6,FALSE,species-species,between co-clusters,0
m8.Lactobacillaceae,m1.Ruminococcaceae,0.28987074999088147,1,6,FALSE,species-species,between co-clusters,0
m8.Paenibacillaceae,m1.Ruminococcaceae,0.44421077709319057,1,6,FALSE,species-species,between co-clusters,0
m2.C2,m2.C1,0.3565811482229728,2,1,FALSE,clone-clone,between co-clusters,0
m2.C3,m2.C1,0.4039428471495522,2,1,FALSE,clone-clone,between co-clusters,0
m2.C4,m2.C1,0.6574380101078243,3,1,FALSE,clone-clone,between co-clusters,0
m2.C5,m2.C1,0.4522149887772067,2,1,FALSE,clone-clone,between co-clusters,0
m2.Enterobacteriaceae,m2.C1,0.4310938429522184,5,1,FALSE,clone-species,between co-clusters,0
m2.Muribaculaceae,m2.C1,0.5538922359418265,5,1,FALSE,clone-species,between co-clusters,0
m2.Paenibacillaceae,m2.C1,0.29609850497441237,1,1,TRUE,clone-species,within co-cluster,0
m3.C1,m2.C1,0.03929513164399734,1,1,TRUE,clone-clone,within co-cluster,0.9
m3.C2,m2.C1,0.4508838627603309,2,1,FALSE,clone-clone,between co-clusters,0.025
m3.C3,m2.C1,0.4569010818235544,2,1,FALSE,clone-clone,between co-clusters,0
m3.C4,m2.C1,0.34976065569739156,2,1,FALSE,clone-clone,between co-clusters,0.05555555555555555
m3.C5,m2.C1,0.6587448793675741,7,1,FALSE,clone-clone,between co-clusters,0
m3.C6,m2.C1,0.6019203838076626,5,1,FALSE,clone-clone,between co-clusters,0
m3.C7,m2.C1,0.6163097709687002,7,1,FALSE,clone-clone,between co-clusters,0
m3.C8,m2.C1,0.360199437854956,5,1,FALSE,clone-clone,between co-clusters,0
m3.C9,m2.C1,0.5666907128403238,5,1,FALSE,clone-clone,between co-clusters,0
m3.C10,m2.C1,0.6094560249337408,7,1,FALSE,clone-clone,between co-clusters,0
m3.C11,m2.C1,0.6705796839650187,7,1,FALSE,clone-clone,between co-clusters,0
m3.C12,m2.C1,0.6618028420295465,8,1,FALSE,clone-clone,between co-clusters,0
m3.C13,m2.C1,0.6843285077747636,3,1,FALSE,clone-clone,between co-clusters,0
m3.Enterobacteriaceae,m2.C1,0.4992115915322466,5,1,FALSE,clone-species,between co-clusters,0
m3.Paenibacillaceae,m2.C1,0.30694945758145953,1,1,TRUE,clone-species,within co-cluster,0
m3.Ruminococcaceae,m2.C1,0.1829877486655882,1,1,TRUE,clone-species,within co-cluster,0
m4.C1,m2.C1,0.0433381825198067,1,1,TRUE,clone-clone,within co-cluster,1
m4.C2,m2.C1,0.19067037824038768,1,1,TRUE,clone-clone,within co-cluster,1
m4.C3,m2.C1,0.15127412777098181,1,1,TRUE,clone-clone,within co-cluster,0.6
m4.C4,m2.C1,0.5154619857089892,2,1,FALSE,clone-clone,between co-clusters,0
m4.C5,m2.C1,0.5125115382502631,2,1,FALSE,clone-clone,between co-clusters,0
m4.C6,m2.C1,0.38175966749470935,2,1,FALSE,clone-clone,between co-clusters,0
m4.C7,m2.C1,0.6982362779531819,3,1,FALSE,clone-clone,between co-clusters,0
m4.C8,m2.C1,0.342539515893893,2,1,FALSE,clone-clone,between co-clusters,0
m4.C9,m2.C1,0.6973109401915782,4,1,FALSE,clone-clone,between co-clusters,0
m4.C10,m2.C1,0.7397306568196196,7,1,FALSE,clone-clone,between co-clusters,0
m4.C11,m2.C1,0.7410363711395358,3,1,FALSE,clone-clone,between co-clusters,0
m4.C12,m2.C1,0.7311109836382598,4,1,FALSE,clone-clone,between co-clusters,0
m4.C13,m2.C1,0.664484822934776,3,1,FALSE,clone-clone,between co-clusters,0.025
m4.C14,m2.C1,0.6626781298018313,3,1,FALSE,clone-clone,between co-clusters,0
m4.Enterobacteriaceae,m2.C1,0.4669620153746866,5,1,FALSE,clone-species,between co-clusters,0
m4.Paenibacillaceae,m2.C1,0.23117712258350598,1,1,TRUE,clone-species,within co-cluster,0
m5.C1,m2.C1,0.09690210348967077,1,1,TRUE,clone-clone,within co-cluster,0.025
m5.C2,m2.C1,0.21717930608470137,2,1,FALSE,clone-clone,between co-clusters,0.025
m5.C3,m2.C1,0.258859229207713,1,1,TRUE,clone-clone,within co-cluster,0
m5.C4,m2.C1,0.41138476110415345,2,1,FALSE,clone-clone,between co-clusters,0
m5.C5,m2.C1,0.6383820807251274,2,1,FALSE,clone-clone,between co-clusters,0
m5.C6,m2.C1,0.6263298865901972,5,1,FALSE,clone-clone,between co-clusters,0
m5.C7,m2.C1,0.49414215193900235,5,1,FALSE,clone-clone,between co-clusters,0
m5.C8,m2.C1,0.5346642176319281,5,1,FALSE,clone-clone,between co-clusters,0
m5.C9,m2.C1,0.5620732620041573,5,1,FALSE,clone-clone,between co-clusters,0.05
m5.Enterobacteriaceae,m2.C1,0.6256798553994227,3,1,FALSE,clone-species,between co-clusters,0
m5.Lactobacillaceae,m2.C1,0.536718915822327,2,1,FALSE,clone-species,between co-clusters,0
m5.Paenibacillaceae,m2.C1,0.23444769136017085,1,1,TRUE,clone-species,within co-cluster,0
m6.C1,m2.C1,0.1138396806111498,1,1,TRUE,clone-clone,within co-cluster,0.075
m6.C2,m2.C1,0.13826771235167756,1,1,TRUE,clone-clone,within co-cluster,0
m6.C3,m2.C1,0.4825495453872505,5,1,FALSE,clone-clone,between co-clusters,0.025
m6.C4,m2.C1,0.46306174455054394,5,1,FALSE,clone-clone,between co-clusters,0
m6.C5,m2.C1,0.48913277236217834,2,1,FALSE,clone-clone,between co-clusters,0
m6.C6,m2.C1,0.5241276432660296,5,1,FALSE,clone-clone,between co-clusters,0
m6.Enterobacteriaceae,m2.C1,0.7063408852077782,3,1,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m2.C1,0.21633750363356719,1,1,TRUE,clone-species,within co-cluster,0
m6.Paenibacillaceae,m2.C1,0.18715743237822402,1,1,TRUE,clone-species,within co-cluster,0
m7.C1,m2.C1,0.1006777348704414,1,1,TRUE,clone-clone,within co-cluster,0.075
m7.C2,m2.C1,0.10998658533892891,1,1,TRUE,clone-clone,within co-cluster,0
m7.C3,m2.C1,0.6676438111165184,3,1,FALSE,clone-clone,between co-clusters,0.025
m7.C4,m2.C1,0.5298553430818411,3,1,FALSE,clone-clone,between co-clusters,0
m7.C5,m2.C1,0.6837710696050658,3,1,FALSE,clone-clone,between co-clusters,0
m7.C6,m2.C1,0.45205096996298455,5,1,FALSE,clone-clone,between co-clusters,0
m7.C7,m2.C1,0.544796725457106,5,1,FALSE,clone-clone,between co-clusters,0.05
m7.Enterobacteriaceae,m2.C1,0.6722623316111651,3,1,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m2.C1,0.21288650173903134,1,1,TRUE,clone-species,within co-cluster,0
m7.Paenibacillaceae,m2.C1,0.20875270808668833,1,1,TRUE,clone-species,within co-cluster,0
m8.C1,m2.C1,0.16977703974650193,1,1,TRUE,clone-clone,within co-cluster,0
m8.C2,m2.C1,0.11987628476109369,1,1,TRUE,clone-clone,within co-cluster,0.05
m8.C3,m2.C1,0.6278728438178345,3,1,FALSE,clone-clone,between co-clusters,0
m8.C4,m2.C1,0.4959442315399749,5,1,FALSE,clone-clone,between co-clusters,0
m8.C5,m2.C1,0.5287996231608476,5,1,FALSE,clone-clone,between co-clusters,0.025
m8.C6,m2.C1,0.4771440946537443,5,1,FALSE,clone-clone,between co-clusters,0
m8.C7,m2.C1,0.5281492849085052,5,1,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m2.C1,0.7201416510067784,3,1,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m2.C1,0.13063436479086699,1,1,TRUE,clone-species,within co-cluster,0
m8.Paenibacillaceae,m2.C1,0.08181864268309369,1,1,TRUE,clone-species,within co-cluster,0
m2.C3,m2.C2,0.17180930503538028,2,2,TRUE,clone-clone,within co-cluster,0
m2.C4,m2.C2,0.5851193456912943,3,2,FALSE,clone-clone,between co-clusters,0
m2.C5,m2.C2,0.1458252864616011,2,2,TRUE,clone-clone,within co-cluster,0
m2.Enterobacteriaceae,m2.C2,0.5143854112229885,5,2,FALSE,clone-species,between co-clusters,0
m2.Muribaculaceae,m2.C2,0.6647391102333071,5,2,FALSE,clone-species,between co-clusters,0
m2.Paenibacillaceae,m2.C2,0.5008078854937792,1,2,FALSE,clone-species,between co-clusters,0
m3.C1,m2.C2,0.27257533980709014,1,2,FALSE,clone-clone,between co-clusters,0.09302325581395347
m3.C2,m2.C2,0.10032712107592501,2,2,TRUE,clone-clone,within co-cluster,0.6225352112676056
m3.C3,m2.C2,0.2480421031266099,2,2,TRUE,clone-clone,within co-cluster,0.6585365853658537
m3.C4,m2.C2,0.2052348262401118,2,2,TRUE,clone-clone,within co-cluster,0.3333333333333333
m3.C5,m2.C2,0.5094441640564777,7,2,FALSE,clone-clone,between co-clusters,0.3246753246753247
m3.C6,m2.C2,0.7218426587713462,5,2,FALSE,clone-clone,between co-clusters,0.11926605504587157
m3.C7,m2.C2,0.6626199108505495,7,2,FALSE,clone-clone,between co-clusters,0.1111111111111111
m3.C8,m2.C2,0.43827327486066614,5,2,FALSE,clone-clone,between co-clusters,0.1
m3.C9,m2.C2,0.6406414920089664,5,2,FALSE,clone-clone,between co-clusters,0.42105263157894735
m3.C10,m2.C2,0.5459818082540402,7,2,FALSE,clone-clone,between co-clusters,0.38461538461538464
m3.C11,m2.C2,0.7422976683052339,7,2,FALSE,clone-clone,between co-clusters,0.14814814814814814
m3.C12,m2.C2,0.7063880686920465,8,2,FALSE,clone-clone,between co-clusters,0.2222222222222222
m3.C13,m2.C2,0.43722021738856187,3,2,FALSE,clone-clone,between co-clusters,0.75
m3.Enterobacteriaceae,m2.C2,0.5749720847661648,5,2,FALSE,clone-species,between co-clusters,0
m3.Paenibacillaceae,m2.C2,0.5092594268575876,1,2,FALSE,clone-species,between co-clusters,0
m3.Ruminococcaceae,m2.C2,0.5786828088195333,1,2,FALSE,clone-species,between co-clusters,0
m4.C1,m2.C2,0.34526714547627346,1,2,FALSE,clone-clone,between co-clusters,0
m4.C2,m2.C2,0.648900404613913,1,2,FALSE,clone-clone,between co-clusters,0
m4.C3,m2.C2,0.5253423222528322,1,2,FALSE,clone-clone,between co-clusters,0.3
m4.C4,m2.C2,0.08798319802036425,2,2,TRUE,clone-clone,within co-cluster,0.4226190476190476
m4.C5,m2.C2,0.2612218945427829,2,2,TRUE,clone-clone,within co-cluster,0.7857142857142857
m4.C6,m2.C2,0.1310120536251128,2,2,TRUE,clone-clone,within co-cluster,0.89
m4.C7,m2.C2,0.4937716107514887,3,2,FALSE,clone-clone,between co-clusters,0.34210526315789475
m4.C8,m2.C2,0.17651326672298773,2,2,TRUE,clone-clone,within co-cluster,0.5
m4.C9,m2.C2,0.4800657511480959,4,2,FALSE,clone-clone,between co-clusters,0.6376811594202898
m4.C10,m2.C2,0.33276898379120445,7,2,FALSE,clone-clone,between co-clusters,0.5
m4.C11,m2.C2,0.6342142802178684,3,2,FALSE,clone-clone,between co-clusters,0.5454545454545454
m4.C12,m2.C2,0.6925619350241836,4,2,FALSE,clone-clone,between co-clusters,0.4615384615384616
m4.C13,m2.C2,0.6438735959854286,3,2,FALSE,clone-clone,between co-clusters,0.20408163265306123
m4.C14,m2.C2,0.6647771446682922,3,2,FALSE,clone-clone,between co-clusters,0.48484848484848486
m4.Enterobacteriaceae,m2.C2,0.5454992430867048,5,2,FALSE,clone-species,between co-clusters,0
m4.Paenibacillaceae,m2.C2,0.4966253825383672,1,2,FALSE,clone-species,between co-clusters,0
m5.C1,m2.C2,0.4761634182458877,1,2,FALSE,clone-clone,between co-clusters,0.0303030303030303
m5.C2,m2.C2,0.21145299791453953,2,2,TRUE,clone-clone,within co-cluster,0.125
m5.C3,m2.C2,0.43471392063133707,1,2,FALSE,clone-clone,between co-clusters,0
m5.C4,m2.C2,0.41714213294834446,2,2,TRUE,clone-clone,within co-cluster,0.10526315789473684
m5.C5,m2.C2,0.3961968689913258,2,2,TRUE,clone-clone,within co-cluster,0.1111111111111111
m5.C6,m2.C2,0.6705379834858436,5,2,FALSE,clone-clone,between co-clusters,0.02941176470588235
m5.C7,m2.C2,0.5424278702764064,5,2,FALSE,clone-clone,between co-clusters,0.0676056338028169
m5.C8,m2.C2,0.6024521493487325,5,2,FALSE,clone-clone,between co-clusters,0.25
m5.C9,m2.C2,0.6123165738447092,5,2,FALSE,clone-clone,between co-clusters,0.0636042402826855
m5.Enterobacteriaceae,m2.C2,0.4034016064402397,3,2,FALSE,clone-species,between co-clusters,0
m5.Lactobacillaceae,m2.C2,0.32414765852389127,2,2,TRUE,clone-species,within co-cluster,0
m5.Paenibacillaceae,m2.C2,0.5809518478364424,1,2,FALSE,clone-species,between co-clusters,0
m6.C1,m2.C2,0.20743285339343798,1,2,FALSE,clone-clone,between co-clusters,0.02702702702702703
m6.C2,m2.C2,0.49138954390207146,1,2,FALSE,clone-clone,between co-clusters,0
m6.C3,m2.C2,0.5540010228091844,5,2,FALSE,clone-clone,between co-clusters,0.15492957746478872
m6.C4,m2.C2,0.5171132628674506,5,2,FALSE,clone-clone,between co-clusters,0.03846153846153846
m6.C5,m2.C2,0.2695686293055459,2,2,TRUE,clone-clone,within co-cluster,0
m6.C6,m2.C2,0.5956321798280373,5,2,FALSE,clone-clone,between co-clusters,0.07488986784140969
m6.Enterobacteriaceae,m2.C2,0.44423866470314344,3,2,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m2.C2,0.3892274302526372,1,2,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m2.C2,0.5369399501458705,1,2,FALSE,clone-species,between co-clusters,0
m7.C1,m2.C2,0.22396680346929698,1,2,FALSE,clone-clone,between co-clusters,0.03703703703703703
m7.C2,m2.C2,0.4820059369772163,1,2,FALSE,clone-clone,between co-clusters,0
m7.C3,m2.C2,0.27700575087750445,3,2,FALSE,clone-clone,between co-clusters,0.11219512195121951
m7.C4,m2.C2,0.5285757092662129,3,2,FALSE,clone-clone,between co-clusters,0.08620689655172414
m7.C5,m2.C2,0.38473319941571504,3,2,FALSE,clone-clone,between co-clusters,0.03448275862068965
m7.C6,m2.C2,0.523645097175389,5,2,FALSE,clone-clone,between co-clusters,0.08732394366197183
m7.C7,m2.C2,0.6094982028479916,5,2,FALSE,clone-clone,between co-clusters,0.07042253521126761
m7.Enterobacteriaceae,m2.C2,0.41871478773528426,3,2,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m2.C2,0.4059241872963337,1,2,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m2.C2,0.5459117120767893,1,2,FALSE,clone-species,between co-clusters,0
m8.C1,m2.C2,0.49291726738901753,1,2,FALSE,clone-clone,between co-clusters,0
m8.C2,m2.C2,0.18246236751199774,1,2,FALSE,clone-clone,between co-clusters,0.03076923076923077
m8.C3,m2.C2,0.44582800687106083,3,2,FALSE,clone-clone,between co-clusters,0.11178247734138971
m8.C4,m2.C2,0.5555217184242476,5,2,FALSE,clone-clone,between co-clusters,0.04779411764705882
m8.C5,m2.C2,0.5867126768969886,5,2,FALSE,clone-clone,between co-clusters,0.0676056338028169
m8.C6,m2.C2,0.5341601888921859,5,2,FALSE,clone-clone,between co-clusters,0.08333333333333333
m8.C7,m2.C2,0.5600333537900849,5,2,FALSE,clone-clone,between co-clusters,0.1
m8.Enterobacteriaceae,m2.C2,0.4368790157637602,3,2,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m2.C2,0.43369655575044985,1,2,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m2.C2,0.3576411819438917,1,2,FALSE,clone-species,between co-clusters,0
m2.C4,m2.C3,0.6983631528736112,3,2,FALSE,clone-clone,between co-clusters,0
m2.C5,m2.C3,0.16337727567707616,2,2,TRUE,clone-clone,within co-cluster,0
m2.Enterobacteriaceae,m2.C3,0.5712767279183417,5,2,FALSE,clone-species,between co-clusters,0
m2.Muribaculaceae,m2.C3,0.7730918104619657,5,2,FALSE,clone-species,between co-clusters,0
m2.Paenibacillaceae,m2.C3,0.6396644904627825,1,2,FALSE,clone-species,between co-clusters,0
m3.C1,m2.C3,0.35284630765195213,1,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m3.C2,m2.C3,0.37260302673271994,2,2,TRUE,clone-clone,within co-cluster,0.7272727272727273
m3.C3,m2.C3,0.20317613857836436,2,2,TRUE,clone-clone,within co-cluster,0
m3.C4,m2.C3,0.36597125666285935,2,2,TRUE,clone-clone,within co-cluster,0.18181818181818185
m3.C5,m2.C3,0.3766222913481926,7,2,FALSE,clone-clone,between co-clusters,0
m3.C6,m2.C3,0.7389343326593759,5,2,FALSE,clone-clone,between co-clusters,0
m3.C7,m2.C3,0.5941149550786955,7,2,FALSE,clone-clone,between co-clusters,0
m3.C8,m2.C3,0.5527134777422782,5,2,FALSE,clone-clone,between co-clusters,0
m3.C9,m2.C3,0.688067360675591,5,2,FALSE,clone-clone,between co-clusters,0
m3.C10,m2.C3,0.5803766268641142,7,2,FALSE,clone-clone,between co-clusters,0
m3.C11,m2.C3,0.7690881011063176,7,2,FALSE,clone-clone,between co-clusters,0
m3.C12,m2.C3,0.6819068057484861,8,2,FALSE,clone-clone,between co-clusters,0
m3.C13,m2.C3,0.6445949756916156,3,2,FALSE,clone-clone,between co-clusters,0
m3.Enterobacteriaceae,m2.C3,0.6237250469621385,5,2,FALSE,clone-species,between co-clusters,0
m3.Paenibacillaceae,m2.C3,0.6366213131525585,1,2,FALSE,clone-species,between co-clusters,0
m3.Ruminococcaceae,m2.C3,0.5420030094826085,1,2,FALSE,clone-species,between co-clusters,0
m4.C1,m2.C3,0.38306082925739227,1,2,FALSE,clone-clone,between co-clusters,0
m4.C2,m2.C3,0.6082634144675811,1,2,FALSE,clone-clone,between co-clusters,0
m4.C3,m2.C3,0.3699445820733438,1,2,FALSE,clone-clone,between co-clusters,0
m4.C4,m2.C3,0.38023744960520656,2,2,TRUE,clone-clone,within co-cluster,0.5454545454545454
m4.C5,m2.C3,0.13548175854784172,2,2,TRUE,clone-clone,within co-cluster,0.09090909090909093
m4.C6,m2.C3,0.09230791165982655,2,2,TRUE,clone-clone,within co-cluster,0.09090909090909093
m4.C7,m2.C3,0.6497455821415153,3,2,FALSE,clone-clone,between co-clusters,0
m4.C8,m2.C3,0.09113060144381468,2,2,TRUE,clone-clone,within co-cluster,0
m4.C9,m2.C3,0.29681896043488387,4,2,FALSE,clone-clone,between co-clusters,0
m4.C10,m2.C3,0.4306436774377229,7,2,FALSE,clone-clone,between co-clusters,0
m4.C11,m2.C3,0.7066233385181679,3,2,FALSE,clone-clone,between co-clusters,0
m4.C12,m2.C3,0.3998441713368476,4,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m4.C13,m2.C3,0.7067314987208927,3,2,FALSE,clone-clone,between co-clusters,0
m4.C14,m2.C3,0.6839094342423306,3,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m4.Enterobacteriaceae,m2.C3,0.5968259264135052,5,2,FALSE,clone-species,between co-clusters,0
m4.Paenibacillaceae,m2.C3,0.6016499921867453,1,2,FALSE,clone-species,between co-clusters,0
m5.C1,m2.C3,0.4795138314610614,1,2,FALSE,clone-clone,between co-clusters,0
m5.C2,m2.C3,0.29461363034900945,2,2,TRUE,clone-clone,within co-cluster,0
m5.C3,m2.C3,0.5856354657489127,1,2,FALSE,clone-clone,between co-clusters,0
m5.C4,m2.C3,0.5329787365651717,2,2,TRUE,clone-clone,within co-cluster,0
m5.C5,m2.C3,0.4915713166155361,2,2,TRUE,clone-clone,within co-cluster,0
m5.C6,m2.C3,0.7244834460389072,5,2,FALSE,clone-clone,between co-clusters,0
m5.C7,m2.C3,0.6260936933749033,5,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m5.C8,m2.C3,0.6323306082134703,5,2,FALSE,clone-clone,between co-clusters,0
m5.C9,m2.C3,0.6744360425995204,5,2,FALSE,clone-clone,between co-clusters,0
m5.Enterobacteriaceae,m2.C3,0.5628242378175516,3,2,FALSE,clone-species,between co-clusters,0
m5.Lactobacillaceae,m2.C3,0.40174702832518394,2,2,TRUE,clone-species,within co-cluster,0
m5.Paenibacillaceae,m2.C3,0.6946197939150488,1,2,FALSE,clone-species,between co-clusters,0
m6.C1,m2.C3,0.38385675410289877,1,2,FALSE,clone-clone,between co-clusters,0
m6.C2,m2.C3,0.6261736883920168,1,2,FALSE,clone-clone,between co-clusters,0
m6.C3,m2.C3,0.6028046578852287,5,2,FALSE,clone-clone,between co-clusters,0
m6.C4,m2.C3,0.5963331135208103,5,2,FALSE,clone-clone,between co-clusters,0
m6.C5,m2.C3,0.44309658881846714,2,2,TRUE,clone-clone,within co-cluster,0
m6.C6,m2.C3,0.636344989220212,5,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m6.Enterobacteriaceae,m2.C3,0.5598255994624941,3,2,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m2.C3,0.45944710731556127,1,2,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m2.C3,0.638758186977963,1,2,FALSE,clone-species,between co-clusters,0
m7.C1,m2.C3,0.38338967296344484,1,2,FALSE,clone-clone,between co-clusters,0
m7.C2,m2.C3,0.5706386264305857,1,2,FALSE,clone-clone,between co-clusters,0
m7.C3,m2.C3,0.5654648028800008,3,2,FALSE,clone-clone,between co-clusters,0
m7.C4,m2.C3,0.6461017850576001,3,2,FALSE,clone-clone,between co-clusters,0
m7.C5,m2.C3,0.5708195760156496,3,2,FALSE,clone-clone,between co-clusters,0
m7.C6,m2.C3,0.5812148463491247,5,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m7.C7,m2.C3,0.6522991775878673,5,2,FALSE,clone-clone,between co-clusters,0
m7.Enterobacteriaceae,m2.C3,0.5413332851694073,3,2,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m2.C3,0.45804168853162575,1,2,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m2.C3,0.6634692041267574,1,2,FALSE,clone-species,between co-clusters,0
m8.C1,m2.C3,0.6363097093158883,1,2,FALSE,clone-clone,between co-clusters,0
m8.C2,m2.C3,0.38177161954650474,1,2,FALSE,clone-clone,between co-clusters,0
m8.C3,m2.C3,0.6121891892473814,3,2,FALSE,clone-clone,between co-clusters,0
m8.C4,m2.C3,0.6158160808689157,5,2,FALSE,clone-clone,between co-clusters,0
m8.C5,m2.C3,0.645760323892101,5,2,FALSE,clone-clone,between co-clusters,0
m8.C6,m2.C3,0.5992073563715681,5,2,FALSE,clone-clone,between co-clusters,0
m8.C7,m2.C3,0.6558850851623057,5,2,FALSE,clone-clone,between co-clusters,0.09090909090909093
m8.Enterobacteriaceae,m2.C3,0.5450837387450542,3,2,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m2.C3,0.5362888761353002,1,2,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m2.C3,0.46696462112001436,1,2,FALSE,clone-species,between co-clusters,0
m2.C5,m2.C4,0.5017999937447981,2,3,FALSE,clone-clone,between co-clusters,0
m2.Enterobacteriaceae,m2.C4,0.439587745873534,5,3,FALSE,clone-species,between co-clusters,0
m2.Muribaculaceae,m2.C4,0.2587379357538704,5,3,FALSE,clone-species,between co-clusters,0
m2.Paenibacillaceae,m2.C4,0.600114523870078,1,3,FALSE,clone-species,between co-clusters,0
m3.C1,m2.C4,0.6506032597205562,1,3,FALSE,clone-clone,between co-clusters,0
