series1,series2,sbd,cogroup1,cogroup2,same_cogroup,pair_type,relationship,overlap
m8.C6,m3.C11,0.31474587041781743,5,7,FALSE,clone-clone,between co-clusters,0
m8.C7,m3.C11,0.2621548346397029,5,7,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m3.C11,0.6318997735838632,3,7,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m3.C11,0.6740486414910067,1,7,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m3.C11,0.6437081927301732,1,7,FALSE,clone-species,between co-clusters,0
m3.C13,m3.C12,0.5657467541815786,3,8,FALSE,clone-clone,between co-clusters,0
m3.Enterobacteriaceae,m3.C12,0.4765988966241529,5,8,FALSE,clone-species,between co-clusters,0
m3.Paenibacillaceae,m3.C12,0.7219580524092029,1,8,FALSE,clone-species,between co-clusters,0
m3.Ruminococcaceae,m3.C12,0.7165215478421487,1,8,FALSE,clone-species,between co-clusters,0
m4.C1,m3.C12,0.6483950654055166,1,8,FALSE,clone-clone,between co-clusters,0
m4.C2,m3.C12,0.7582851579898842,1,8,FALSE,clone-clone,between co-clusters,0
m4.C3,m3.C12,0.7126505303882844,1,8,FALSE,clone-clone,between co-clusters,0
m4.C4,m3.C12,0.6393828113078219,2,8,FALSE,clone-clone,between co-clusters,0.8888888888888888
m4.C5,m3.C12,0.6754493991880284,2,8,FALSE,clone-clone,between co-clusters,0
m4.C6,m3.C12,0.7097560195640656,2,8,FALSE,clone-clone,between co-clusters,0
m4.C7,m3.C12,0.5395409850901755,3,8,FALSE,clone-clone,between co-clusters,0.1111111111111111
m4.C8,m3.C12,0.6951904930656598,2,8,FALSE,clone-clone,between co-clusters,0
m4.C9,m3.C12,0.6658764985681691,4,8,FALSE,clone-clone,between co-clusters,0
m4.C10,m3.C12,0.6407462574078999,7,8,FALSE,clone-clone,between co-clusters,0
m4.C11,m3.C12,0.5943165883150364,3,8,FALSE,clone-clone,between co-clusters,0
m4.C12,m3.C12,0.4898555571038876,4,8,FALSE,clone-clone,between co-clusters,0
m4.C13,m3.C12,0.4755279208004132,3,8,FALSE,clone-clone,between co-clusters,0
m4.C14,m3.C12,0.512474639499412,3,8,FALSE,clone-clone,between co-clusters,0
m4.Enterobacteriaceae,m3.C12,0.4434999843216584,5,8,FALSE,clone-species,between co-clusters,0
m4.Paenibacillaceae,m3.C12,0.7281070728191243,1,8,FALSE,clone-species,between co-clusters,0
m5.C1,m3.C12,0.6784750470534866,1,8,FALSE,clone-clone,between co-clusters,0
m5.C2,m3.C12,0.6637966521058156,2,8,FALSE,clone-clone,between co-clusters,0
m5.C3,m3.C12,0.5578724717689618,1,8,FALSE,clone-clone,between co-clusters,0
m5.C4,m3.C12,0.7125741178712943,2,8,FALSE,clone-clone,between co-clusters,0
m5.C5,m3.C12,0.6287004283382212,2,8,FALSE,clone-clone,between co-clusters,0
m5.C6,m3.C12,0.4871131031611404,5,8,FALSE,clone-clone,between co-clusters,0
m5.C7,m3.C12,0.5667176974639678,5,8,FALSE,clone-clone,between co-clusters,0
m5.C8,m3.C12,0.5087561136447015,5,8,FALSE,clone-clone,between co-clusters,0
m5.C9,m3.C12,0.5010987912503406,5,8,FALSE,clone-clone,between co-clusters,0.1111111111111111
m5.Enterobacteriaceae,m3.C12,0.5805016495055475,3,8,FALSE,clone-species,between co-clusters,0
m5.Lactobacillaceae,m3.C12,0.7033694020571992,2,8,FALSE,clone-species,between co-clusters,0
m5.Paenibacillaceae,m3.C12,0.7433020491481489,1,8,FALSE,clone-species,between co-clusters,0
m6.C1,m3.C12,0.6588987895872438,1,8,FALSE,clone-clone,between co-clusters,0
m6.C2,m3.C12,0.6910293642444316,1,8,FALSE,clone-clone,between co-clusters,0
m6.C3,m3.C12,0.501146185243651,5,8,FALSE,clone-clone,between co-clusters,0
m6.C4,m3.C12,0.39481193425919314,5,8,FALSE,clone-clone,between co-clusters,0
m6.C5,m3.C12,0.5946501116668815,2,8,FALSE,clone-clone,between co-clusters,0
m6.C6,m3.C12,0.5526075844486187,5,8,FALSE,clone-clone,between co-clusters,0
m6.Enterobacteriaceae,m3.C12,0.5403753517183534,3,8,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m3.C12,0.660810727439624,1,8,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m3.C12,0.7038988933721724,1,8,FALSE,clone-species,between co-clusters,0
m7.C1,m3.C12,0.6537782005161199,1,8,FALSE,clone-clone,between co-clusters,0
m7.C2,m3.C12,0.6802352007998889,1,8,FALSE,clone-clone,between co-clusters,0
m7.C3,m3.C12,0.49614019599824766,3,8,FALSE,clone-clone,between co-clusters,0
m7.C4,m3.C12,0.4562040073267246,3,8,FALSE,clone-clone,between co-clusters,0
m7.C5,m3.C12,0.4239592851431969,3,8,FALSE,clone-clone,between co-clusters,0
m7.C6,m3.C12,0.5311292174959004,5,8,FALSE,clone-clone,between co-clusters,0
m7.C7,m3.C12,0.5335645937779268,5,8,FALSE,clone-clone,between co-clusters,0
m7.Enterobacteriaceae,m3.C12,0.5579533829963828,3,8,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m3.C12,0.6520132723249916,1,8,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m3.C12,0.7300498505373995,1,8,FALSE,clone-species,between co-clusters,0
m8.C1,m3.C12,0.6947770839389944,1,8,FALSE,clone-clone,between co-clusters,0
m8.C2,m3.C12,0.6587892369543387,1,8,FALSE,clone-clone,between co-clusters,0
m8.C3,m3.C12,0.4181109738130979,3,8,FALSE,clone-clone,between co-clusters,0
m8.C4,m3.C12,0.504721849638046,5,8,FALSE,clone-clone,between co-clusters,0
m8.C5,m3.C12,0.549692011571463,5,8,FALSE,clone-clone,between co-clusters,0
m8.C6,m3.C12,0.46444078644928344,5,8,FALSE,clone-clone,between co-clusters,0
m8.C7,m3.C12,0.4172437609027968,5,8,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m3.C12,0.5405088861560086,3,8,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m3.C12,0.6874995343887875,1,8,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m3.C12,0.6578222441408366,1,8,FALSE,clone-species,between co-clusters,0
m3.Enterobacteriaceae,m3.C13,0.40388693272243603,5,3,FALSE,clone-species,between co-clusters,0
m3.Paenibacillaceae,m3.C13,0.44172910821030353,1,3,FALSE,clone-species,between co-clusters,0
m3.Ruminococcaceae,m3.C13,0.6066263523419739,1,3,FALSE,clone-species,between co-clusters,0
m4.C1,m3.C13,0.6342706352868144,1,3,FALSE,clone-clone,between co-clusters,0
m4.C2,m3.C13,0.6440394709908288,1,3,FALSE,clone-clone,between co-clusters,0
m4.C3,m3.C13,0.6555984759036619,1,3,FALSE,clone-clone,between co-clusters,0
m4.C4,m3.C13,0.28424292371968407,2,3,FALSE,clone-clone,between co-clusters,0.125
m4.C5,m3.C13,0.5497346098489029,2,3,FALSE,clone-clone,between co-clusters,0.125
m4.C6,m3.C13,0.3957474265341494,2,3,FALSE,clone-clone,between co-clusters,0.125
m4.C7,m3.C13,0.2808863945738137,3,3,TRUE,clone-clone,within co-cluster,0
m4.C8,m3.C13,0.4768869085078328,2,3,FALSE,clone-clone,between co-clusters,0
m4.C9,m3.C13,0.3800319561245461,4,3,FALSE,clone-clone,between co-clusters,0.125
m4.C10,m3.C13,0.23907165712820588,7,3,FALSE,clone-clone,between co-clusters,0
m4.C11,m3.C13,0.3217875045557419,3,3,TRUE,clone-clone,within co-cluster,0
m4.C12,m3.C13,0.5563686240485797,4,3,FALSE,clone-clone,between co-clusters,0
m4.C13,m3.C13,0.3012869491084835,3,3,TRUE,clone-clone,within co-cluster,0
m4.C14,m3.C13,0.3578055479425044,3,3,TRUE,clone-clone,within co-cluster,0.25
m4.Enterobacteriaceae,m3.C13,0.44238722871318403,5,3,FALSE,clone-species,between co-clusters,0
m4.Paenibacillaceae,m3.C13,0.4979876376793353,1,3,FALSE,clone-species,between co-clusters,0
m5.C1,m3.C13,0.7005511149737116,1,3,FALSE,clone-clone,between co-clusters,0
m5.C2,m3.C13,0.41629336397244865,2,3,FALSE,clone-clone,between co-clusters,0
m5.C3,m3.C13,0.45242359307907976,1,3,FALSE,clone-clone,between co-clusters,0
m5.C4,m3.C13,0.4406132719178475,2,3,FALSE,clone-clone,between co-clusters,0
m5.C5,m3.C13,0.2816976843835707,2,3,FALSE,clone-clone,between co-clusters,0
m5.C6,m3.C13,0.2622720301526541,5,3,FALSE,clone-clone,between co-clusters,0
m5.C7,m3.C13,0.36612811934195266,5,3,FALSE,clone-clone,between co-clusters,0
m5.C8,m3.C13,0.4881747688236143,5,3,FALSE,clone-clone,between co-clusters,0
m5.C9,m3.C13,0.3319248756227844,5,3,FALSE,clone-clone,between co-clusters,0
m5.Enterobacteriaceae,m3.C13,0.4009354868324124,3,3,TRUE,clone-species,within co-cluster,0
m5.Lactobacillaceae,m3.C13,0.30069880080414835,2,3,FALSE,clone-species,between co-clusters,0
m5.Paenibacillaceae,m3.C13,0.5130470901966768,1,3,FALSE,clone-species,between co-clusters,0
m6.C1,m3.C13,0.5675960904614095,1,3,FALSE,clone-clone,between co-clusters,0
m6.C2,m3.C13,0.5806478384748648,1,3,FALSE,clone-clone,between co-clusters,0
m6.C3,m3.C13,0.32538793054404613,5,3,FALSE,clone-clone,between co-clusters,0
m6.C4,m3.C13,0.4258216646823235,5,3,FALSE,clone-clone,between co-clusters,0
m6.C5,m3.C13,0.22885130080147442,2,3,FALSE,clone-clone,between co-clusters,0
m6.C6,m3.C13,0.35156560062740405,5,3,FALSE,clone-clone,between co-clusters,0.125
m6.Enterobacteriaceae,m3.C13,0.42031863322896934,3,3,TRUE,clone-species,within co-cluster,0
m6.Lactobacillaceae,m3.C13,0.45787945125148644,1,3,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m3.C13,0.5264517048592063,1,3,FALSE,clone-species,between co-clusters,0
m7.C1,m3.C13,0.5669856552739378,1,3,FALSE,clone-clone,between co-clusters,0
m7.C2,m3.C13,0.6444687386308563,1,3,FALSE,clone-clone,between co-clusters,0
m7.C3,m3.C13,0.22274055903407097,3,3,TRUE,clone-clone,within co-cluster,0
m7.C4,m3.C13,0.3182371991481495,3,3,TRUE,clone-clone,within co-cluster,0
m7.C5,m3.C13,0.270059905831906,3,3,TRUE,clone-clone,within co-cluster,0
m7.C6,m3.C13,0.3482150882961076,5,3,FALSE,clone-clone,between co-clusters,0.125
m7.C7,m3.C13,0.34099922710400354,5,3,FALSE,clone-clone,between co-clusters,0
m7.Enterobacteriaceae,m3.C13,0.427183485380056,3,3,TRUE,clone-species,within co-cluster,0
m7.Lactobacillaceae,m3.C13,0.589959176994714,1,3,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m3.C13,0.467376960453479,1,3,FALSE,clone-species,between co-clusters,0
m8.C1,m3.C13,0.5755074973702774,1,3,FALSE,clone-clone,between co-clusters,0
m8.C2,m3.C13,0.5567966317652798,1,3,FALSE,clone-clone,between co-clusters,0
m8.C3,m3.C13,0.32323723776948,3,3,TRUE,clone-clone,within co-cluster,0
m8.C4,m3.C13,0.3404812823590613,5,3,FALSE,clone-clone,between co-clusters,0
m8.C5,m3.C13,0.3389928905189654,5,3,FALSE,clone-clone,between co-clusters,0.125
m8.C6,m3.C13,0.4127389430357341,5,3,FALSE,clone-clone,between co-clusters,0
m8.C7,m3.C13,0.4981150053732487,5,3,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m3.C13,0.4590187239988073,3,3,TRUE,clone-species,within co-cluster,0
m8.Lactobacillaceae,m3.C13,0.5388844563070772,1,3,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m3.C13,0.6910401935866315,1,3,FALSE,clone-species,between co-clusters,0
m3.Paenibacillaceae,m3.Enterobacteriaceae,0.5167598130801068,1,5,FALSE,species-species,between co-clusters,0
m3.Ruminococcaceae,m3.Enterobacteriaceae,0.5457402888072969,1,5,FALSE,species-species,between co-clusters,0
m4.C1,m3.Enterobacteriaceae,0.46575225302241385,1,5,FALSE,clone-species,between co-clusters,0
m4.C2,m3.Enterobacteriaceae,0.5049625894203856,1,5,FALSE,clone-species,between co-clusters,0
m4.C3,m3.Enterobacteriaceae,0.5436576373531911,1,5,FALSE,clone-species,between co-clusters,0
m4.C4,m3.Enterobacteriaceae,0.6067447160526503,2,5,FALSE,clone-species,between co-clusters,0
m4.C5,m3.Enterobacteriaceae,0.6448521829874971,2,5,FALSE,clone-species,between co-clusters,0
m4.C6,m3.Enterobacteriaceae,0.5734518308517322,2,5,FALSE,clone-species,between co-clusters,0
m4.C7,m3.Enterobacteriaceae,0.3618062743699231,3,5,FALSE,clone-species,between co-clusters,0
m4.C8,m3.Enterobacteriaceae,0.5591542601085016,2,5,FALSE,clone-species,between co-clusters,0
m4.C9,m3.Enterobacteriaceae,0.6779029086177879,4,5,FALSE,clone-species,between co-clusters,0
m4.C10,m3.Enterobacteriaceae,0.6066000401056932,7,5,FALSE,clone-species,between co-clusters,0
m4.C11,m3.Enterobacteriaceae,0.3539973798733499,3,5,FALSE,clone-species,between co-clusters,0
m4.C12,m3.Enterobacteriaceae,0.5478093957027332,4,5,FALSE,clone-species,between co-clusters,0
m4.C13,m3.Enterobacteriaceae,0.3951023190604095,3,5,FALSE,clone-species,between co-clusters,0
m4.C14,m3.Enterobacteriaceae,0.3274249481038888,3,5,FALSE,clone-species,between co-clusters,0
m4.Enterobacteriaceae,m3.Enterobacteriaceae,0.018068322322029484,5,5,TRUE,species-species,within co-cluster,0
m4.Paenibacillaceae,m3.Enterobacteriaceae,0.458591792455757,1,5,FALSE,species-species,between co-clusters,0
m5.C1,m3.Enterobacteriaceae,0.4938886090865974,1,5,FALSE,clone-species,between co-clusters,0
m5.C2,m3.Enterobacteriaceae,0.5064192980462959,2,5,FALSE,clone-species,between co-clusters,0
m5.C3,m3.Enterobacteriaceae,0.5734137992800428,1,5,FALSE,clone-species,between co-clusters,0
m5.C4,m3.Enterobacteriaceae,0.5115778560038388,2,5,FALSE,clone-species,between co-clusters,0
m5.C5,m3.Enterobacteriaceae,0.4396867265035751,2,5,FALSE,clone-species,between co-clusters,0
m5.C6,m3.Enterobacteriaceae,0.22625298472497135,5,5,TRUE,clone-species,within co-cluster,0
m5.C7,m3.Enterobacteriaceae,0.20511048452640768,5,5,TRUE,clone-species,within co-cluster,0
m5.C8,m3.Enterobacteriaceae,0.29618375196763236,5,5,TRUE,clone-species,within co-cluster,0
m5.C9,m3.Enterobacteriaceae,0.20670880057695618,5,5,TRUE,clone-species,within co-cluster,0
m5.Enterobacteriaceae,m3.Enterobacteriaceae,0.6350137807652185,3,5,FALSE,species-species,between co-clusters,0
m5.Lactobacillaceae,m3.Enterobacteriaceae,0.5971367283635838,2,5,FALSE,species-species,between co-clusters,0
m5.Paenibacillaceae,m3.Enterobacteriaceae,0.47906279223967263,1,5,FALSE,species-species,between co-clusters,0
m6.C1,m3.Enterobacteriaceae,0.5077635758162582,1,5,FALSE,clone-species,between co-clusters,0
m6.C2,m3.Enterobacteriaceae,0.5267067744417482,1,5,FALSE,clone-species,between co-clusters,0
m6.C3,m3.Enterobacteriaceae,0.142061963643344,5,5,TRUE,clone-species,within co-cluster,0
m6.C4,m3.Enterobacteriaceae,0.2321782404051813,5,5,TRUE,clone-species,within co-cluster,0
m6.C5,m3.Enterobacteriaceae,0.5624020286796951,2,5,FALSE,clone-species,between co-clusters,0
m6.C6,m3.Enterobacteriaceae,0.15342233209310063,5,5,TRUE,clone-species,within co-cluster,0
m6.Enterobacteriaceae,m3.Enterobacteriaceae,0.6104152937543674,3,5,FALSE,species-species,between co-clusters,0
m6.Lactobacillaceae,m3.Enterobacteriaceae,0.49409284205136317,1,5,FALSE,species-species,between co-clusters,0
m6.Paenibacillaceae,m3.Enterobacteriaceae,0.48603746810497916,1,5,FALSE,species-species,between co-clusters,0
m7.C1,m3.Enterobacteriaceae,0.4961935524732205,1,5,FALSE,clone-species,between co-clusters,0
m7.C2,m3.Enterobacteriaceae,0.5141348000153035,1,5,FALSE,clone-species,between co-clusters,0
m7.C3,m3.Enterobacteriaceae,0.5078803079685871,3,5,FALSE,clone-species,between co-clusters,0
m7.C4,m3.Enterobacteriaceae,0.3622738243697453,3,5,FALSE,clone-species,between co-clusters,0
m7.C5,m3.Enterobacteriaceae,0.510978923139656,3,5,FALSE,clone-species,between co-clusters,0
m7.C6,m3.Enterobacteriaceae,0.11516065434393474,5,5,TRUE,clone-species,within co-cluster,0
m7.C7,m3.Enterobacteriaceae,0.1470373731161222,5,5,TRUE,clone-species,within co-cluster,0
m7.Enterobacteriaceae,m3.Enterobacteriaceae,0.6535976654263056,3,5,FALSE,species-species,between co-clusters,0
m7.Lactobacillaceae,m3.Enterobacteriaceae,0.5792241240067516,1,5,FALSE,species-species,between co-clusters,0
m7.Paenibacillaceae,m3.Enterobacteriaceae,0.4749188701596345,1,5,FALSE,species-species,between co-clusters,0
m8.C1,m3.Enterobacteriaceae,0.5040918204485527,1,5,FALSE,clone-species,between co-clusters,0
m8.C2,m3.Enterobacteriaceae,0.501995723767106,1,5,FALSE,clone-species,between co-clusters,0
m8.C3,m3.Enterobacteriaceae,0.4629691164519486,3,5,FALSE,clone-species,between co-clusters,0
m8.C4,m3.Enterobacteriaceae,0.14067393034373965,5,5,TRUE,clone-species,within co-cluster,0
m8.C5,m3.Enterobacteriaceae,0.120663407074317,5,5,TRUE,clone-species,within co-cluster,0
m8.C6,m3.Enterobacteriaceae,0.12309016285162144,5,5,TRUE,clone-species,within co-cluster,0
m8.C7,m3.Enterobacteriaceae,0.1815676047150725,5,5,TRUE,clone-species,within co-cluster,0
m8.Enterobacteriaceae,m3.Enterobacteriaceae,0.679674718992805,3,5,FALSE,species-species,between co-clusters,0
m8.Lactobacillaceae,m3.Enterobacteriaceae,0.536869621756897,1,5,FALSE,species-species,between co-clusters,0
m8.Paenibacillaceae,m3.Enterobacteriaceae,0.49175255646535554,1,5,FALSE,species-species,between co-clusters,0
m3.Ruminococcaceae,m3.Paenibacillaceae,0.10680882462775776,1,1,TRUE,species-species,within co-cluster,0
m4.C1,m3.Paenibacillaceae,0.28808689881101,1,1,TRUE,clone-species,within co-cluster,0
m4.C2,m3.Paenibacillaceae,0.12365699436692668,1,1,TRUE,clone-species,within co-cluster,0
m4.C3,m3.Paenibacillaceae,0.2565760287519827,1,1,TRUE,clone-species,within co-cluster,0
m4.C4,m3.Paenibacillaceae,0.40448047874152004,2,1,FALSE,clone-species,between co-clusters,0
m4.C5,m3.Paenibacillaceae,0.6145318026681559,2,1,FALSE,clone-species,between co-clusters,0
m4.C6,m3.Paenibacillaceae,0.44110595786816187,2,1,FALSE,clone-species,between co-clusters,0
m4.C7,m3.Paenibacillaceae,0.5143531933636885,3,1,FALSE,clone-species,between co-clusters,0
m4.C8,m3.Paenibacillaceae,0.48275173165464846,2,1,FALSE,clone-species,between co-clusters,0
m4.C9,m3.Paenibacillaceae,0.6351678255081932,4,1,FALSE,clone-species,between co-clusters,0
m4.C10,m3.Paenibacillaceae,0.5553625087960636,7,1,FALSE,clone-species,between co-clusters,0
m4.C11,m3.Paenibacillaceae,0.5511667343497333,3,1,FALSE,clone-species,between co-clusters,0
m4.C12,m3.Paenibacillaceae,0.6369290085214507,4,1,FALSE,clone-species,between co-clusters,0
m4.C13,m3.Paenibacillaceae,0.6070864337740505,3,1,FALSE,clone-species,between co-clusters,0
m4.C14,m3.Paenibacillaceae,0.5033520244150282,3,1,FALSE,clone-species,between co-clusters,0
m4.Enterobacteriaceae,m3.Paenibacillaceae,0.529026456321813,5,1,FALSE,species-species,between co-clusters,0
m4.Paenibacillaceae,m3.Paenibacillaceae,0.044851902906266616,1,1,TRUE,species-species,within co-cluster,0
m5.C1,m3.Paenibacillaceae,0.20915678611545152,1,1,TRUE,clone-species,within co-cluster,0
m5.C2,m3.Paenibacillaceae,0.279652980661823,2,1,FALSE,clone-species,between co-clusters,0
m5.C3,m3.Paenibacillaceae,0.1709747200154218,1,1,TRUE,clone-species,within co-cluster,0
m5.C4,m3.Paenibacillaceae,0.3068290628737034,2,1,FALSE,clone-species,between co-clusters,0
m5.C5,m3.Paenibacillaceae,0.3698150020836516,2,1,FALSE,clone-species,between co-clusters,0
m5.C6,m3.Paenibacillaceae,0.5534368032797806,5,1,FALSE,clone-species,between co-clusters,0
m5.C7,m3.Paenibacillaceae,0.5288266827665833,5,1,FALSE,clone-species,between co-clusters,0
m5.C8,m3.Paenibacillaceae,0.6372042489469277,5,1,FALSE,clone-species,between co-clusters,0
m5.C9,m3.Paenibacillaceae,0.5737501596231153,5,1,FALSE,clone-species,between co-clusters,0
m5.Enterobacteriaceae,m3.Paenibacillaceae,0.5786890671016061,3,1,FALSE,species-species,between co-clusters,0
m5.Lactobacillaceae,m3.Paenibacillaceae,0.32734511638232544,2,1,FALSE,species-species,between co-clusters,0
m5.Paenibacillaceae,m3.Paenibacillaceae,0.03685503935268852,1,1,TRUE,species-species,within co-cluster,0
m6.C1,m3.Paenibacillaceae,0.3515905110198012,1,1,TRUE,clone-species,within co-cluster,0
m6.C2,m3.Paenibacillaceae,0.12696991151081494,1,1,TRUE,clone-species,within co-cluster,0
m6.C3,m3.Paenibacillaceae,0.5527467056326646,5,1,FALSE,clone-species,between co-clusters,0
m6.C4,m3.Paenibacillaceae,0.6278814214811448,5,1,FALSE,clone-species,between co-clusters,0
m6.C5,m3.Paenibacillaceae,0.30690184303042745,2,1,FALSE,clone-species,between co-clusters,0
m6.C6,m3.Paenibacillaceae,0.5677771015142675,5,1,FALSE,clone-species,between co-clusters,0
m6.Enterobacteriaceae,m3.Paenibacillaceae,0.570858960093967,3,1,FALSE,species-species,between co-clusters,0
m6.Lactobacillaceae,m3.Paenibacillaceae,0.1580105779817057,1,1,TRUE,species-species,within co-cluster,0
m6.Paenibacillaceae,m3.Paenibacillaceae,0.08978837865500855,1,1,TRUE,species-species,within co-cluster,0
m7.C1,m3.Paenibacillaceae,0.34623808227100095,1,1,TRUE,clone-species,within co-cluster,0
m7.C2,m3.Paenibacillaceae,0.14730936607538014,1,1,TRUE,clone-species,within co-cluster,0
m7.C3,m3.Paenibacillaceae,0.3886904875108772,3,1,FALSE,clone-species,between co-clusters,0
m7.C4,m3.Paenibacillaceae,0.4603576464247914,3,1,FALSE,clone-species,between co-clusters,0
m7.C5,m3.Paenibacillaceae,0.4297955791685658,3,1,FALSE,clone-species,between co-clusters,0
m7.C6,m3.Paenibacillaceae,0.5559480766063503,5,1,FALSE,clone-species,between co-clusters,0
m7.C7,m3.Paenibacillaceae,0.5602329131714292,5,1,FALSE,clone-species,between co-clusters,0
m7.Enterobacteriaceae,m3.Paenibacillaceae,0.5911531172317134,3,1,FALSE,species-species,between co-clusters,0
m7.Lactobacillaceae,m3.Paenibacillaceae,0.2767945447100584,1,1,TRUE,species-species,within co-cluster,0
m7.Paenibacillaceae,m3.Paenibacillaceae,0.062323799954125736,1,1,TRUE,species-species,within co-cluster,0
m8.C1,m3.Paenibacillaceae,0.1112035769221218,1,1,TRUE,clone-species,within co-cluster,0
m8.C2,m3.Paenibacillaceae,0.37351898052014243,1,1,TRUE,clone-species,within co-cluster,0
m8.C3,m3.Paenibacillaceae,0.4678441882680763,3,1,FALSE,clone-species,between co-clusters,0
m8.C4,m3.Paenibacillaceae,0.5638495123105787,5,1,FALSE,clone-species,between co-clusters,0
m8.C5,m3.Paenibacillaceae,0.5441721586490259,5,1,FALSE,clone-species,between co-clusters,0
m8.C6,m3.Paenibacillaceae,0.5763053657053756,5,1,FALSE,clone-species,between co-clusters,0
m8.C7,m3.Paenibacillaceae,0.5961402879864932,5,1,FALSE,clone-species,between co-clusters,0
m8.Enterobacteriaceae,m3.Paenibacillaceae,0.6076921260873678,3,1,FALSE,species-species,between co-clusters,0
m8.Lactobacillaceae,m3.Paenibacillaceae,0.1820347046925711,1,1,TRUE,species-species,within co-cluster,0
m8.Paenibacillaceae,m3.Paenibacillaceae,0.2409681028238041,1,1,TRUE,species-species,within co-cluster,0
m4.C1,m3.Ruminococcaceae,0.1822001463167221,1,1,TRUE,clone-species,within co-cluster,0
m4.C2,m3.Ruminococcaceae,0.049286819335001564,1,1,TRUE,clone-species,within co-cluster,0
m4.C3,m3.Ruminococcaceae,0.10866709945978825,1,1,TRUE,clone-species,within co-cluster,0
m4.C4,m3.Ruminococcaceae,0.6470318119152567,2,1,FALSE,clone-species,between co-clusters,0
m4.C5,m3.Ruminococcaceae,0.7459182466533598,2,1,FALSE,clone-species,between co-clusters,0
m4.C6,m3.Ruminococcaceae,0.661948069835544,2,1,FALSE,clone-species,between co-clusters,0
m4.C7,m3.Ruminococcaceae,0.5738957985209872,3,1,FALSE,clone-species,between co-clusters,0
m4.C8,m3.Ruminococcaceae,0.5307873174850112,2,1,FALSE,clone-species,between co-clusters,0
m4.C9,m3.Ruminococcaceae,0.6909179666723642,4,1,FALSE,clone-species,between co-clusters,0
m4.C10,m3.Ruminococcaceae,0.5593393845672759,7,1,FALSE,clone-species,between co-clusters,0
m4.C11,m3.Ruminococcaceae,0.533862721561293,3,1,FALSE,clone-species,between co-clusters,0
m4.C12,m3.Ruminococcaceae,0.6600351596621429,4,1,FALSE,clone-species,between co-clusters,0
m4.C13,m3.Ruminococcaceae,0.6157256541438911,3,1,FALSE,clone-species,between co-clusters,0
m4.C14,m3.Ruminococcaceae,0.5589008004864109,3,1,FALSE,clone-species,between co-clusters,0
m4.Enterobacteriaceae,m3.Ruminococcaceae,0.5186823255136601,5,1,FALSE,species-species,between co-clusters,0
m4.Paenibacillaceae,m3.Ruminococcaceae,0.1077485318227811,1,1,TRUE,species-species,within co-cluster,0
m5.C1,m3.Ruminococcaceae,0.14400652061810848,1,1,TRUE,clone-species,within co-cluster,0
m5.C2,m3.Ruminococcaceae,0.5192482529567088,2,1,FALSE,clone-species,between co-clusters,0
m5.C3,m3.Ruminococcaceae,0.3725150399589888,1,1,TRUE,clone-species,within co-cluster,0
m5.C4,m3.Ruminococcaceae,0.5075867196810433,2,1,FALSE,clone-species,between co-clusters,0
m5.C5,m3.Ruminococcaceae,0.5420258647773561,2,1,FALSE,clone-species,between co-clusters,0
m5.C6,m3.Ruminococcaceae,0.552552723711256,5,1,FALSE,clone-species,between co-clusters,0
m5.C7,m3.Ruminococcaceae,0.5605755676553684,5,1,FALSE,clone-species,between co-clusters,0
m5.C8,m3.Ruminococcaceae,0.5819113212661178,5,1,FALSE,clone-species,between co-clusters,0
m5.C9,m3.Ruminococcaceae,0.5700702519656438,5,1,FALSE,clone-species,between co-clusters,0
m5.Enterobacteriaceae,m3.Ruminococcaceae,0.7364851896826353,3,1,FALSE,species-species,between co-clusters,0
m5.Lactobacillaceae,m3.Ruminococcaceae,0.5774011000010358,2,1,FALSE,species-species,between co-clusters,0
m5.Paenibacillaceae,m3.Ruminococcaceae,0.11245665576778396,1,1,TRUE,species-species,within co-cluster,0
m6.C1,m3.Ruminococcaceae,0.30910687102963985,1,1,TRUE,clone-species,within co-cluster,0
m6.C2,m3.Ruminococcaceae,0.19486201933546488,1,1,TRUE,clone-species,within co-cluster,0
m6.C3,m3.Ruminococcaceae,0.542938389505681,5,1,FALSE,clone-species,between co-clusters,0
m6.C4,m3.Ruminococcaceae,0.5452071844597541,5,1,FALSE,clone-species,between co-clusters,0
m6.C5,m3.Ruminococcaceae,0.5471543421866106,2,1,FALSE,clone-species,between co-clusters,0
m6.C6,m3.Ruminococcaceae,0.5723001070556004,5,1,FALSE,clone-species,between co-clusters,0
