cluster,time,loess_value
1,1,-5.831772040683979
1,1.1,-5.7783685617286125
1,1.2,-5.7007970849978244
1,1.3,-5.6060741259748
1,1.4,-5.5012162001427285
1,1.5,-5.393239822984796
1,1.6,-5.28916150998419
1,1.7000000000000002,-5.195997776624096
1,1.8,-5.1207651383877035
1,1.9,-5.070480110758197
1,2,-5.052159209218764
1,2.1,-5.07548320697903
1,2.2,-5.1387912008997505
1,2.3,-5.2320871919408125
1,2.4000000000000004,-5.345375181062103
1,2.5,-5.468659169223505
1,2.6,-5.591943157384909
1,2.7,-5.7052311465062
1,2.8,-5.798527137547261
1,2.9000000000000004,-5.8618351314679815
1,3,-5.8851591292282475
1,3.1,-5.858812465409226
1,3.2,-5.787300092186167
1,3.3000000000000003,-5.681913436910081
1,3.4000000000000004,-5.553943926931979
1,3.5,-5.414682989602865
1,3.6,-5.275422052273752
1,3.7,-5.147452542295649
1,3.8000000000000003,-5.042065887019564
1,3.9000000000000004,-4.970553513796505
1,4,-4.944206849977483
1,4.1,-4.907126143589171
1,4.2,-4.806478511963751
1,4.300000000000001,-4.658155686410501
1,4.4,-4.478049398238699
1,4.5,-4.282051378757619
1,4.6,-4.086053359276541
1,4.7,-3.9059470711047366
1,4.800000000000001,-3.757624245551486
1,4.9,-3.656976613926067
1,5,-3.6198959075377553
1,5.1000000000000005,-3.6399140245668677
1,5.2,-3.694248913645886
1,5.3,-3.774321381762335
1,5.4,-3.8715522359037378
1,5.5,-3.977362283057616
1,5.6000000000000005,-4.083172330211496
1,5.7,-4.1804031843528975
1,5.800000000000001,-4.260475652469347
1,5.9,-4.314810541548365
1,6,-4.334828658577477
1,6.1000000000000005,-4.319153093245996
1,6.2,-4.276605130203406
1,6.300000000000001,-4.213902868877484
1,6.4,-4.1377644086960075
1,6.5,-4.054907849086753
1,6.6000000000000005,-3.972051289477499
1,6.7,-3.895912829296022
1,6.800000000000001,-3.8332105679700996
1,6.9,-3.79066260492751
1,7,-3.7749870395960294
1,7.1000000000000005,-3.7656490814693635
1,7.2,-3.740303195125555
1,7.300000000000001,-3.7029513626188906
1,7.4,-3.657595566003656
1,7.5,-3.6082377873341347
1,7.6000000000000005,-3.558880008664614
1,7.7,-3.5135242120493784
1,7.800000000000001,-3.4761723795427137
1,7.9,-3.450826493198906
1,8,-3.44148853507224
1,8.100000000000001,-3.4385031315600267
1,8.2,-3.4303998934554487
1,8.3,-3.418458279406596
1,8.4,-3.4039577480615617
1,8.5,-3.3881777580684354
1,8.600000000000001,-3.372397768075309
1,8.7,-3.3578972367302744
1,8.8,-3.345955622681422
1,8.9,-3.337852384576844
1,9,-3.3348669810646308
1,9.1,-3.336273434516699
1,9.200000000000001,-3.340090951029455
1,9.3,-3.3457167648377273
1,9.4,-3.352548110176344
1,9.5,-3.359982221280132
1,9.6,-3.367416332383921
1,9.700000000000001,-3.3742476777225368
1,9.8,-3.3798734915308093
1,9.9,-3.383691008043565
1,10,-3.3850974614956333
1,10.1,-3.3802577366954982
1,10.200000000000001,-3.3671213408094167
1,10.3,-3.3477624416088756
1,10.4,-3.324255206865362
1,10.5,-3.2986738043503614
1,10.600000000000001,-3.2730924018353598
1,10.700000000000001,-3.2495851670918467
1,10.8,-3.2302262678913056
1,10.9,-3.217089872005224
1,11,-3.212250147205089
1,11.100000000000001,-3.21039872913555
1,11.200000000000001,-3.2053734515182306
1,11.3,-3.1979677792400745
1,11.4,-3.188975177188029
1,11.5,-3.1791891102490375
1,11.600000000000001,-3.169403043310046
1,11.700000000000001,-3.160410441258
1,11.8,-3.153004768979844
1,11.9,-3.1479794913625243
1,12,-3.1461280732929855
1,12.100000000000001,-3.148009810692852
1,12.200000000000001,-3.1531745793009964
1,12.3,-3.1609017137302358
1,12.4,-3.170470548593387
1,12.5,-3.181160418503267
1,12.600000000000001,-3.1922506580726933
1,12.700000000000001,-3.203020601914483
1,12.8,-3.2127495846414527
1,12.9,-3.2207169408664194
1,13,-3.2262020052022002
1,13.100000000000001,-3.230041635852507
1,13.200000000000001,-3.2335558020480564
