ID,2,6,4,17,5,1,8,10,7,19,11,3,12,9,13,mean,points
28,1.073700134312303e-4,0.001441073822111194,4.2628571800249116e-4,4.38187052918478e-4,9.755372102688957e-4,2.241640809339931e-7,5.457599746592895e-4,1.1180597544093482e-4,9.150841287021549e-4,3.4398694748465937e-4,2.4034258189620095e-4,1.0399165726264702e-4,3.552373030900267e-4,3.6615457273101717e-4,3.7235196692336965e-4,4.4955953926690157e-4,15
227,3.193160250742909e-5,0.003230816827651401,8.500697592561414e-4,6.402914539624488e-4,0.002062121185260475,0,7.298436197751012e-4,3.324756638112009e-4,0.0013302401622779464,4.5353693076002856e-4,3.4829507425826554e-4,4.521376402723784e-6,5.343349895835602e-4,4.964285154500528e-4,5.898752975272122e-4,7.756521638989325e-4,14
234,5.432363876576373e-4,2.4679302337840695e-5,2.964486947376479e-4,3.5302078784973054e-6,2.092899113398691e-5,0,4.933130122990723e-6,2.942262511603548e-7,1.0218060990470711e-5,0,0,2.734102907058853e-4,1.1563364142975889e-5,1.6444836950726386e-5,0,8.037916619398796e-5,11
272,8.102644136260131e-5,8.608140655438834e-5,3.777531890749775e-5,2.0298695301359505e-5,1.1252410527331785e-4,0,5.8159007765785367e-5,1.5888217562659157e-5,5.033341154565202e-5,1.2415664771208511e-5,1.9217916222697215e-5,0,3.4152261538556695e-5,2.7750662354350776e-5,1.6355137639386661e-6,3.7150574861600876e-5,13
376,1.6804005819534557e-4,3.020746606151701e-5,6.129108034660232e-5,4.412759848121632e-6,2.831569388715876e-5,0,4.933130122990723e-6,2.942262511603548e-7,6.055147253612274e-6,0,1.5421784623152085e-5,1.6223762386244163e-4,1.021878691704846e-5,0,0,3.276185049127672e-5,11
456,3.871706804025777e-5,0.0016067212994027805,4.392944370964639e-4,5.129833323441397e-4,0.0011341050960369846,2.241640809339931e-7,5.691274331366139e-4,1.3769788554304603e-4,8.776179050704289e-4,3.936496065694934e-4,1.973988431763467e-4,1.6250358718024893e-4,4.3429844397455954e-4,1.4954523602066808e-4,5.773363586703491e-4,4.82081379756221e-4,15
718,3.8317923008914904e-5,1.7709867357634484e-4,4.3279007754947756e-5,5.207056620783525e-5,2.2110863574494405e-4,0,1.6461076305137465e-4,2.1772742585866253e-5,1.5024334123025455e-4,1.0297698427884706e-4,2.230227314732763e-5,7.393780235042423e-5,7.55652400971215e-5,6.038338567844845e-5,9.267911328985774e-5,8.642309680016726e-5,14
754,7.22452506730583e-5,1.2813493773806888e-4,0,4.368632249640415e-5,1.433020334115339e-4,0,4.777347066475227e-5,4.678197393449641e-5,6.282215275622733e-5,9.78646517259965e-5,4.697712854437096e-5,0,2.8505037189661492e-5,6.166813856522394e-5,4.034267284382043e-5,5.4673584702907636e-5,12
1018,0.0010258027305511594,0.06147890620542301,0.017057933079646634,0.02182043553498425,0.03920418619218428,4.931609780547848e-5,0.01736072345651446,0.007806410895786533,0.027919148646296143,0.0151617176853111,0.00890999538058236,8.337950013258272e-4,0.0167120192564972,0.010698137288179579,0.01905973223368657,0.017673217312318305,15
