window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse,lag_strength,delta_strength
10,C14,C10,-0.17873640063398244,0.12566457499515776,C14→C10,antagonism,C-C,m4,-0.3356851930589427,0.15694879242496024
10,C14,C12,-0.1886733731925547,-0.18508693862501072,C14→C12,competition,C-C,m4,-0.3604853693447104,0.17181199615215573
11,C14,C12,-0.26513496091075894,-0.32331504772101544,C14→C12,competition,C-C,m4,-0.1886733731925547,-0.07646158771820424
5,C14,C13,-0.5771960753295634,-0.9607708258972898,C14→C13,competition,C-C,m4,-0.7941012129647328,0.2169051376351694
6,C14,C13,-0.4367615359498765,-0.8078873590017386,C14→C13,competition,C-C,m4,-0.5771960753295634,0.14043453937968692
10,C14,C13,-0.00963445935347542,-0.39063900835556126,C14→C13,competition,C-C,m4,-0.2070941053905259,0.19745964603705046
11,C14,C13,-0.11023305175843028,-0.4384849828855043,C14→C13,competition,C-C,m4,-0.00963445935347542,-0.10059859240495486
10,C14,C14,-0.22228429876141048,-0.22228429876141048,C14→C14,competition,C-C,m4,-0.42408657972576014,0.20180228096434966
11,C14,C14,-0.33351070285462825,-0.33351070285462825,C14→C14,competition,C-C,m4,-0.22228429876141048,-0.11122640409321777
7,C14,Paenibacillaceae,0.03741309352288809,0.07267537598717162,C14→Paenibacillaceae,mutualism,C-focal,m4,0.1490931871062978,-0.1116800935834097
8,C14,Paenibacillaceae,-0.1524541793683483,0.06289678365021824,C14→Paenibacillaceae,antagonism,C-focal,m4,0.03741309352288809,-0.1898672728912364
10,C14,Paenibacillaceae,-0.5734912981616479,0.07875926985002416,C14→Paenibacillaceae,antagonism,C-focal,m4,-0.2189673888588989,-0.354523909302749
11,C14,Paenibacillaceae,-0.322563054242695,0.09814817504136111,C14→Paenibacillaceae,antagonism,C-focal,m4,-0.5734912981616479,0.2509282439189529
8,C1,Paenibacillaceae,-0.16793463048864643,0.5407123000718053,C1→Paenibacillaceae,antagonism,C-focal,m4,-0.07592879712780422,-0.09200583336084221
4,C3,C4,0.12952925395198558,-0.30368419477888414,C3→C4,antagonism,C-C,m4,-0.6422905659504626,0.7718198199024482
8,C3,Paenibacillaceae,-0.12174081200272004,0.22174798522116831,C3→Paenibacillaceae,antagonism,C-focal,m4,0.03369410480786963,-0.15543491681058966
3,C4,C10,0.3732356927755983,0.11645491190768688,C4→C10,mutualism,C-C,m4,-0.13325758434221788,0.5064932771178162
3,C4,C13,-0.449555395997021,-0.9731126557495812,C4→C13,competition,C-C,m4,-1.1647831485600555,0.7152277525630345
3,C4,C14,-0.2807472714795582,-0.734547179812222,C4→C14,competition,C-C,m4,-1.0508815827875724,0.7701343113080141
3,C4,C4,0.13206342229037646,0.13206342229037646,C4→C4,mutualism,C-C,m4,-0.4936083295245264,0.6256717518149029
4,C4,C4,-0.42838527223254014,-0.42838527223254014,C4→C4,competition,C-C,m4,0.13206342229037646,-0.5604486945229166
5,C4,C6,-0.7454099914756224,0.188584443796673,C4→C6,antagonism,C-C,m4,-0.4051152681744627,-0.3402947233011597
3,C4,C7,-0.2225458771363322,-0.55576260925961,C4→C7,competition,C-C,m4,-0.9594915102118632,0.736945633075531
5,C4,C8,-0.5737358663477584,0.4782802022305011,C4→C8,antagonism,C-C,m4,-0.1743713692473836,-0.3993644971003748
7,C4,Paenibacillaceae,-0.1015641032720773,0.4488243908636976,C4→Paenibacillaceae,antagonism,C-focal,m4,0.02545871035998869,-0.127022813632066
8,C4,Paenibacillaceae,-0.26991533133641815,0.3965387446609179,C4→Paenibacillaceae,antagonism,C-focal,m4,-0.1015641032720773,-0.16835122806434086
9,C4,Paenibacillaceae,-0.3764474162491203,0.3445286835782068,C4→Paenibacillaceae,antagonism,C-focal,m4,-0.26991533133641815,-0.10653208491270216
9,C5,C1,-0.47951038961425446,-0.0268163207904087,C5→C1,competition,C-C,m4,-0.4052725330739055,-0.07423785654034898
12,C5,C1,-0.354771576104978,0.00552311124641692,C5→C1,antagonism,C-C,m4,-0.45670766311261735,0.10193608700763934
11,C5,C12,-0.30379000024414404,-0.14121275056557447,C5→C12,competition,C-C,m4,-0.41617570727643816,0.11238570703229411
2,C5,C13,-1.4962915893277144,-0.5936189199465992,C5→C13,competition,C-C,m4,-0.572534349766863,-0.9237572395608514
5,C5,C13,-0.5710972644444583,-0.41211139886806575,C5→C13,competition,C-C,m4,-0.7824852633530078,0.21138799890854953
11,C5,C13,-0.06405470891155604,-0.2696389025545499,C5→C13,competition,C-C,m4,-0.1594626650287818,0.09540795611722577
2,C5,C14,-1.3506117716267572,-0.5245562574155667,C5→C14,competition,C-C,m4,-0.5112001777479644,-0.8394115938787927
11,C5,C14,-0.0752908327395341,-0.32038365505530275,C5→C14,competition,C-C,m4,-0.1981117753810502,0.1228209426415161
12,C5,C3,-0.2816720171131727,-0.05203446112327296,C5→C3,competition,C-C,m4,-0.36451002328792786,0.08283800617475517
4,C5,C4,0.5269384780368057,-0.5413190212681094,C5→C4,antagonism,C-C,m4,-0.4731676618409638,1.0001061398777695
5,C5,C4,0.13912974898105668,-0.7840195719554446,C5→C4,antagonism,C-C,m4,0.5269384780368057,-0.38780872905574904
5,C5,C6,-0.23544497239844167,-0.25719337022039956,C5→C6,competition,C-C,m4,0.0994982785859094,-0.33494325098435107
4,C5,C7,-0.23841373001046776,-0.4020439128416803,C5→C7,competition,C-C,m4,-0.8583171711361066,0.6199034411256389
5,C5,C8,-0.2642959676891379,0.06132025408129307,C5→C8,antagonism,C-C,m4,0.07439088830172905,-0.3386868559908669
8,C5,Paenibacillaceae,-0.2515324123800785,0.3076803781796113,C5→Paenibacillaceae,antagonism,C-focal,m4,-0.06165546459845469,-0.1898769477816238
9,C5,Paenibacillaceae,-0.4546355669857655,0.2758282981320226,C5→Paenibacillaceae,antagonism,C-focal,m4,-0.2515324123800785,-0.203103154605687
11,C5,Paenibacillaceae,-0.4963288157767667,0.23921161142240585,C5→Paenibacillaceae,antagonism,C-focal,m4,-0.37156013160488865,-0.12476868417187803
12,C5,Paenibacillaceae,-0.33542291210652864,0.22778209723334,C5→Paenibacillaceae,antagonism,C-focal,m4,-0.4963288157767667,0.16090590367023805
6,C6,C1,-0.3060185535033502,0.09224981110824657,C6→C1,antagonism,C-C,m4,-0.1581491950023052,-0.14786935850104502
4,C6,C4,0.644688919573423,-0.4051152681744627,C6→C4,antagonism,C-C,m4,-0.28166959974098776,0.9263585193144108
5,C6,C4,0.188584443796673,-0.7454099914756224,C6→C4,antagonism,C-C,m4,0.644688919573423,-0.45610447577675
6,C6,C4,0.04276181748712001,-0.7827465616870402,C6→C4,antagonism,C-C,m4,0.188584443796673,-0.14582262630955298
5,C6,C6,-0.20393132790613935,-0.20393132790613935,C6→C6,competition,C-C,m4,0.20150720614725853,-0.4054385340533979
4,C6,C7,0.03702757940375578,-0.48629574180768936,C6→C7,antagonism,C-C,m4,-0.4728595710485041,0.5098871504522599
5,C6,C8,-0.2572982433297197,0.07786094239939255,C6→C8,antagonism,C-C,m4,0.1472660856538605,-0.4045643289835802
8,C6,Paenibacillaceae,-0.2666693475440223,0.3833902636864575,C6→Paenibacillaceae,antagonism,C-focal,m4,-0.09421631519875091,-0.17245303234527137
9,C6,Paenibacillaceae,-0.3571449620112211,0.33168237060758426,C6→Paenibacillaceae,antagonism,C-focal,m4,-0.2666693475440223,-0.09047561446719882
10,C6,Paenibacillaceae,-0.5227484925091554,0.3011508530380173,C6→Paenibacillaceae,antagonism,C-focal,m4,-0.3571449620112211,-0.16560353049793436
11,C6,Paenibacillaceae,-0.4220441811258736,0.2803502234595212,C6→Paenibacillaceae,antagonism,C-focal,m4,-0.5227484925091554,0.10070431138328184
3,C7,C13,-1.0351441233086025,-1.27852626576045,C7→C13,competition,C-C,m4,-1.5378005426768455,0.502656419368243
5,C7,C13,-0.5350143220099709,-1.0182909672335638,C7→C13,competition,C-C,m4,-0.7501685819071022,0.21515425989713133
4,C7,C4,-0.891684002521483,-0.4046561783953027,C7→C4,competition,C-C,m4,-0.55576260925961,-0.3359213932618731
16,C7,C4,-0.4080217432111252,-0.08832254254922998,C7→C4,competition,C-C,m4,-0.4378761770716952,0.029854433860569962
7,C7,Paenibacillaceae,0.01547922811116572,0.12707739901180393,C7→Paenibacillaceae,mutualism,C-focal,m4,0.1324307536592083,-0.11695152554804258
8,C7,Paenibacillaceae,-0.15909583177828782,0.11100880538502424,C7→Paenibacillaceae,antagonism,C-focal,m4,0.01547922811116572,-0.17457505988945354
9,C7,Paenibacillaceae,-0.2771306011151162,0.1067070774968568,C7→Paenibacillaceae,antagonism,C-focal,m4,-0.15909583177828782,-0.11803476933682841
6,C8,C1,-0.14910474308805083,0.09552657849411592,C8→C1,antagonism,C-C,m4,0.01736364043307725,-0.16646838352112808
10,C8,C1,-0.42479832834096715,0.00166288542819907,C8→C1,antagonism,C-C,m4,-0.29375612684818836,-0.1310422014927788
11,C8,C1,-0.2988673418766248,0.00845006291430292,C8→C1,antagonism,C-C,m4,-0.42479832834096715,0.12593098646434236
11,C8,C12,-0.10857200915734452,-0.35490263241942155,C8→C12,competition,C-C,m4,-0.03261744416225119,-0.07595456499509334
11,C8,C13,0.13325566313987297,-0.4435118939098941,C8→C13,antagonism,C-C,m4,0.24066267221507556,-0.10740700907520259
11,C8,C14,0.06714273095473199,-0.49293988589537013,C8→C14,antagonism,C-C,m4,0.1958023697877157,-0.1286596388329837
4,C8,C4,0.8973587309073411,-0.1743713692473836,C8→C4,antagonism,C-C,m4,-0.1954832187499012,1.0928419496572424
5,C8,C4,0.4782802022305011,-0.5737358663477584,C8→C4,antagonism,C-C,m4,0.8973587309073411,-0.41907852867684
6,C8,C4,0.29062860484310393,-0.6604299047071686,C8→C4,antagonism,C-C,m4,0.4782802022305011,-0.18765159738739717
7,C8,C4,0.19427676797568116,-0.6490895729763394,C8→C4,antagonism,C-C,m4,0.29062860484310393,-0.09635183686742277
5,C8,C6,0.07786094239939255,-0.2572982433297197,C8→C6,antagonism,C-C,m4,0.4306841508987247,-0.35282320849933213
7,C8,Paenibacillaceae,-0.13628649469289775,0.46139521223909785,C8→Paenibacillaceae,antagonism,C-focal,m4,-0.0358011290540426,-0.10048536563885516
8,C8,Paenibacillaceae,-0.28428881871136696,0.4089205497636,C8→Paenibacillaceae,antagonism,C-focal,m4,-0.13628649469289775,-0.14800232401846922
10,C8,Paenibacillaceae,-0.5823259700089105,0.3191390501195605,C8→Paenibacillaceae,antagonism,C-focal,m4,-0.3080297290421937,-0.2742962409667168
11,C8,Paenibacillaceae,-0.36239293428171615,0.29732251814895344,C8→Paenibacillaceae,antagonism,C-focal,m4,-0.5823259700089105,0.21993303572719436
3,C9,C10,-0.5957491723128272,0.33767100043853915,C9→C10,antagonism,C-C,m4,-0.1561947199522525,-0.43955445236057467
5,C9,C13,-0.6045147893378124,-0.5630549335996199,C9→C13,competition,C-C,m4,-0.8161728481108718,0.21165805877305932
6,C9,C13,-0.4632465429502091,-0.5186393279689009,C9→C13,competition,C-C,m4,-0.6045147893378124,0.14126824638760332
4,C9,C14,-0.6029961310905719,-0.48866896580456376,C9→C14,competition,C-C,m4,-1.1128828361416248,0.5098867050510528
3,C9,C4,-0.869339644301435,-0.4923317626559145,C9→C4,competition,C-C,m4,-0.47034770791750186,-0.3989919363839331
4,C9,C4,0.16583992552945415,-0.39034697338667096,C9→C4,antagonism,C-C,m4,-0.869339644301435,1.035179569830889
4,C9,C7,-0.4253267953072388,-0.5219702269209263,C9→C7,competition,C-C,m4,-1.0689905186859567,0.6436637233787179
8,C9,Paenibacillaceae,-0.18528784642147783,0.1891361441259206,C9→Paenibacillaceae,antagonism,C-focal,m4,0.00299650520280556,-0.1882843516242834
9,C9,Paenibacillaceae,-0.2764173575377184,0.16891294401996873,C9→Paenibacillaceae,antagonism,C-focal,m4,-0.18528784642147783,-0.09112951111624057
6,Paenibacillaceae,C1,0.27085639305853715,-0.01626432323838387,Paenibacillaceae→C1,antagonism,C-focal,m4,0.02708393759542406,0.2437724554631131
7,Paenibacillaceae,C1,0.6065917352246221,-0.07592879712780422,Paenibacillaceae→C1,antagonism,C-focal,m4,0.27085639305853715,0.3357353421660849
9,Paenibacillaceae,C1,0.4463394659276303,-0.21489666844608923,Paenibacillaceae→C1,antagonism,C-focal,m4,0.5407123000718053,-0.09437283414417497
12,Paenibacillaceae,C1,0.27525767570299364,-0.2960480094475287,Paenibacillaceae→C1,antagonism,C-focal,m4,0.32198625355417937,-0.046728577851185726
13,Paenibacillaceae,C1,0.2388048694508747,-0.30475168388880375,Paenibacillaceae→C1,antagonism,C-focal,m4,0.27525767570299364,-0.03645280625211894
14,Paenibacillaceae,C1,0.20957582304609745,-0.307454053652321,Paenibacillaceae→C1,antagonism,C-focal,m4,0.2388048694508747,-0.029229046404777248
15,Paenibacillaceae,C1,0.18570272836331,-0.30673135615484143,Paenibacillaceae→C1,antagonism,C-focal,m4,0.20957582304609745,-0.02387309468278745
16,Paenibacillaceae,C1,0.16593893134610557,-0.3041897868067136,Paenibacillaceae→C1,antagonism,C-focal,m4,0.18570272836331,-0.019763797017204432
7,Paenibacillaceae,C13,-0.13041070108775638,0.10094540726732976,Paenibacillaceae→C13,antagonism,C-focal,m4,-0.02583056609312425,-0.10458013499463212
7,Paenibacillaceae,C3,0.2474945040250376,0.03369410480786963,Paenibacillaceae→C3,mutualism,C-focal,m4,0.08495582630360902,0.16253867772142855
7,Paenibacillaceae,C4,0.4488243908636976,-0.1015641032720773,Paenibacillaceae→C4,antagonism,C-focal,m4,0.30686312960284656,0.141961261260851
6,Paenibacillaceae,C5,0.18187413247947945,0.03228961211182328,Paenibacillaceae→C5,mutualism,C-focal,m4,0.02688978015835911,0.15498435232112034
7,Paenibacillaceae,C5,0.3469018090369602,-0.06165546459845469,Paenibacillaceae→C5,antagonism,C-focal,m4,0.18187413247947945,0.16502767655748077
6,Paenibacillaceae,C6,0.23549133537313824,7.124294188197163e-4,Paenibacillaceae→C6,mutualism,C-focal,m4,0.05472727335853723,0.18076406201460102
7,Paenibacillaceae,C6,0.4322268108142974,-0.09421631519875091,Paenibacillaceae→C6,antagonism,C-focal,m4,0.23549133537313824,0.19673547544115919
6,Paenibacillaceae,C8,0.24459217194104504,-0.0358011290540426,Paenibacillaceae→C8,antagonism,C-focal,m4,0.03746304569609907,0.20712912624494598
7,Paenibacillaceae,C8,0.46139521223909785,-0.13628649469289775,Paenibacillaceae→C8,antagonism,C-focal,m4,0.24459217194104504,0.2168030402980528
7,Paenibacillaceae,Paenibacillaceae,0.3285721211493277,0.3285721211493277,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m4,-0.00676914928745631,0.335341270436784
9,Paenibacillaceae,Paenibacillaceae,0.20692497500899673,0.20692497500899673,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m4,0.306059718809875,-0.09913474380087825
12,Paenibacillaceae,Paenibacillaceae,0.04368408705062528,0.04368408705062528,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m4,0.08796918355800207,-0.04428509650737679
13,Paenibacillaceae,Paenibacillaceae,0.01157959608818316,0.01157959608818316,Paenibacillaceae→Paenibacillaceae,mutualism,species-species,m4,0.04368408705062528,-0.03210449096244212
