window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse
1,C1,C1,-0.199655713816008,-0.199655713816008,C1→C1,competition,C-C,m5
1,C2,C1,-0.1015878299432444,-0.08671509883118216,C2→C1,competition,C-C,m5
1,C3,C1,-0.3042271100162817,-0.2927923920604258,C3→C1,competition,C-C,m5
1,C4,C1,-0.1984332160977124,-0.2167877438521578,C4→C1,competition,C-C,m5
1,C5,C1,-0.23241230764388163,-0.2270735246620436,C5→C1,competition,C-C,m5
1,C6,C1,-0.2934531434140926,-0.3144916893757886,C6→C1,competition,C-C,m5
1,C7,C1,-0.32902639829046126,-0.32504000490640256,C7→C1,competition,C-C,m5
1,C8,C1,-0.39938513601680586,-0.4019916551206288,C8→C1,competition,C-C,m5
1,C9,C1,-0.42490762699466705,-0.42851839706826,C9→C1,competition,C-C,m5
1,Enterobacteriaceae,C1,-0.00576313983387202,-0.00869573031437672,Enterobacteriaceae→C1,competition,other,m5
1,Lactobacillaceae,C1,0.1150581650310656,0.17263703760101376,Lactobacillaceae→C1,mutualism,other,m5
1,Paenibacillaceae,C1,3.5192177542587774e-16,3.644961564990006e-16,Paenibacillaceae→C1,mutualism,C-focal,m5
1,C1,C2,-0.08671509883118216,-0.1015878299432444,C1→C2,competition,C-C,m5
1,C2,C2,-0.0441122045600569,-0.0441122045600569,C2→C2,competition,C-C,m5
1,C3,C2,-0.13213027827601956,-0.14896934441500975,C3→C2,competition,C-C,m5
1,C4,C2,-0.0861834617716178,-0.11031776529033072,C4→C2,competition,C-C,m5
1,C5,C2,-0.1009349460284506,-0.11553517661208672,C5→C2,competition,C-C,m5
1,C6,C2,-0.12741528177445985,-0.16003547746547683,C6→C2,competition,C-C,m5
1,C7,C2,-0.14289825291463337,-0.16538283363024842,C7→C2,competition,C-C,m5
1,C8,C2,-0.17345759629862395,-0.20454154443689007,C8→C2,competition,C-C,m5
1,C9,C2,-0.18454243639041767,-0.21803946464400684,C9→C2,competition,C-C,m5
1,Enterobacteriaceae,C2,-0.00243449948492581,-0.00442691775916333,Enterobacteriaceae→C2,competition,other,m5
1,Lactobacillaceae,C2,0.04860468463232446,0.08788795650455439,Lactobacillaceae→C2,mutualism,other,m5
1,Paenibacillaceae,C2,1.4644914910781034e-16,1.8501068640560091e-16,Paenibacillaceae→C2,mutualism,C-focal,m5
1,C1,C3,-0.2927923920604258,-0.3042271100162817,C1→C3,competition,C-C,m5
1,C2,C3,-0.14896934441500975,-0.13213027827601956,C2→C3,competition,C-C,m5
1,C3,C3,-0.4461428356554326,-0.4461428356554326,C3→C3,competition,C-C,m5
1,C4,C3,-0.2909990709538894,-0.33033562966636787,C4→C3,competition,C-C,m5
1,C5,C3,-0.34082378677743236,-0.34600436850790994,C5→C3,competition,C-C,m5
1,C6,C3,-0.43031434262452983,-0.4792140503398768,C6→C3,competition,C-C,m5
1,C7,C3,-0.4825083002783808,-0.4952818585143972,C7→C3,competition,C-C,m5
1,C8,C3,-0.5856891683550542,-0.6125388118057771,C8→C3,competition,C-C,m5
1,C9,C3,-0.6231174191622878,-0.6529593535842104,C9→C3,competition,C-C,m5
1,Enterobacteriaceae,C3,-0.00839646994417269,-0.01325083390991895,Enterobacteriaceae→C3,competition,other,m5
1,Lactobacillaceae,C3,0.16763217901230354,0.2630698778881611,Lactobacillaceae→C3,mutualism,other,m5
1,Paenibacillaceae,C3,5.109468437450117e-16,5.552839847175868e-16,Paenibacillaceae→C3,mutualism,C-focal,m5
1,C1,C4,-0.2167877438521578,-0.1984332160977124,C1→C4,competition,C-C,m5
1,C2,C4,-0.11031776529033072,-0.0861834617716178,C2→C4,competition,C-C,m5
1,C3,C4,-0.33033562966636787,-0.2909990709538894,C3→C4,competition,C-C,m5
1,C4,C4,-0.2154612440638657,-0.2154612440638657,C4→C4,competition,C-C,m5
1,C5,C4,-0.2523645130524577,-0.22568292085645345,C5→C4,competition,C-C,m5
1,C6,C4,-0.31868433341679137,-0.3125672569599688,C6→C4,competition,C-C,m5
1,C7,C4,-0.35726677247077343,-0.32304960786037107,C7→C4,competition,C-C,m5
1,C8,C4,-0.4336616318111044,-0.3995303978220181,C8→C4,competition,C-C,m5
1,C9,C4,-0.461374376485697,-0.4258947655182398,C9→C4,competition,C-C,m5
1,Enterobacteriaceae,C4,-0.00634846124698649,-0.0086426530943764,Enterobacteriaceae→C4,competition,other,m5
1,Lactobacillaceae,C4,0.12674230509485124,0.17158329125727045,Lactobacillaceae→C4,mutualism,other,m5
1,Paenibacillaceae,C4,3.905928801850375e-16,3.6223298710014763e-16,Paenibacillaceae→C4,mutualism,C-focal,m5
1,C1,C5,-0.2270735246620436,-0.23241230764388163,C1→C5,competition,C-C,m5
1,C2,C5,-0.11553517661208672,-0.1009349460284506,C2→C5,competition,C-C,m5
1,C3,C5,-0.34600436850790994,-0.34082378677743236,C3→C5,competition,C-C,m5
1,C4,C5,-0.22568292085645345,-0.2523645130524577,C4→C5,competition,C-C,m5
1,C5,C5,-0.26432606547388526,-0.26432606547388526,C5→C5,competition,C-C,m5
1,C6,C5,-0.3337389889634419,-0.36610155668405714,C6→C5,competition,C-C,m5
1,C7,C5,-0.37420825325246576,-0.3783660662195676,C7→C5,competition,C-C,m5
1,C8,C5,-0.4542293412795727,-0.4679461382638148,C8→C5,competition,C-C,m5
1,C9,C5,-0.4832566636119614,-0.4988255216983935,C9→C5,competition,C-C,m5
1,Enterobacteriaceae,C5,-0.00653170656639035,-0.01012414742778609,Enterobacteriaceae→C5,competition,other,m5
1,Lactobacillaceae,C5,0.13040258914745853,0.20099551814288183,Lactobacillaceae→C5,mutualism,other,m5
1,Paenibacillaceae,C5,3.981163571988956e-16,4.2396908343197855e-16,Paenibacillaceae→C5,mutualism,C-focal,m5
1,C1,C6,-0.3144916893757886,-0.2934531434140926,C1→C6,competition,C-C,m5
