window,rank,R,I,C
1,1,-3.9840521459566465,0,3.9840521459566465
1,2,-0.016394734180531445,0,0.016394734180531445
1,3,-2.5920427815195815e-5,0,2.5920427815195815e-5
1,4,3.359366559686386e-17,2.1064089001999365e-16,2.1330288070405654e-16
1,5,3.359366559686386e-17,-2.1064089001999365e-16,2.1330288070405654e-16
1,6,-7.845638686618323e-17,7.078572677124813e-17,1.0566940784650022e-16
1,7,-7.845638686618323e-17,-7.078572677124813e-17,1.0566940784650022e-16
1,8,7.760516099947824e-17,0,7.760516099947824e-17
1,9,-4.313710556643179e-17,0,4.313710556643179e-17
1,10,-4.567329862192318e-19,0,4.567329862192318e-19
1,11,2.5418839683228774e-19,0,2.5418839683228774e-19
1,12,-1.7202024597480152e-30,0,1.7202024597480152e-30
2,1,-7.269465915433139,0,7.269465915433139
2,2,-0.008236995420986569,0,0.008236995420986569
2,3,0.0030360365809902357,0,0.0030360365809902357
2,4,-3.105210684955223e-4,0,3.105210684955223e-4
2,5,-2.8859676804948113e-7,0,2.8859676804948113e-7
2,6,-1.5628986483848487e-16,2.844252412614112e-16,3.2453696202103674e-16
2,7,-1.5628986483848487e-16,-2.844252412614112e-16,3.2453696202103674e-16
2,8,-2.0217446606948165e-16,0,2.0217446606948165e-16
2,9,-7.365045255451389e-17,4.8809543831453556e-17,8.835587547254165e-17
2,10,-7.365045255451389e-17,-4.8809543831453556e-17,8.835587547254165e-17
2,11,3.5521941288320494e-17,0,3.5521941288320494e-17
2,12,-7.032370807910838e-31,0,7.032370807910838e-31
3,1,-5.554558733339734,0,5.554558733339734
3,2,0.4391531858791671,0,0.4391531858791671
3,3,0.02221117641077992,0,0.02221117641077992
3,4,-0.005196875496794102,0,0.005196875496794102
3,5,2.3483596727185374e-5,0,2.3483596727185374e-5
3,6,-3.0710270765839057e-7,0,3.0710270765839057e-7
3,7,2.8963697256255027e-16,0,2.8963697256255027e-16
3,8,1.5101018738968143e-16,0,1.5101018738968143e-16
3,9,-5.683244867647704e-17,3.068604946491368e-17,6.458762152554872e-17
