cluster,m5.C1,m5.C2,m5.C3,m5.C4,m5.C5,m5.C6,m5.C7,m5.C8,m5.C9,m6.C1,m6.C2,m6.C3,m6.C4,m6.C5,m6.C6,m7.C1,m7.C2,m7.C3,m7.C4,m7.C5,m7.C6,m7.C7,m8.C1,m8.C2,m8.C3,m8.C4,m8.C5,m8.C6,m8.C7
m6.C3,1.631113263870553,0.7956316043686853,1.9139588323442127,0.596120232802887,0.19604701120873158,0.14162168672882636,0.040482553145361644,0.3146208407451512,0.27410618667379305,1.3168556799124067,1.8703216545361778,0,0.27839693899242646,0.6843441875447875,0.24080869504307978,1.3662983151623074,1.7805960230676061,0.35238740840544647,0.2086124655206899,0.46079802465489705,0.011521780401670512,0.22244908940915997,1.8433342751318755,1.2972026067823297,0.20867842294607641,0.01782511975556622,0.16258663993573808,0.17500068969584848,0.17008260608518122
m6.C4,1.3390990951026267,0.8311538114269037,1.68571305831331,0.5097684960360909,0.31214601602642544,0.5614244291903496,0.184362891449253,0.307792222024577,0.42670040449832636,1.2111585704550585,1.4408812124935242,0.27839693899242646,0,0.4655966964924827,0.32813357013005073,1.2048444527694768,1.4832204951190595,0.5811706164450692,0.23662516397397793,0.4083551630962019,0.20487217774320865,0.3604621827917701,1.5174889612919342,1.2015219220040785,0.47514239850930984,0.2890885860713741,0.3402833234200838,0.11210578752281697,0.22816559040078233
m6.C5,0.49957257927667664,0.13267720733362387,1.4356258802058397,0.1526695975902831,0.24582844326674835,1.2040963917101548,0.6220091684864488,0.8961539358793068,1.2634461479735593,0.31206252071894636,0.8474675014623188,0.6843441875447875,0.4655966964924827,0,1.1825071730405816,0.30846876105221877,0.709382050058281,0.20008746708820435,0.19923734551900874,0.11576381652157453,0.6739846919340708,1.2096406386440337,0.8616082221189101,0.29439407109906923,0.3077620098445749,0.7202942806526775,1.134686952214034,0.8414197064990271,0.6665035289968935
m6.C6,1.9178404970356353,1.4256284355407756,1.5979294961899968,1.0685384481387161,0.662805184618239,0.1461650937510729,0.2084488179175339,0.2116150437268437,0.014426275463588212,1.8248827551927151,1.8532743002952436,0.24080869504307978,0.32813357013005073,1.1825071730405816,0,1.832669906876886,1.9536976814268079,0.9869004514465493,0.6473050517504981,0.9184197091892153,0.19079165551676536,0.004078904556513496,1.910320471363098,1.807384745433031,0.7338766135324837,0.20834111544834333,0.014384299707925985,0.08724277589778351,0.23328280304464089
m7.C1,0.050533551688576206,0.1810422835687595,0.8208246577567266,0.4535822393905098,0.794394550803201,1.7289161354894993,1.3439783087309647,1.5121913199594932,1.8611291802026473,0.008494977744391452,0.3086805959816872,1.3662983151623074,1.2048444527694768,0.30846876105221877,1.832669906876886,0,0.14885823759440242,0.5431418884628366,0.7947533250206996,0.5421266270021158,1.3980279662086763,1.843805824048359,0.27127292210058396,0.006386113806353344,0.7810201797972502,1.4062016554960033,1.7911653051928786,1.5828099989509257,1.3507736585116636
m7.C2,0.032171649598890406,0.5855440480725718,0.37482199936037497,0.8517450875585286,1.3118199295600004,1.9423128982851023,1.75477595967665,1.694074243136203,1.962319335122019,0.17342033731353257,0.047401962625507776,1.7805960230676061,1.4832204951190595,0.709382050058281,1.9536976814268079,0.14885823759440242,0,1.0593800861912284,1.29190786421331,1.0184129967586129,1.7934867982184755,1.9706812472275064,0.028468023816705545,0.19507864202230274,1.3118415927996123,1.812459031207328,1.9727966509132937,1.7977734608820195,1.7147486580315534
m7.C3,0.831971518384033,0.12194342670621638,1.7093375695130562,0.18054140306958022,0.0771662353410314,0.7463655592638581,0.3935354479954126,0.7943284546544893,1.0333345502898525,0.49190571724603427,1.2960970862131425,0.35238740840544647,0.5811706164450692,0.20008746708820435,0.9869004514465493,0.5431418884628366,1.0593800861912284,0,0.11831520564316711,0.15505801466880387,0.4044123008989773,0.9692607249143685,1.2211492614773278,0.47068858301994976,0.05807908121590266,0.3991472694872563,0.8644075509216194,0.7579580545553586,0.5343532730733291
m7.C4,1.0367931774413224,0.31524900366575326,1.7888101034251562,0.178262302465358,0.023537770383132095,0.6488111911877891,0.17631663881449933,0.4967582265517211,0.7287762329190381,0.7735792738934484,1.4315336976455362,0.2086124655206899,0.23662516397397793,0.19923734551900874,0.6473050517504981,0.7947533250206996,1.29190786421331,0.11831520564316711,0,0.0768896565158389,0.19620439112746857,0.657363176280336,1.4318355769984925,0.73799872421527,0.0731811505234421,0.22178048893050073,0.5724265765108898,0.40208562579571727,0.2337337795793043
m7.C5,0.7389352703457113,0.19158479251301097,1.5902838367647032,0.15899423596133944,0.11253311005356914,0.9721913066408485,0.38703561026264566,0.7155032215900015,0.998786359343772,0.5552165885608094,1.1700597003948834,0.46079802465489705,0.4083551630962019,0.11576381652157453,0.9184197091892153,0.5421266270021158,1.0184129967586129,0.15505801466880387,0.0768896565158389,0,0.43767153083477495,0.9409994791126746,1.201054810119878,0.4951175742157746,0.12796161535612005,0.4398127958233983,0.8507607770386192,0.6611108482001447,0.3362242688389081
m7.C6,1.6351044704074362,0.8337275353272451,1.8886460914339862,0.5754546454619742,0.19848769737931427,0.1727716612736495,0.016579229016041253,0.24300622576494935,0.23215300781980985,1.361445735837,1.8513795768461327,0.011521780401670512,0.20487217774320865,0.6739846919340708,0.19079165551676536,1.3980279662086763,1.7934867982184755,0.4044123008989773,0.19620439112746857,0.43767153083477495,0,0.18313134055940838,1.8504141162963395,1.3364133543645118,0.2377122040040326,0.015360783162916225,0.13069736878992055,0.11502086895256891,0.11407840252576928
