label1,label2,overlap,z_score,neg_log_p,correlation,significant
m5.C2,m5.C1,0,-1.7188116837588436,1.0672793899196416,0.7085441670418697,FALSE
m5.C3,m5.C1,0,-0.7300102010362741,0.33218859934187545,0.5259718856184776,FALSE
m5.C4,m5.C1,0,-1.1399292229555196,0.5946266759187527,0.5430178175733359,FALSE
m5.C5,m5.C1,0,-4.334108715313242,4.834601807379354,0.17040267331148506,TRUE
m5.C6,m5.C1,0,-1.543076972123358,0.9107588380283907,-0.6604684265115324,FALSE
m5.C7,m5.C1,0,-6.442417394722119,9.92964672371719,-0.346518786490162,TRUE
m5.C8,m5.C1,0,-0.7396248131496688,0.33768832223091433,-0.3161161924569913,FALSE
m5.C9,m5.C1,0,-5.226751252850237,6.763174801422605,-0.7463236495376535,TRUE
m6.C1,m5.C1,0.8333333333333334,28.101778734764192,173.03068267574602,0.928628783602058,TRUE
m6.C2,m5.C1,0.6,10.193713740303377,23.674636376818697,0.8851757950359618,TRUE
m6.C3,m5.C1,0,-6.387972075261145,9.774432221247077,-0.631113263870553,TRUE
m6.C4,m5.C1,0,-1.1255962820873107,0.5844650340476266,-0.3390990951026267,FALSE
m6.C5,m5.C1,0,-0.6090192640734047,0.26559091516126254,0.5004274207233234,FALSE
m6.C6,m5.C1,0,-3.6804598881572175,3.632991500563436,-0.9178404970356353,TRUE
m7.C1,m5.C1,0.7222222222222222,27.049831887456367,160.4160201900634,0.9494664483114238,TRUE
m7.C2,m5.C1,0.8333333333333334,16.74761304030181,62.22955792461547,0.9678283504011096,TRUE
m7.C3,m5.C1,0.16666666666666666,1.22016752437322,0.6528625316826832,0.16802848161596695,FALSE
m7.C4,m5.C1,0,-2.1764779789977675,1.5298904359224492,-0.03679317744132238,TRUE
m7.C5,m5.C1,0,-1.5531822595797697,0.9194471101079162,0.26106472965428873,FALSE
m7.C6,m5.C1,0,-5.337365220363461,7.025456268641543,-0.6351044704074362,TRUE
m7.C7,m5.C1,0,-4.529129319181,5.227478486719715,-0.9397865129235337,TRUE
m8.C1,m5.C1,1,19.16431515206126,81.13360674674102,0.8968386332987464,TRUE
m8.C2,m5.C1,0.7230769230769231,29.546038915432607,191.1317381626975,0.9226289866332906,TRUE
m8.C3,m5.C1,0.015151515151515152,-3.7568991090324984,3.7643912357801117,-0.06515624174700752,TRUE
m8.C4,m5.C1,0,-3.771004849565966,3.7889021277640538,-0.654864544236764,TRUE
m8.C5,m5.C1,0,-4.301900352646763,4.771241806881374,-0.9191704429984315,TRUE
m8.C6,m5.C1,0,-0.6903380077138236,0.30982018284329554,-0.7131295553525627,FALSE
m8.C7,m5.C1,0,-0.8963280922321382,0.4317072483287615,-0.5163630540542437,FALSE
m5.C3,m5.C2,0,-0.5449602688972774,0.232264834802133,-0.1432579143679904,FALSE
m5.C4,m5.C2,0,-0.8756886113772965,0.4188478619469338,0.8658256378477707,FALSE
m5.C5,m5.C2,0,-3.4722880758135175,3.287314727827095,0.7657564784451757,TRUE
m5.C6,m5.C2,0,-1.1709788525272873,0.6168899881742975,-0.08736996930576701,FALSE
m5.C7,m5.C2,0,-4.506162088987058,5.1803858533829255,0.2897967716788118,TRUE
m5.C8,m5.C2,0,-0.5631685299957133,0.241602809348173,0.03211713184971843,FALSE
m5.C9,m5.C2,0,-3.96171815609719,4.128354988593726,-0.38024043068571545,TRUE
m6.C1,m5.C2,0.325,7.712532388877602,13.908877182011,0.8434030828619254,TRUE
m6.C2,m5.C2,0.06666666666666667,0.8690671896042074,0.41475321994738096,0.18792550669654906,FALSE
m6.C3,m5.C2,0.475,1.2907436676682156,0.7059912867528751,0.2043683956313147,FALSE
m6.C4,m5.C2,0.038461538461538464,0.2702966755802629,0.10406278153701673,0.1688461885730963,FALSE
m6.C5,m5.C2,0,-0.4918537717451623,0.20563555285303614,0.8673227926663761,FALSE
m6.C6,m5.C2,0,-2.8625228630465736,2.3764582411757127,-0.42562843554077556,TRUE
m7.C1,m5.C2,0.325,10.512735762702174,25.122214952920864,0.8189577164312405,TRUE
m7.C2,m5.C2,0,-0.6769172885936767,0.3023710510624719,0.41445595192742823,FALSE
m7.C3,m5.C2,0.45,6.422949826707912,9.874003232007455,0.8780565732937836,TRUE
m7.C4,m5.C2,0.025,-1.1243459835575695,0.5835820584544196,0.6847509963342467,FALSE
m7.C5,m5.C2,0.025,-0.2819925649537259,0.10904875512424946,0.808415207486989,FALSE
m7.C6,m5.C2,0.025,-3.787664109013149,3.8179557673221787,0.16627246467275492,TRUE
m7.C7,m5.C2,0.025,-3.240655182695501,2.923522157145764,-0.4264737441041415,TRUE
m8.C1,m5.C2,0,-0.605125365671498,0.2635272428484834,0.24216420362625235,FALSE
m8.C2,m5.C2,0.3,8.806047559327828,17.88727418399266,0.8623008099986466,TRUE
m8.C3,m5.C2,0.5,4.687683277694981,5.558595209710106,0.7387968040791261,TRUE
m8.C4,m5.C2,0.05,-1.8808543509171014,1.221908582438582,0.16993947735695492,FALSE
m8.C5,m5.C2,0,-3.3879921854067234,3.152388661581828,-0.33175122925992784,TRUE
m8.C6,m5.C2,0,-0.5291723539724867,0.2242542297901042,-0.15133549555771109,FALSE
m8.C7,m5.C2,0,-0.6871783686892573,0.30806108468927224,0.1557273412638629,FALSE
m5.C4,m5.C3,0,-0.3963887745129166,0.16000798810463246,-0.14441971957274768,FALSE
m5.C5,m5.C3,0,-1.5211285082632764,0.8920185144901439,-0.546719462311652,FALSE
m5.C6,m5.C3,0,-0.5127326172988269,0.2159975940715622,-0.6234249019089133,FALSE
m5.C7,m5.C3,0,-2.041072090703304,1.3846427807913329,-0.6875102350371911,TRUE
m5.C8,m5.C3,0,-0.2666869910953891,0.10253226856031102,-0.25710722728567204,FALSE
m5.C9,m5.C3,0,-1.6953320078152672,1.0456973876703866,-0.43003345367601176,FALSE
m6.C1,m5.C3,0,-0.6771580617258107,0.3025041682236166,0.15020753302758916,FALSE
m6.C2,m5.C3,0.375,10.648659785338275,25.752288389178716,0.7683787693057754,TRUE
m6.C3,m5.C3,0,-2.1895401675779054,1.5442782575169616,-0.9139588323442127,TRUE
