label1,label2,overlap,z_score,neg_log_p,correlation,significant
m4.C10,m1.C2,0,-0.22513280379709635,0.08519372137965242,0.15394214738557566,FALSE
m4.C11,m1.C2,0,-0.4073519279693408,0.16510296001949673,-0.23454891914602083,FALSE
m4.C12,m1.C2,0,-0.6351372519850025,0.2795604370163305,-0.16097788413033043,FALSE
m4.C13,m1.C2,0,-0.9209108568255356,0.44721383499757467,-0.5011111560043691,FALSE
m4.C14,m1.C2,0,-0.6928322155765938,0.31121113786296123,-0.2910518162486395,FALSE
m1.C4,m1.C3,0,-3.0829207574081536,2.6882890839914424,0.9324978921681907,TRUE
m1.C5,m1.C3,0,-1.5240178926866408,0.8944753676304352,0.6602186196915346,FALSE
m1.C6,m1.C3,0,-8.30593883596988,16.00421900034249,0.8201789246879421,TRUE
m1.C7,m1.C3,0,-1.8331559448735595,1.175357595646266,0.5377259735360023,FALSE
m1.C8,m1.C3,0,-10.786196655843755,26.39793680016535,0.6815481010090751,TRUE
m1.C9,m1.C3,0,-3.770776095043343,3.7885039775466782,0.19561852222639908,TRUE
m2.C1,m1.C3,0.125,-0.9812973683893608,0.48618848871904646,0.7207850870711549,FALSE
m2.C2,m1.C3,0.2916666666666667,-2.5421758705388044,1.9579574412733636,0.9453897685357983,TRUE
m2.C3,m1.C3,0.09090909090909091,-0.7695770598775726,0.35501930714867047,0.6955234225221492,FALSE
m2.C4,m1.C3,0.06722689075630252,-3.4539162023384087,3.2576606233496292,0.1591563107665025,TRUE
m2.C5,m1.C3,0.1111111111111111,-0.7835002290648108,0.3631778163293314,0.7567897958111952,FALSE
m3.C1,m1.C3,0.09302325581395349,-0.5821109228707695,0.25143060640879855,0.7916252193115981,FALSE
m3.C2,m1.C3,0.4107142857142857,-0.23205976258429092,0.08804828068415933,0.9477728805242696,FALSE
m3.C3,m1.C3,0.07317073170731707,-0.8939625873768953,0.4302260344882946,0.7406225397549127,FALSE
m3.C4,m1.C3,0,-1.5967309194433241,0.957323307004214,0.5610888703031257,FALSE
m3.C5,m1.C3,0.11688311688311688,-0.05725718340235963,0.020296724029685242,0.3464268372075534,FALSE
m3.C6,m1.C3,0.07339449541284404,-1.5663834380787112,0.9308542661621829,-0.38765979676840034,FALSE
m3.C7,m1.C3,0.1111111111111111,-0.16989568817293135,0.06293761770282608,0.05063472404426239,FALSE
m3.C8,m1.C3,0.05,-0.9500920434216763,0.4658907437404595,0.13047469807850653,FALSE
m3.C9,m1.C3,0.15789473684210525,0.4918375033854418,0.2056275329497576,-0.19619506987224455,FALSE
m3.C10,m1.C3,0.23076923076923078,1.2357210620019574,0.6644172134020038,0.13283654113545817,FALSE
m3.C11,m1.C3,0.037037037037037035,-1.3457296435100508,0.7486301696978603,-0.0024448686799170005,FALSE
m3.C12,m1.C3,0,-1.0862317516271658,0.5569303785228396,-0.39753795304013195,FALSE
m3.C13,m1.C3,0,-1.0504560034972164,0.5323793040209209,0.6093370736446897,FALSE
