window,rank,R,I,C
1,1,-1.7850000789521616,0,1.7850000789521616
1,2,-1.8504908846709847e-17,4.1313157616919366e-17,4.5268185778816703e-17
1,3,-1.8504908846709847e-17,-4.1313157616919366e-17,4.5268185778816703e-17
1,4,3.899578924486178e-17,2.1913573304831615e-17,4.473115551621606e-17
1,5,3.899578924486178e-17,-2.1913573304831615e-17,4.473115551621606e-17
1,6,2.964873204264124e-17,0,2.964873204264124e-17
1,7,3.0695180490661597e-18,2.1774151759012168e-17,2.1989443509967132e-17
1,8,3.0695180490661597e-18,-2.1774151759012168e-17,2.1989443509967132e-17
1,9,-1.5849136020311883e-18,1.5129813636193907e-18,2.19113297920575e-18
1,10,-1.5849136020311883e-18,-1.5129813636193907e-18,2.19113297920575e-18
1,11,3.3233416149687324e-19,0,3.3233416149687324e-19
1,12,4.8464258016701957e-20,0,4.8464258016701957e-20
1,13,9.415091876615405e-24,0,9.415091876615405e-24
1,14,0,0,0
2,1,-2.6993450144484337,0,2.6993450144484337
2,2,-0.0317178636409906,0,0.0317178636409906
2,3,2.651629382939888e-16,6.411076654898699e-17,2.728031785595623e-16
2,4,2.651629382939888e-16,-6.411076654898699e-17,2.728031785595623e-16
2,5,-5.247722330792393e-17,1.2022196946593246e-16,1.311761445857337e-16
2,6,-5.247722330792393e-17,-1.2022196946593246e-16,1.311761445857337e-16
2,7,-7.49203003584617e-18,7.378254882647807e-17,7.416195133213284e-17
2,8,-7.49203003584617e-18,-7.378254882647807e-17,7.416195133213284e-17
2,9,-3.79141901609829e-17,0,3.79141901609829e-17
2,10,-1.3760758543074489e-17,0,1.3760758543074489e-17
2,11,1.3345906803695825e-17,0,1.3345906803695825e-17
2,12,-5.589191188262755e-18,0,5.589191188262755e-18
2,13,7.018227218502821e-19,0,7.018227218502821e-19
2,14,4.749871233670433e-22,0,4.749871233670433e-22
3,1,-1.8592126621465166,0,1.8592126621465166
3,2,0.17263290568873174,0.5269357495859831,0.5544938271236899
3,3,0.17263290568873174,-0.5269357495859831,0.5544938271236899
3,4,1.6111959825146029e-16,6.801454800062905e-17,1.7488711696532092e-16
3,5,1.6111959825146029e-16,-6.801454800062905e-17,1.7488711696532092e-16
3,6,7.392980095709201e-17,2.7950754388583004e-17,7.9037080794056e-17
3,7,7.392980095709201e-17,-2.7950754388583004e-17,7.9037080794056e-17
3,8,-7.819137201805755e-17,1.1168411096526061e-17,7.898496100199886e-17
3,9,-7.819137201805755e-17,-1.1168411096526061e-17,7.898496100199886e-17
3,10,-1.7337218351270653e-17,1.7808438931748675e-17,2.4853966229667607e-17
3,11,-1.7337218351270653e-17,-1.7808438931748675e-17,2.4853966229667607e-17
3,12,-1.575550728806794e-18,2.4961313047825795e-18,2.9517844754926133e-18
3,13,-1.575550728806794e-18,-2.4961313047825795e-18,2.9517844754926133e-18
3,14,-5.434154821104616e-22,0,5.434154821104616e-22
