window,species_i,species_j,strength,strength_ji,pair_directional,interaction_type,group,mouse
1,C1,C1,-7.780770742829983e-4,-7.780770742829983e-4,C1→C1,competition,C-C,m8
1,C2,C1,1.1084787296447597e-4,-5.327667873914858e-4,C2→C1,antagonism,C-C,m8
1,C3,C1,-0.00155448259546075,-0.00267887665777594,C3→C1,competition,C-C,m8
1,C4,C1,-0.00100464199623735,-9.11290430824372e-4,C4→C1,competition,C-C,m8
1,C5,C1,-9.53290826352716e-5,-4.04199852597675e-5,C5→C1,competition,C-C,m8
1,C6,C1,4.954198849299593e-4,-2.7296240748963445e-4,C6→C1,antagonism,C-C,m8
1,C7,C1,0.00866332759779641,0.00197378530304502,C7→C1,mutualism,C-C,m8
1,Enterobacteriaceae,C1,3.2148088668961425e-6,2.5528724675084505e-6,Enterobacteriaceae→C1,mutualism,other,m8
1,Lactobacillaceae,C1,-1.1692195596701002e-4,5.221431768693112e-4,Lactobacillaceae→C1,antagonism,other,m8
1,Paenibacillaceae,C1,-0.00102140315887593,-0.00368914561980382,Paenibacillaceae→C1,competition,C-focal,m8
1,C1,C2,-5.327667873914858e-4,1.1084787296447597e-4,C1→C2,antagonism,C-C,m8
1,C2,C2,1.0045561728730336e-4,1.0045561728730336e-4,C2→C2,mutualism,C-C,m8
1,C3,C2,-0.00102021596196597,4.243945740037829e-4,C3→C2,antagonism,C-C,m8
1,C4,C2,-6.668685887908232e-4,1.234243728770579e-4,C4→C2,antagonism,C-C,m8
1,C5,C2,-6.92527695959781e-5,3.881002700779499e-6,C5→C2,antagonism,C-C,m8
1,C6,C2,3.2681942983635624e-4,7.302088645893579e-5,C6→C2,mutualism,C-C,m8
1,C7,C2,0.00590216732733453,6.944555049036679e-6,C7→C2,mutualism,C-C,m8
1,Enterobacteriaceae,C2,3.4261525282791533e-6,-4.481260848778477e-7,Enterobacteriaceae→C2,antagonism,other,m8
1,Lactobacillaceae,C2,-1.1495207630028028e-4,-9.165596032475936e-5,Lactobacillaceae→C2,competition,other,m8
1,Paenibacillaceae,C2,-0.00113374121906632,6.475851826473902e-4,Paenibacillaceae→C2,antagonism,C-focal,m8
1,C1,C3,-0.00267887665777594,-0.00155448259546075,C1→C3,competition,C-C,m8
1,C2,C3,4.243945740037829e-4,-0.00102021596196597,C2→C3,antagonism,C-C,m8
1,C3,C3,-0.00527509270218039,-0.00527509270218039,C3→C3,competition,C-C,m8
1,C4,C3,-0.00342230994633928,-0.00183213894562327,C4→C3,competition,C-C,m8
1,C5,C3,-3.351399345370791e-4,-8.413036333639016e-5,C5→C3,competition,C-C,m8
1,C6,C3,0.00168410515811628,-4.8393546685652176e-4,C6→C3,antagonism,C-C,m8
1,C7,C3,0.02977546727099027,0.00446166110009634,C7→C3,mutualism,C-C,m8
1,Enterobacteriaceae,C3,1.3200969807625405e-5,4.948372271492662e-6,Enterobacteriaceae→C3,mutualism,other,m8
1,Lactobacillaceae,C3,-4.633047764056255e-4,0.0010120986657398,Lactobacillaceae→C3,antagonism,other,m8
1,Paenibacillaceae,C3,-0.00427286447560348,-0.00715087264361176,Paenibacillaceae→C3,competition,C-focal,m8
1,C1,C4,-9.11290430824372e-4,-0.00100464199623735,C1→C4,competition,C-C,m8
1,C2,C4,1.234243728770579e-4,-6.668685887908232e-4,C2→C4,antagonism,C-C,m8
1,C3,C4,-0.00183213894562327,-0.00342230994633928,C3→C4,competition,C-C,m8
1,C4,C4,-0.00118212824527888,-0.00118212824527888,C4→C4,competition,C-C,m8
1,C5,C4,-1.1061295759431608e-4,-5.3797718117432374e-5,C5→C4,competition,C-C,m8
1,C6,C4,5.834740738674063e-4,-3.232091671930854e-4,C6→C4,antagonism,C-C,m8
1,C7,C4,0.01015433295340878,0.00279531798713876,C7→C4,mutualism,C-C,m8
1,Enterobacteriaceae,C4,3.4458822534170653e-6,3.2239133454334117e-6,Enterobacteriaceae→C4,mutualism,other,m8
1,Lactobacillaceae,C4,-1.2784345291252778e-4,6.593922640322411e-4,Lactobacillaceae→C4,antagonism,other,m8
1,Paenibacillaceae,C4,-0.00108303834693526,-0.00465886406324893,Paenibacillaceae→C4,competition,C-focal,m8
1,C1,C5,-4.04199852597675e-5,-9.53290826352716e-5,C1→C5,competition,C-C,m8
1,C2,C5,3.881002700779499e-6,-6.92527695959781e-5,C2→C5,antagonism,C-C,m8
1,C3,C5,-8.413036333639016e-5,-3.351399345370791e-4,C3→C5,competition,C-C,m8
1,C4,C5,-5.3797718117432374e-5,-1.1061295759431608e-4,C4→C5,competition,C-C,m8
1,C5,C5,-4.648010775642547e-6,-4.648010775642547e-6,C5→C5,competition,C-C,m8
1,C6,C5,2.6684818218557646e-5,-3.897379598268165e-5,C6→C5,antagonism,C-C,m8
1,C7,C5,4.523262886096222e-4,1.9513807973878516e-4,C7→C5,mutualism,C-C,m8
1,Enterobacteriaceae,C5,7.335556022800032e-8,3.2645599286424957e-7,Enterobacteriaceae→C5,mutualism,other,m8
1,Lactobacillaceae,C5,-3.406202383062647e-6,6.677057761076742e-5,Lactobacillaceae→C5,antagonism,other,m8
1,Paenibacillaceae,C5,-1.9851390613604383e-5,-4.717602275327407e-4,Paenibacillaceae→C5,competition,C-focal,m8
1,C1,C6,-2.7296240748963445e-4,4.954198849299593e-4,C1→C6,antagonism,C-C,m8
1,C2,C6,7.302088645893579e-5,3.2681942983635624e-4,C2→C6,mutualism,C-C,m8
1,C3,C6,-4.8393546685652176e-4,0.00168410515811628,C3→C6,antagonism,C-C,m8
1,C4,C6,-3.232091671930854e-4,5.834740738674063e-4,C4→C6,antagonism,C-C,m8
1,C5,C6,-3.897379598268165e-5,2.6684818218557646e-5,C5→C6,antagonism,C-C,m8
1,C6,C6,1.5655702628761302e-4,1.5655702628761302e-4,C6→C6,mutualism,C-C,m8
1,C7,C6,0.00299780642405689,-0.00140232438753324,C7→C6,antagonism,C-C,m8
