window,rank,R,I,C
1,1,-0.02686584168290056,0,0.02686584168290056
1,2,-0.00980514275840587,0,0.00980514275840587
1,3,3.056787372179272e-5,0,3.056787372179272e-5
1,4,1.3341877913293222e-18,0,1.3341877913293222e-18
1,5,-6.678872163099661e-19,0,6.678872163099661e-19
1,6,-4.830315307772747e-19,0,4.830315307772747e-19
1,7,1.991337807683392e-19,1.6604806525104654e-19,2.592802009732112e-19
1,8,1.991337807683392e-19,-1.6604806525104654e-19,2.592802009732112e-19
1,9,1.7095563503617557e-21,0,1.7095563503617557e-21
1,10,6.386918754604975e-24,0,6.386918754604975e-24
2,1,0.22176780199984714,0,0.22176780199984714
2,2,0.21355010890099493,0,0.21355010890099493
2,3,-0.006737119140900671,0,0.006737119140900671
2,4,-8.951598233647416e-4,0,8.951598233647416e-4
2,5,3.1227506637722567e-6,0,3.1227506637722567e-6
2,6,7.641091328764024e-17,0,7.641091328764024e-17
2,7,-1.0723223166856902e-17,0,1.0723223166856902e-17
2,8,-1.6817670631225332e-19,8.777841621476425e-19,8.937496516716953e-19
2,9,-1.6817670631225332e-19,-8.777841621476425e-19,8.937496516716953e-19
2,10,-2.639396933744362e-21,0,2.639396933744362e-21
3,1,0.3923986024838986,0.7921868607822841,0.8840456354891452
3,2,0.3923986024838986,-0.7921868607822841,0.8840456354891452
3,3,-0.009138879792687469,0,0.009138879792687469
3,4,-0.0013081156664795372,0,0.0013081156664795372
3,5,-0.0010716714299319038,0,0.0010716714299319038
3,6,-3.968800571130222e-6,0,3.968800571130222e-6
3,7,-8.706035650495825e-7,0,8.706035650495825e-7
3,8,-9.378404000285266e-18,1.7820137075518158e-17,2.0137322239633143e-17
3,9,-9.378404000285266e-18,-1.7820137075518158e-17,2.0137322239633143e-17
3,10,-1.708320773256293e-18,0,1.708320773256293e-18
4,1,-0.11832513798799783,0.987520109603592,0.9945837346102988
4,2,-0.11832513798799783,-0.987520109603592,0.9945837346102988
4,3,0.036430408852534665,0,0.036430408852534665
4,4,-0.00496684115916474,0.001001614862965194,0.005066827748610142
4,5,-0.00496684115916474,-0.001001614862965194,0.005066827748610142
4,6,-3.2773875159902943e-4,0,3.2773875159902943e-4
4,7,-5.220993622509955e-6,0,5.220993622509955e-6
4,8,-4.929880231762496e-7,0,4.929880231762496e-7
4,9,-1.2481411958631759e-17,2.2196516658440037e-17,2.5465093682322908e-17
4,10,-1.2481411958631759e-17,-2.2196516658440037e-17,2.5465093682322908e-17
5,1,-0.25052988241394714,0.763111044700886,0.8031834712734219
5,2,-0.25052988241394714,-0.763111044700886,0.8031834712734219
5,3,0.008215619216200232,0.038275834442506394,0.03914761680327115
5,4,0.008215619216200232,-0.038275834442506394,0.03914761680327115
5,5,-0.002692715463706553,0,0.002692715463706553
5,6,-8.810021473692377e-4,0,8.810021473692377e-4
5,7,-9.067196967239964e-5,0,9.067196967239964e-5
5,8,-5.279613277837414e-6,0,5.279613277837414e-6
5,9,4.439110442652994e-8,0,4.439110442652994e-8
5,10,1.1348289355114655e-17,0,1.1348289355114655e-17
6,1,-0.2657031066521055,0.6115237285864183,0.6667528863895645
6,2,-0.2657031066521055,-0.6115237285864183,0.6667528863895645
6,3,0.0723264770583415,0.08862154927599956,0.11438924022717005
6,4,0.0723264770583415,-0.08862154927599956,0.11438924022717005
6,5,-0.001863606404510228,0,0.001863606404510228
6,6,-4.4571632636457835e-4,6.02865268953982e-4,7.497396722188924e-4
6,7,-4.4571632636457835e-4,-6.02865268953982e-4,7.497396722188924e-4
6,8,-1.9197521936870686e-5,0,1.9197521936870686e-5
6,9,-7.0917240931433335e-6,0,7.0917240931433335e-6
6,10,-3.877035332357049e-9,0,3.877035332357049e-9
7,1,-0.25208654468872427,0.5045853612639284,0.5640514274558209
7,2,-0.25208654468872427,-0.5045853612639284,0.5640514274558209
7,3,-0.02826483344752697,0.05051024288841234,0.057880786505219925
7,4,-0.02826483344752697,-0.05051024288841234,0.057880786505219925
7,5,0.0028959650717122684,7.856586781671264e-4,0.0030006454730868754
7,6,0.0028959650717122684,-7.856586781671264e-4,0.0030006454730868754
7,7,-0.002105741021281589,0,0.002105741021281589
7,8,-4.0070609289806193e-4,0,4.0070609289806193e-4
7,9,-4.197852359810293e-5,0,4.197852359810293e-5
7,10,-5.3190368288862825e-8,0,5.3190368288862825e-8
8,1,-0.23931753844473935,0.42046825948477357,0.4838041354116397
8,2,-0.23931753844473935,-0.42046825948477357,0.4838041354116397
8,3,-0.029280107166133898,0.0690341170553308,0.07498689214302325
8,4,-0.029280107166133898,-0.0690341170553308,0.07498689214302325
8,5,-0.012981111890945956,0,0.012981111890945956
8,6,-0.0013091305981358333,0,0.0013091305981358333
8,7,-5.002071257430393e-4,9.173328058986213e-4,0.0010448476661322214
8,8,-5.002071257430393e-4,-9.173328058986213e-4,0.0010448476661322214
8,9,-6.16836762514766e-5,0,6.16836762514766e-5
8,10,3.332946207689882e-5,0,3.332946207689882e-5
9,1,-0.2253731630761272,0.35425166732187396,0.4198658195605666
9,2,-0.2253731630761272,-0.35425166732187396,0.4198658195605666
9,3,-0.03955812728416879,0.06488673155187404,0.07599429824477272
9,4,-0.03955812728416879,-0.06488673155187404,0.07599429824477272
9,5,0.012395944874677713,0,0.012395944874677713
9,6,-0.012070005197308858,0,0.012070005197308858
9,7,-0.0019307424488426408,0,0.0019307424488426408
9,8,-2.673542138466188e-4,0,2.673542138466188e-4
9,9,-1.1647315509704212e-4,0,1.1647315509704212e-4
9,10,-2.717356134293173e-6,0,2.717356134293173e-6
10,1,-0.19544565084713844,0.296164580028959,0.3548414588218113
10,2,-0.19544565084713844,-0.296164580028959,0.3548414588218113
10,3,-0.06267525128567578,0.06392986777505409,0.08952773378935995
10,4,-0.06267525128567578,-0.06392986777505409,0.08952773378935995
10,5,-0.01799876569514908,0,0.01799876569514908
10,6,-0.00210125858607251,0,0.00210125858607251
10,7,6.32106173876282e-4,3.817619515321814e-4,7.38444583357595e-4
10,8,6.32106173876282e-4,-3.817619515321814e-4,7.38444583357595e-4
10,9,1.781172564523714e-4,0,1.781172564523714e-4
10,10,-1.7533361280797896e-4,0,1.7533361280797896e-4
11,1,-0.17367674206680483,0.255565793707498,0.3089943132944082
11,2,-0.17367674206680483,-0.255565793707498,0.3089943132944082
11,3,-0.0528721139556447,0.07497329303537095,0.09174123992352776
11,4,-0.0528721139556447,-0.07497329303537095,0.09174123992352776
11,5,-0.02309412816820578,0,0.02309412816820578
11,6,-0.006289760280758273,0,0.006289760280758273
11,7,0.002226081649541771,0,0.002226081649541771
11,8,-7.291373028079416e-4,4.172424626558217e-4,8.400788528400979e-4
11,9,-7.291373028079416e-4,-4.172424626558217e-4,8.400788528400979e-4
11,10,1.3902230537858585e-6,0,1.3902230537858585e-6
