series1,series2,dist,pair_id
C12,C9,0.17424148264513994,C12_C9
C13,C9,0.5434857690690189,C13_C9
Enterobacteriaceae,C9,0.3883806011045873,Enterobacteriaceae_C9
Paenibacillaceae,C9,0.5434857690690189,Paenibacillaceae_C9
Ruminococcaceae,C9,0.5434857690690189,Ruminococcaceae_C9
C11,C10,0.23139171483504703,C11_C10
C12,C10,0.3883806011045873,C12_C10
C13,C10,0.5434857690690189,C13_C10
Enterobacteriaceae,C10,0.3351613457743989,Enterobacteriaceae_C10
Paenibacillaceae,C10,0.5434857690690189,Paenibacillaceae_C10
Ruminococcaceae,C10,0.5434857690690189,Ruminococcaceae_C10
C12,C11,0.3883806011045873,C12_C11
C13,C11,0.5434857690690189,C13_C11
Enterobacteriaceae,C11,0.3351613457743989,Enterobacteriaceae_C11
Paenibacillaceae,C11,0.5434857690690189,Paenibacillaceae_C11
Ruminococcaceae,C11,0.5434857690690189,Ruminococcaceae_C11
C13,C12,0.5434857690690189,C13_C12
Enterobacteriaceae,C12,0.3883806011045873,Enterobacteriaceae_C12
Paenibacillaceae,C12,0.5434857690690189,Paenibacillaceae_C12
Ruminococcaceae,C12,0.5434857690690189,Ruminococcaceae_C12
Enterobacteriaceae,C13,0.5434857690690189,Enterobacteriaceae_C13
Paenibacillaceae,C13,0.467089901199954,Paenibacillaceae_C13
Ruminococcaceae,C13,0.467089901199954,Ruminococcaceae_C13
Paenibacillaceae,Enterobacteriaceae,0.5434857690690189,Paenibacillaceae_Enterobacteriaceae
Ruminococcaceae,Enterobacteriaceae,0.5434857690690189,Ruminococcaceae_Enterobacteriaceae
Ruminococcaceae,Paenibacillaceae,0.10680882462775776,Ruminococcaceae_Paenibacillaceae
