series1,series2,dist,pair_id
C2,C1,0.467089901199954,C2_C1
C3,C1,0.467089901199954,C3_C1
C4,C1,0.467089901199954,C4_C1
C5,C1,0.5434857690690189,C5_C1
C6,C1,0.5434857690690189,C6_C1
C7,C1,0.5434857690690189,C7_C1
C8,C1,0.5434857690690189,C8_C1
C9,C1,0.5434857690690189,C9_C1
C10,C1,0.5434857690690189,C10_C1
C11,C1,0.5434857690690189,C11_C1
C12,C1,0.5434857690690189,C12_C1
C13,C1,0.467089901199954,C13_C1
Enterobacteriaceae,C1,0.5434857690690189,Enterobacteriaceae_C1
Paenibacillaceae,C1,0.27500716513313594,Paenibacillaceae_C1
Ruminococcaceae,C1,0.27500716513313594,Ruminococcaceae_C1
C3,C2,0.14769977911905052,C3_C2
C4,C2,0.1644028487228622,C4_C2
C5,C2,0.5434857690690189,C5_C2
C6,C2,0.5434857690690189,C6_C2
C7,C2,0.5434857690690189,C7_C2
C8,C2,0.5434857690690189,C8_C2
C9,C2,0.5434857690690189,C9_C2
C10,C2,0.5434857690690189,C10_C2
C11,C2,0.5434857690690189,C11_C2
C12,C2,0.5434857690690189,C12_C2
C13,C2,0.3223997941196453,C13_C2
Enterobacteriaceae,C2,0.5434857690690189,Enterobacteriaceae_C2
Paenibacillaceae,C2,0.467089901199954,Paenibacillaceae_C2
Ruminococcaceae,C2,0.467089901199954,Ruminococcaceae_C2
C4,C3,0.1644028487228622,C4_C3
C5,C3,0.5434857690690189,C5_C3
C6,C3,0.5434857690690189,C6_C3
C7,C3,0.5434857690690189,C7_C3
C8,C3,0.5434857690690189,C8_C3
C9,C3,0.5434857690690189,C9_C3
C10,C3,0.5434857690690189,C10_C3
C11,C3,0.5434857690690189,C11_C3
C12,C3,0.5434857690690189,C12_C3
C13,C3,0.3223997941196453,C13_C3
Enterobacteriaceae,C3,0.5434857690690189,Enterobacteriaceae_C3
Paenibacillaceae,C3,0.467089901199954,Paenibacillaceae_C3
Ruminococcaceae,C3,0.467089901199954,Ruminococcaceae_C3
C5,C4,0.5434857690690189,C5_C4
C6,C4,0.5434857690690189,C6_C4
C7,C4,0.5434857690690189,C7_C4
C8,C4,0.5434857690690189,C8_C4
C9,C4,0.5434857690690189,C9_C4
C10,C4,0.5434857690690189,C10_C4
C11,C4,0.5434857690690189,C11_C4
C12,C4,0.5434857690690189,C12_C4
C13,C4,0.3223997941196453,C13_C4
Enterobacteriaceae,C4,0.5434857690690189,Enterobacteriaceae_C4
Paenibacillaceae,C4,0.467089901199954,Paenibacillaceae_C4
Ruminococcaceae,C4,0.467089901199954,Ruminococcaceae_C4
C6,C5,0.3351613457743989,C6_C5
C7,C5,0.13291959815648635,C7_C5
C8,C5,0.3351613457743989,C8_C5
C9,C5,0.3883806011045873,C9_C5
C10,C5,0.19965663220022373,C10_C5
C11,C5,0.23139171483504703,C11_C5
C12,C5,0.3883806011045873,C12_C5
C13,C5,0.5434857690690189,C13_C5
Enterobacteriaceae,C5,0.3351613457743989,Enterobacteriaceae_C5
Paenibacillaceae,C5,0.5434857690690189,Paenibacillaceae_C5
Ruminococcaceae,C5,0.5434857690690189,Ruminococcaceae_C5
C7,C6,0.3351613457743989,C7_C6
C8,C6,0.2601758938314177,C8_C6
C9,C6,0.3883806011045873,C9_C6
C10,C6,0.3351613457743989,C10_C6
C11,C6,0.3351613457743989,C11_C6
C12,C6,0.3883806011045873,C12_C6
C13,C6,0.5434857690690189,C13_C6
Enterobacteriaceae,C6,0.13935129944146474,Enterobacteriaceae_C6
Paenibacillaceae,C6,0.5434857690690189,Paenibacillaceae_C6
Ruminococcaceae,C6,0.5434857690690189,Ruminococcaceae_C6
C8,C7,0.3351613457743989,C8_C7
C9,C7,0.3883806011045873,C9_C7
C10,C7,0.19965663220022373,C10_C7
C11,C7,0.23139171483504703,C11_C7
C12,C7,0.3883806011045873,C12_C7
C13,C7,0.5434857690690189,C13_C7
Enterobacteriaceae,C7,0.3351613457743989,Enterobacteriaceae_C7
Paenibacillaceae,C7,0.5434857690690189,Paenibacillaceae_C7
Ruminococcaceae,C7,0.5434857690690189,Ruminococcaceae_C7
C9,C8,0.3883806011045873,C9_C8
C10,C8,0.3351613457743989,C10_C8
C11,C8,0.3351613457743989,C11_C8
C12,C8,0.3883806011045873,C12_C8
C13,C8,0.5434857690690189,C13_C8
Enterobacteriaceae,C8,0.2601758938314177,Enterobacteriaceae_C8
Paenibacillaceae,C8,0.5434857690690189,Paenibacillaceae_C8
Ruminococcaceae,C8,0.5434857690690189,Ruminococcaceae_C8
C10,C9,0.3883806011045873,C10_C9
C11,C9,0.3883806011045873,C11_C9
