ID,10,17,13,3,7,2,6,8,1,4,15,12,5,9,14,18,11,16,mean,points
3885,1.5083177925034285e-5,0,0,6.367140728219939e-6,1.0907238010584905e-4,2.2213423238461655e-5,1.933166115541912e-4,5.253695282527688e-5,0,2.5576315420289768e-5,9.392564094857384e-7,1.8418852063463996e-6,4.1661535660936005e-4,2.207575034014511e-5,0,0,6.921049854052361e-7,0,4.8129464186003626e-5,12
3962,1.1331720851371912e-4,2.9988640303053204e-7,2.4114082304909094e-5,5.395313985491632e-5,3.9559087113016895e-4,2.7489111257596296e-5,5.401873878044372e-4,2.450675823406628e-4,0,3.950401193628914e-5,3.0682376043200785e-5,3.6837704126927995e-5,8.372462829209789e-4,1.5972454657869697e-4,2.2282955655804096e-5,7.3805889894528305e-6,5.017761144187962e-5,1.6534071288301767e-5,1.444660788106096e-4,17
4009,3.016635585006857e-5,1.7993184181831922e-6,1.5248610869280751e-5,4.356464708782063e-6,1.4814308342734722e-4,1.1939714990673139e-5,1.8911407652040443e-4,6.040176612247402e-5,0,2.3803699500071665e-5,9.705649564685963e-6,1.9155606146002557e-5,2.6904317005134573e-4,4.642400439177574e-5,2.4882633815647908e-5,7.3805889894528305e-6,6.574997361349744e-5,4.724020368086219e-7,5.1543728834250104e-5,17
4017,5.414474126935384e-6,0,3.5461885742513374e-7,5.86447172336047e-5,2.6047135547665445e-5,6.525193076298111e-5,5.4309683513552044e-5,2.3279847359703528e-5,0,7.596925372363297e-7,2.5046837586286358e-6,0,1.1611689055698629e-4,1.0388588395362404e-5,0,0,0,0,2.0170681258337833e-5,11
4037,5.414474126935384e-6,0,3.5461885742513374e-7,2.0106760194378754e-6,9.116497441682905e-5,8.33003371442312e-7,7.07642245304556e-4,3.0515475593124895e-5,0,0.024361060591557383,1.2523418793143179e-6,3.683770412692799e-7,0.00571783662520814,1.5258239205688532e-5,7.427651885268033e-7,0,2.7684199416209445e-6,4.724020368086219e-7,0.0017187608460971391,15
4112,1.6243422380806153e-5,3.898523239396916e-6,1.8440180586106954e-5,9.215598422423595e-5,4.883837915187271e-6,9.163037085865432e-5,8.728341993249436e-6,1.258370127551542e-5,0,5.0646169149088646e-6,3.7570256379429534e-6,2.7628278095195994e-5,3.6809388937373173e-6,9.090014845942104e-6,4.827973725424221e-6,0,1.9032887098643993e-5,9.448040736172438e-6,1.839411880117335e-5,16
4505,2.5912126178905054e-5,4.798182448488513e-6,1.9149418300957222e-5,7.908659009788976e-5,1.3837540759697268e-4,4.6925856591250245e-5,1.855580853379695e-4,5.505369308037996e-5,0,1.646000497345381e-5,9.392564094857384e-6,9.209426031731999e-6,3.4567362520278625e-4,4.155435358144962e-5,2.30257208443309e-5,9.225736236816039e-6,1.8340782113238757e-5,7.5584325889379505e-6,5.75166669611342e-5,17
4527,7.734963038479121e-7,2.9988640303053204e-7,0,2.741221639833637e-4,1.7907405689019992e-5,3.179296201004824e-4,1.2284333175684392e-5,3.145925318878855e-6,0,1.0179879998966818e-4,0,0,3.346308085215743e-5,2.597147098840601e-6,0,6.150490824544026e-7,0,0,4.249649488874602e-5,11
4572,3.217744624007314e-4,1.319500173334341e-5,1.0319408751071393e-4,8.377816747657814e-6,0.0013218921290440212,2.2213423238461653e-6,0.0011243397575007976,6.983954207911058e-4,0,4.228955123948902e-5,2.849077775440073e-5,1.0756609605062974e-4,0.001768858453845042,4.077520945179744e-4,2.3397103438594302e-5,1.3900109263469498e-4,1.688736164388776e-4,1.228245295702417e-5,3.495500698293858e-4,17
4677,2.243139281158945e-5,0,7.092377148502675e-7,3.016014029156813e-6,7.488551469953816e-5,6.664026971538496e-6,6.0775122027070143e-5,4.404295446430397e-5,0,3.292000994690762e-6,3.1308546982857946e-6,2.5786392888849597e-6,1.2950212289784927e-4,2.337432388956541e-5,2.599678159843811e-6,0,7.959207332160215e-6,1.4172061104258656e-6,2.1465460893875188e-5,15
4707,5.414474126935384e-6,0,7.446996005927809e-6,1.6085408155503003e-5,1.4651513745561813e-5,7.497030342980808e-6,4.719770114868213e-5,7.235628233421367e-6,0,1.8232620893671913e-5,1.2523418793143179e-6,0,1.0641259710986063e-4,2.597147098840601e-6,2.2282955655804097e-6,0,3.4605249270261806e-6,0,1.3317348846294799e-5,13
4759,1.3768234208492834e-4,5.3979552545495765e-6,2.5177938877184497e-5,9.647893766602738e-4,3.8907908724325257e-4,0.0010937334267037556,4.538737836489707e-4,1.5100441530618505e-4,0,5.626789392463748e-4,2.0976726478514824e-5,5.746681843800767e-5,7.217986539810358e-4,2.2595179759913228e-4,2.26543382500675e-5,7.3805889894528305e-6,8.755128065376237e-5,1.0865246846598304e-5,2.743368175701137e-4,17
